SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	RecipeTagMask	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	UseEarlyWarningScript	TargetFollowTypeRequest	IgnoreSilence	LongRange	AOE	AbradeEquipRate	UseSkillCoefficient	RangePutOpti	IgnoreSelectCheck	BelongDynamicGroupID	PlatformType	SkillCoefficient	DotCoefficient	IgnorePet	SurplusCoefficient	NeedCheckSkillSlot	IsFrost	IgnoreRangeBlock	MazeCast	SkillEventMask3
外装172_陀螺_eg	27238	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装172_陀螺_eg.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				1													
外装172_陀螺_h	27239	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装172_陀螺_h.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				1													
外装172_陀螺_退出	27240	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装172_陀螺_退出.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
端午节_阳燧	27241	测试技能	直接伤害技能	1	Physics	Normal	1	10214	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	Quest/端午节活动/端午挂件_阳燧.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			1	1024	1													
外装172_陀螺_fd	27242	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装172_陀螺_fd.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				1													
背挂_笛子	27244	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/背挂_国创笛子_进入.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	0				1													
修罗僧_P4_分身射线提示	27246	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	0	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/挑战达摩洞/修罗僧/四阶段/修罗僧_P4_金珠连线提示.lua		Neutral	0	0	0	4294967295	4294967295	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	1		1		1													
修罗僧_P4_金珠连线提示外功	27247	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	0	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/挑战达摩洞/修罗僧/四阶段/修罗僧_P4_金珠连线提示.lua		Neutral	0	0	0	4294967295	4294967295	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	1		1		1													
端午节_阳燧子技能	27248	测试技能	直接伤害技能	1	Physics	Normal	1	10214	13	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	0	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	Quest/端午节活动/端午挂件_阳燧子技能.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	1	Any	0	56	63	63	0		0	0	4294967295		Any			1	1024	1													
修罗僧_P1_无相劫指惩罚	27250	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/挑战达摩洞/修罗僧/一阶段/修罗僧_P1_无相劫指惩罚.lua		Neutral	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
守卫长缴械技能	27251	测试技能	直接伤害技能	1	Poison	Normal	1	26633	13	Sector	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/守卫长缴械技能.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1	1024	1													
守卫长释放缴械	27252	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	NotHorse	0	1	0	1	0	0	1	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/守卫长释放缴械.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			1	1024	0													
守卫长蓄力aoe	27253	测试技能	直接伤害技能	1	Poison	Normal	1	26633	13	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/守卫长蓄力aoe.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1	1024	1													
守卫长释放aoe	27254	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	NotHorse	0	1	0	1	0	0	1	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/守卫长释放aoe.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			1	1024	0													
年年_众人起	27255	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	NotHorse	1	0	1	0	1	1	1	1	1	1	Any	1	0	0	Invalid	0	AniAndSfx	Quest/黑山林海/年年_众人起.lua		Neutral	0	0	0	4294967295	3221225470	0		0	1	0	1	1	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
修罗僧_P1_拈花指法预警	27256	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/挑战达摩洞/修罗僧/一阶段/修罗僧_P1_拈花指法预警.lua		Neutral	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
修罗僧_P1_拈花指法击退	27257	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/挑战达摩洞/修罗僧/一阶段/修罗僧_P1_拈花指法击退.lua		Neutral	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
修罗僧_P1_拈花指法矩形	27258	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/挑战达摩洞/修罗僧/一阶段/修罗僧_P1_拈花指法矩形.lua		Neutral	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
修罗僧_P1_拈花指法惩罚	27259	测试技能	直接伤害技能	2	Physics	Normal	2	25948	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/挑战达摩洞/修罗僧/一阶段/修罗僧_P1_拈花指法惩罚.lua		Neutral	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
外装172_陀螺_egfd	27260	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装172_陀螺_egfd.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				1													
外装159蜻蜓	27261	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装159_蜻蜓.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
修罗僧_P4_醉棍空读条	27262	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	1	0	1	0	1	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/挑战达摩洞/修罗僧/四阶段/修罗僧_P4_醉棍空读条.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0	0	4294967295	0	Any	1				1													
外装178_熊熊	27263	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装178_熊熊.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
外装178_熊熊_玩弄	27264	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装178_熊熊_玩弄.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
外装178_熊熊_退出	27265	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/外装178_熊熊_退出.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
修罗僧_P4_夜叉棍法空读条	27266	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	1	0	1	0	1	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/挑战达摩洞/修罗僧/四阶段/修罗僧_P4_夜叉棍法空读条.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0	0	4294967295	0	Any	1				1													
唐门_天罗_神威穿彻_短鬼斧神工爆发	27267	测试技能	直接伤害技能	1	Physics	Normal	1	10279	10	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	唐门\90级奇穴\唐门_天罗_短鬼斧神工爆发.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				1									
阿诺依_风	27268	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/阿诺依_风.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1	1024	1													
阿诺依_林	27269	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/阿诺依_林.lua		Harmful	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	0	Any			0	1024	1													
阿诺依_雨	27270	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/阿诺依_雨.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1	1024	1													
阿诺依_山	27271	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/阿诺依_山.lua		Harmful	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	0	Any			1	1024	1													
烟雾弹提示圈	27272	测试技能	直接伤害技能	1	None	Normal	1	26633	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/烟雾弹投掷.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			1	1024	0													
烟雾弹爆炸	27273	测试技能	直接伤害技能	1	None	Normal	1	26633	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/烟雾弹爆炸.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			1	1024	0													
阿诺依_爆石选择	27274	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/阿诺依_爆石选择.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	0	Any			1	1024	1													
阿诺依_爆石_伤害	27275	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/阿诺依_爆石_伤害.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	0	Any			1	1024	1													
修罗僧_P1_扇形AOE	27276	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/挑战达摩洞/修罗僧/一阶段/修罗僧_P1_扇形AOE.lua		Neutral	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
修罗僧_P1_矩形AOE	27277	测试技能	直接伤害技能	1	Physics	Normal	2	25948	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/挑战达摩洞/修罗僧/一阶段/修罗僧_P1_矩形AOE.lua		Neutral	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
寄生虫自爆	27278	测试技能	直接伤害技能	1	Poison	Normal	1	26633	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/寄生虫自爆.lua		Harmful	0	0	0	4294967295	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1	1024	1													
修罗僧_P4_玩家使用值表现技能	27279	测试技能	直接伤害技能	1	None	Normal	2	25948	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	512	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	1	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/挑战达摩洞/修罗僧/四阶段/修罗僧_P4_玩家使用值表现技能.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0	0	4294967295		Any					1													
弥姒_献祭_连接表现	27280	测试技能	直接伤害技能	1	None	Normal	1	26633	13	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/黑山林海/弥姒_献祭_连接表现.lua		Neutral	0	0	0	3758030847	4294967295	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	Any	0	Any	1	63	0	63	0		1	0	4294967295		Any			1		1													
弥姒_旋转炸蛊	27281	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/弥姒_旋转炸蛊.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1	1024	1													
项王三段楚歌	27282	测试技能	直接伤害技能	1	Physics	Damage	1	10462	20	TargetSingle	0	0	Invalid	0	20	10464	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	霸刀\套路及子技能\霸刀_项王三段楚歌.lua		Harmful	0	0	0	4294967295	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0	1	0				Any					1				1									
拉过来	27283	测试技能	直接伤害技能	1	None	Normal	1	26633	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/黑山林海/抓过来.lua		Neutral	0	0	0	3758030847	4294967295	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	Any	0	Any	1	63	0	63	0		1	0	4294967295		Any			1		1													
垃圾场藤蔓矩形AOE	27284	测试技能	直接伤害技能	1	Physics	Normal	1	26633	13	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	1	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/垃圾场藤蔓矩形AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1		0													
垃圾场藤蔓普攻	27285	测试技能	直接伤害技能	1	Poison	Normal	1	26633	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/黑山林海/垃圾场藤蔓普攻.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	56	63	63	0		0	0	4294967295	0	Any			0		0													
拉过来表现	27286	测试技能	直接伤害技能	1	None	Normal	1	26633	13	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/黑山林海/抓过来表现.lua		Neutral	0	0	0	3758030847	4294967295	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	Any	0	Any	1	63	0	63	0		1	0	4294967295		Any			1		1													
