ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask
22644	引音	143029		2704					0	15	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	178	178	atMeleeWeaponDamageRand	119	119	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	4542	14880	0	0	0	0	0	0	0	0	0							长歌	治疗	治疗量	副本								1	13	7												17	144	17	30960	17	1433	735	33	6	1		4	14	4194304		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22645	太行	143030		2060					0	16	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89234	11209	15560	74555	41582	0	0	0	0	0	0	0							霸刀	外功	急速命中	副本								1	14	7												17	729	17	30959	17	4979	735	34	6	1		4	15	8388608		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22646	飞流	143031		2334					0	17	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89234	11297	15560	74555	41582	0	0	0	0	0	0	0							蓬莱	外功	急速命中	副本								1	15	7												17	433	17	30959	17	4979	735	35	6	1		4	16	16777216		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22647	素雪	143032		2806					0	18	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89234	11297	15560	74555	41582	0	0	0	0	0	0	0							凌雪	外功	急速命中	副本								1	16	7												17	433	17	30959	17	4979	735	38	6	1		4	17	33554432		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22648	秋庭囊	143087		0					1	6	377	2300	3	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	966	14154	32379	38332	0	0	0	0	0	0	0							通用	根骨	急速无双	副本								2	1	7												17	144	0	0	0	0	735	6	6	1		4	0	4198512		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22649	杜陵囊	143088		0					1	6	377	2300	3	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	4256	14154	32379	38332	0	0	0	0	0	0	0							通用	元气	急速无双	副本								2	1	7												17	291	0	0	0	0	735	7	6	1		4	0	35974		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22650	金刹囊	143089		0					1	6	377	2300	3	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	3408	12103	32379	38332	0	0	0	0	0	0	0							通用	力道	急速无双	副本								2	1	7												17	729	0	0	0	0	735	4	6	1		4	0	8397448		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22651	紫书囊	143090		0					1	6	377	2300	3	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	3694	12103	32379	38332	0	0	0	0	0	0	0							通用	身法	急速无双	副本								2	1	7												17	433	0	0	0	0	735	5	6	1		4	0	52445456		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22652	结翠囊	143091		0					1	6	377	2300	3	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	1131	8372	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	副本								2	1	7												17	1433	0	0	0	0	735	9	6	1		4	0	4198500		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22653	海棘囊	143092		0					1	6	377	2300	3	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											24701	3754	41726	23392	6159	38332	0	0	0	0	0	0							通用	防御	闪避御劲	副本								2	1	7												17	2045	0	0	0	0	735	8	6	1		4	0	2098186		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22654	青灯影	143093		1283					0	0	814	2300	3	3610	528		0	1		0		4	atMeleeWeaponDamageBase	605	605	atMeleeWeaponDamageRand	404	404	atMeleeWeaponAttackSpeedBase	27	27										5	100											89234	11062	25437	74597	41582	0	0	0	0	0	0	0							少林	内功	会心命中	副本								1	1	7												17	1106	17	291	17	24840	735	12	6	1		4	11	2		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22655	别尘梦	143094		1283					0	0	814	2300	3	3610	528		0	1		0		4	atMeleeWeaponDamageBase	605	605	atMeleeWeaponDamageRand	404	404	atMeleeWeaponAttackSpeedBase	27	27										5	100											89235	69969	25770	63017	0	0	0	0	0	0	0	0							少林	防御	内防命中	副本								1	1	7												17	5438	17	20103	17	2045	735	13	6	1		4	11	2		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22656	飞白	143095		1382					0	5	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	178	178	atMeleeWeaponDamageRand	119	119	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	11062	25438	72758	41582	0	0	0	0	0	0	0							万花	内功	会心命中	副本								1	6	7												17	4999	17	291	17	24841	735	14	6	1		4	4	4		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22657	列他日	143096		1382					0	5	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	178	178	atMeleeWeaponDamageRand	119	119	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	4542	15150	74557	0	0	0	0	0	0	0	0							万花	治疗	治疗会心	副本								1	6	7												17	5084	17	144	17	1433	735	15	6	1		4	4	4		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22658	恸梦枪	143097		1483					0	1	814	2300	3	3610	528		0	1		0		4	atMeleeWeaponDamageBase	605	605	atMeleeWeaponDamageRand	404	404	atMeleeWeaponAttackSpeedBase	27	27										5	100											89234	11209	15560	74561	41582	0	0	0	0	0	0	0							天策	外功	会心命中	副本								1	2	7												17	4979	17	729	17	6060	735	10	6	1		4	3	8		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22659	排云枪	143098		1483					0	1	814	2300	3	3610	528		0	1		0		4	atMeleeWeaponDamageBase	605	605	atMeleeWeaponDamageRand	404	404	atMeleeWeaponAttackSpeedBase	27	27										5	100											89235	89238	25770	63017	0	0	0	0	0	0	0	0							天策	防御	外防命中	副本								1	2	7												17	5438	17	2045	17	9770	735	11	6	1		4	3	8		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22660	天人齐契	143099		2415					0	2	694	2300	3	3610	476		0	1		0		4	atMeleeWeaponDamageBase	231	231	atMeleeWeaponDamageRand	154	154	atMeleeWeaponAttackSpeedBase	21	21										5	100											89234	3877	25438	72758	41582	0	0	0	0	0	0	0							纯阳	内功	会心命中	副本								1	3	7												17	4999	17	144	17	24841	735	19	6	1		4	12	16		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22661	鸣磬步虚	143100		2415					0	2	694	2300	3	3610	476		0	1		0		4	atMeleeWeaponDamageBase	463	463	atMeleeWeaponDamageRand	309	309	atMeleeWeaponAttackSpeedBase	21	21										5	100	6	4									89234	11297	15560	74561	41582	0	0	0	0	0	0	0							纯阳	外功	会心命中	副本								1	3	7												17	4979	17	433	17	6060	735	18	6	1		4	12	16		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22662	桃枝双剑	143101		2509					0	4	694	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	231	231	atMeleeWeaponDamageRand	154	154	atMeleeWeaponAttackSpeedBase	21	21										5	100											89234	3877	89239	74644	41582	0	0	0	0	0	0	0							七秀	内功	会心命中	副本								1	5	7												17	3815	17	144	17	24844	735	20	6	1		4	2	32		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22663	莫缠情	143102		2509					0	4	694	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	231	231	atMeleeWeaponDamageRand	154	154	atMeleeWeaponAttackSpeedBase	21	21										5	100											89234	4542	15150	74557	0	0	0	0	0	0	0	0							七秀	治疗	治疗会心	副本								1	5	7												17	30960	17	144	17	1433	735	21	6	1		4	2	32		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22664	圣影笛	143103		1943					0	10	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	178	178	atMeleeWeaponDamageRand	119	119	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	3877	13920	74646	41582	0	0	0	0	0	0	0							五毒	内功	会心命中	副本								1	8	7												17	12226	17	144	17	24845	735	16	6	1		4	6	64		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22665	舞仙笛	143104		1943					0	10	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	178	178	atMeleeWeaponDamageRand	119	119	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	4542	15150	74557	0	0	0	0	0	0	0	0							五毒	治疗	治疗会心	副本								1	8	7												17	11923	17	144	17	1433	735	17	6	1		4	6	64		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22666	同命	143105		2219					0	11	603	2300	3	3610	423		0	1		0		4	atMeleeWeaponDamageBase	356	356	atMeleeWeaponDamageRand	237	237	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	11062	13920	74561	41582	0	0	0	0	0	0	0							唐门	内功	会心命中	副本								1	9	7												17	12226	17	291	17	24845	735	24	6	1		4	7	128		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22667	相携	143106		2219					0	11	603	2300	3	3610	423		0	1		0		4	atMeleeWeaponDamageBase	356	356	atMeleeWeaponDamageRand	237	237	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	11209	15560	74561	41582	0	0	0	0	0	0	0							唐门	外功	会心命中	副本								1	9	7												17	4979	17	729	17	6060	735	23	6	1		4	7	128		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22668	晓虹	143107		2420					0	2	347	2300	3	3610	476		0	1		0		4	atMeleeWeaponDamageBase	463	463	atMeleeWeaponDamageRand	309	309	atMeleeWeaponAttackSpeedBase	21	21										5	100	6	8									89234	11297	15560	74561	41582	0	0	0	0	0	0	0							藏剑	外功	会心命中	副本								1	3	7												17	4979	17	433	17	6060	735	22	6	1		4	12	256		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22669	鸦影	143108		332					0	9	452	2300	3	3610	581		0	1		0		4	atMeleeWeaponDamageBase	712	712	atMeleeWeaponDamageRand	475	475	atMeleeWeaponAttackSpeedBase	32	32										5	100											89234	11297	15560	74561	41582	0	0	0	0	0	0	0							藏剑	外功	会心命中	副本								1	7	7												17	4979	17	433	17	6060	735	22	6	1		4	5	256		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22670	醉眼分杯	143109		2603					0	13	814	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	605	605	atMeleeWeaponDamageRand	404	404	atMeleeWeaponAttackSpeedBase	27	27										5	100											89234	11209	15560	74561	41582	0	0	0	0	0	0	0							丐帮	外功	会心命中	副本								1	11	7												17	4979	17	729	17	6060	735	27	6	1		4	9	512		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22671	百岁风	143110		2119					0	12	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	356	356	atMeleeWeaponDamageRand	237	237	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	11062	25442	74599	41582	0	0	0	0	0	0	0							明教	内功	会心命中	副本								1	10	7												17	16471	17	291	17	21580	735	25	6	1		4	10	1024		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22672	露白雁声	143111		2119					0	12	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	356	356	atMeleeWeaponDamageRand	237	237	atMeleeWeaponAttackSpeedBase	16	16										5	100											89235	89236	89237	44464	25770	63017	0	0	0	0	0	0							明教	防御	闪避命中	副本								1	10	7												17	5438	17	16435	17	2045	735	26	6	1		4	10	1024		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22673	卷戎	143112		1792					0	14	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89234	11297	15560	74561	41582	0	0	0	0	0	0	0							苍云	外功	会心命中	副本								1	12	7												17	4979	17	433	17	6060	735	30	6	1		4	13	2097152		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22674	几度围	143113		1792					0	14	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89235	89236	89237	44464	25770	63017	0	0	0	0	0	0							苍云	防御	招架命中	副本								1	12	7												17	5438	17	29551	17	2045	735	31	6	1		4	13	2097152		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22675	畴昔琴	143114		2704					0	15	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	178	178	atMeleeWeaponDamageRand	119	119	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	3877	89239	74644	41582	0	0	0	0	0	0	0							长歌	内功	会心命中	副本								1	13	7												17	3815	17	144	17	24844	735	32	6	1		4	14	4194304		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22676	文酒琴	143115		2704					0	15	603	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	178	178	atMeleeWeaponDamageRand	119	119	atMeleeWeaponAttackSpeedBase	16	16										5	100											89234	4542	15150	74557	0	0	0	0	0	0	0	0							长歌	治疗	治疗会心	副本								1	13	7												17	30960	17	144	17	1433	735	33	6	1		4	14	4194304		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22677	想鸭	143116		2060					0	16	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89234	11209	15560	74561	41582	0	0	0	0	0	0	0							霸刀	外功	会心命中	副本								1	14	7												17	4979	17	729	17	6060	735	34	6	1		4	15	8388608		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22678	念雪	143117		2334					0	17	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89234	11297	15560	74561	41582	0	0	0	0	0	0	0							蓬莱	外功	会心命中	副本								1	15	7												17	4979	17	433	17	6060	735	35	6	1		4	16	16777216		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22679	白首太玄	143118		2806					0	18	754	2300	3	3610	1004		0	1		0		4	atMeleeWeaponDamageBase	534	534	atMeleeWeaponDamageRand	356	356	atMeleeWeaponAttackSpeedBase	24	24										5	100											89234	11297	15560	74561	41582	0	0	0	0	0	0	0							凌雪	外功	会心命中	副本								1	16	7												17	4979	17	433	17	6060	735	38	6	1		4	17	33554432		0	1			1				1	201911赛季10人raid10人DLC副本散件共3套		1	
22680	椒房	143119		0					1	6	377	2300	2	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	966	14154	32841	38332	0	0	0	0	0	0	0							通用	根骨	会心无双	副本								2	1	7												17	31042	0	0	0	0	735	6	6	1		4	0	67108863		0	1			1				1	201911赛季10raid装绑暗器囊1套		1	136316224
22681	章德	143120		0					1	6	377	2300	2	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	4256	14154	32842	38332	0	0	0	0	0	0	0							通用	元气	会心无双	副本								2	1	7												17	31043	0	0	0	0	735	7	6	1		4	0	67108863		0	1			1				1	201911赛季10raid装绑暗器囊1套		1	2214727685
22682	长信	143121		0					1	6	377	2300	2	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	3408	12103	32843	38332	0	0	0	0	0	0	0							通用	力道	会心无双	副本								2	1	7												17	30959	0	0	0	0	735	4	6	1		4	0	67108863		0	1			1				1	201911赛季10raid装绑暗器囊1套		1	545333264
22683	阿房	143122		0					1	6	377	2300	2	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	3694	12103	32843	38332	0	0	0	0	0	0	0							通用	身法	会心无双	副本								2	1	7												17	30959	0	0	0	0	735	5	6	1		4	0	67108863		0	1			1				1	201911赛季10raid装绑暗器囊1套		1	1124647040
22684	羡月	143123		0					1	6	377	2300	2	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											23966	1131	8372	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	副本								2	1	7												17	1433	0	0	0	0	735	9	6	1		4	0	67108863		0	1			1				1	201911赛季10raid装绑暗器囊1套		1	272632328
22685	灵台	143124		0					1	6	377	2300	2	2527	716		0	1		0		4	atRangeWeaponDamageBase	427	427	atRangeWeaponDamageRand	285	285	atRangeWeaponAttackSpeedBase	24	24										5	100											24701	3754	41726	39936	6159	38332	0	0	0	0	0	0							通用	防御	招架御劲	副本								2	1	7												17	2045	0	0	0	0	735	8	6	1		4	0	67108863		0	1			1				1	201911赛季10raid装绑暗器囊1套		1	1310754
22686	心海囊	143167		0					1	6	399	2430	3	2590	716		0	1		0		4	atRangeWeaponDamageBase	452	452	atRangeWeaponDamageRand	301	301	atRangeWeaponAttackSpeedBase	24	24										5	100											38392	303	19560	74369	40191	0	0	0	0	0	0	0							通用	根骨	会心命中	帮贡								2	1	7												17	144	0	0	0	0	735	6	6	1		1	0	4198512		0	1			0				1	201911赛季帮贡装备		1	
22687	心薇囊	143168		0					1	6	399	2430	3	2590	716		0	1		0		4	atRangeWeaponDamageBase	452	452	atRangeWeaponDamageRand	301	301	atRangeWeaponAttackSpeedBase	24	24										5	100											38392	3619	19560	37140	40191	0	0	0	0	0	0	0							通用	元气	会心命中	帮贡								2	1	7												17	291	0	0	0	0	735	7	6	1		1	0	35974		0	1			0				1	201911赛季帮贡装备		1	
22688	心宸囊	143169		0					1	6	399	2430	3	2590	716		0	1		0		4	atRangeWeaponDamageBase	452	452	atRangeWeaponDamageRand	301	301	atRangeWeaponAttackSpeedBase	24	24										5	100											38392	1250	6779	32121	40191	0	0	0	0	0	0	0							通用	力道	会心命中	帮贡								2	1	7												17	729	0	0	0	0	735	4	6	1		1	0	8397448		0	1			0				1	201911赛季帮贡装备		1	
22689	心凌囊	143170		0					1	6	399	2430	3	2590	716		0	1		0		4	atRangeWeaponDamageBase	452	452	atRangeWeaponDamageRand	301	301	atRangeWeaponAttackSpeedBase	24	24										5	100											38392	1656	6779	32121	40191	0	0	0	0	0	0	0							通用	身法	会心命中	帮贡								2	1	7												17	433	0	0	0	0	735	5	6	1		1	0	52445456		0	1			0				1	201911赛季帮贡装备		1	
22690	心玉囊	143171		0					1	6	399	2430	3	2590	716		0	1		0		4	atRangeWeaponDamageBase	452	452	atRangeWeaponDamageRand	301	301	atRangeWeaponAttackSpeedBase	24	24										5	100											38392	2594	10785	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	帮贡								2	1	7												17	1433	0	0	0	0	735	9	6	1		1	0	4198500		0	1			0				1	201911赛季帮贡装备		1	
22691	心玄囊	143172		0					1	6	399	2430	3	2590	716		0	1		0		4	atRangeWeaponDamageBase	452	452	atRangeWeaponDamageRand	301	301	atRangeWeaponAttackSpeedBase	24	24										5	100											34488	4882	40224	21711	6046	40191	0	0	0	0	0	0							通用	防御	闪避急速	帮贡								2	1	7												17	9770	0	0	0	0	735	8	6	1		1	0	2098186		0	1			0				1	201911赛季帮贡装备		1	
22692	心禅棍	143173		1283					0	0	861	2430	3	3701	558		0	1		0		4	atMeleeWeaponDamageBase	640	640	atMeleeWeaponDamageRand	426	426	atMeleeWeaponAttackSpeedBase	27	27										5	100											74473	10983	9394	41470	67805	0	0	0	0	0	0	0							少林	内功	会心无双	帮贡								1	1	7												17	72456	17	30957	17	291	735	12	6	1		1	11	2		0	1			0				1	201911赛季帮贡装备		1	
22693	心玄棍	143174		1283					0	0	861	2430	3	3701	558		0	1		0		4	atMeleeWeaponDamageBase	640	640	atMeleeWeaponDamageRand	426	426	atMeleeWeaponAttackSpeedBase	27	27										5	100											43544	89349	8526	70084	0	0	0	0	0	0	0	0							少林	防御	内防御劲命中	帮贡								1	1	7												17	5438	17	2045	17	20103	735	13	6	1		1	11	2		0	1			0				1	201911赛季帮贡装备		1	
22694	心缘笔	143175		1382					0	5	638	2430	3	3701	1024		0	1		0		4	atMeleeWeaponDamageBase	188	188	atMeleeWeaponDamageRand	125	125	atMeleeWeaponAttackSpeedBase	16	16										5	100											74473	10983	89350	41481	67805	0	0	0	0	0	0	0							万花	内功	会心无双	帮贡								1	6	7												17	72453	17	5084	17	291	735	14	6	1		1	4	4		0	1			0				1	201911赛季帮贡装备		1	
22695	心远笔	143176		1382					0	5	638	2430	3	3701	1024		0	1		0		4	atMeleeWeaponDamageBase	188	188	atMeleeWeaponDamageRand	125	125	atMeleeWeaponAttackSpeedBase	16	16										5	100											74473	4231	51161	75058	0	0	0	0	0	0	0	0							万花	治疗	治疗会心	帮贡								1	6	7												17	5084	17	144	17	1433	735	15	6	1		1	4	4		0	1			0				1	201911赛季帮贡装备		1	
22696	心宇枪	143177		1483					0	1	861	2430	3	3701	558		0	1		0		4	atMeleeWeaponDamageBase	640	640	atMeleeWeaponDamageRand	426	426	atMeleeWeaponAttackSpeedBase	27	27										5	100											74473	12538	14643	75060	67805	0	0	0	0	0	0	0							天策	外功	会心无双	帮贡								1	2	7												17	34772	17	30959	17	729	735	10	6	1		1	3	8		0	1			0				1	201911赛季帮贡装备		1	
22697	心玄枪	143178		1483					0	1	861	2430	3	3701	558		0	1		0		4	atMeleeWeaponDamageBase	640	640	atMeleeWeaponDamageRand	426	426	atMeleeWeaponAttackSpeedBase	27	27										5	100											43544	69996	8526	70084	0	0	0	0	0	0	0	0							天策	防御	外防御劲命中	帮贡								1	2	7												17	5438	17	16435	17	2045	735	11	6	1		1	3	8		0	1			0				1	201911赛季帮贡装备		1	
22698	心战剑	143179		2415					0	2	733	2430	3	3701	502		0	1		0		4	atMeleeWeaponDamageBase	245	245	atMeleeWeaponDamageRand	163	163	atMeleeWeaponAttackSpeedBase	21	21										5	100											74473	4104	89350	41481	67805	0	0	0	0	0	0	0							纯阳	内功	会心无双	帮贡								1	3	7												17	72453	17	5084	17	144	735	19	6	1		1	12	16		0	1			0				1	201911赛季帮贡装备		1	
22699	心野剑	143180		2415					0	2	733	2430	3	3701	502		0	1		0		4	atMeleeWeaponDamageBase	489	489	atMeleeWeaponDamageRand	326	326	atMeleeWeaponAttackSpeedBase	21	21										5	100	6	4									74473	11442	14643	75060	67805	0	0	0	0	0	0	0							纯阳	外功	会心无双	帮贡								1	3	7												17	34772	17	30959	17	433	735	18	6	1		1	12	16		0	1			0				1	201911赛季帮贡装备		1	
22700	心藏双剑	143181		2509					0	4	733	2430	3	3701	1024		0	1		0		4	atMeleeWeaponDamageBase	245	245	atMeleeWeaponDamageRand	163	163	atMeleeWeaponAttackSpeedBase	21	21										5	100											74473	4104	61608	79984	67805	0	0	0	0	0	0	0							七秀	内功	会心无双	帮贡								1	5	7												17	72454	17	30960	17	144	735	20	6	1		1	2	32		0	1			0				1	201911赛季帮贡装备		1	
22701	心岚双剑	143182		2509					0	4	733	2430	3	3701	1024		0	1		0		4	atMeleeWeaponDamageBase	245	245	atMeleeWeaponDamageRand	163	163	atMeleeWeaponAttackSpeedBase	21	21										5	100											74473	4231	51161	75058	0	0	0	0	0	0	0	0							七秀	治疗	治疗会心	帮贡								1	5	7												17	30960	17	144	17	1433	735	21	6	1		1	2	32		0	1			0				1	201911赛季帮贡装备		1	
22702	心岚笛	143183		1943					0	10	638	2430	3	3701	1024		0	1		0		4	atMeleeWeaponDamageBase	188	188	atMeleeWeaponDamageRand	125	125	atMeleeWeaponAttackSpeedBase	16	16										5	100											74473	4104	55582	79986	67805	0	0	0	0	0	0	0							五毒	内功	会心无双	帮贡								1	8	7												17	72455	17	11923	17	144	735	16	6	1		1	6	64		0	1			0				1	201911赛季帮贡装备		1	
22703	心芳笛	143184		1943					0	10	638	2430	3	3701	1024		0	1		0		4	atMeleeWeaponDamageBase	188	188	atMeleeWeaponDamageRand	125	125	atMeleeWeaponAttackSpeedBase	16	16										5	100											74473	4231	51161	75058	0	0	0	0	0	0	0	0							五毒	治疗	治疗会心	帮贡								1	8	7												17	11923	17	144	17	1433	735	17	6	1		1	6	64		0	1			0				1	201911赛季帮贡装备		1	
22704	心鸣弩	143185		2219					0	11	638	2430	3	3701	446		0	1		0		4	atMeleeWeaponDamageBase	376	376	atMeleeWeaponDamageRand	251	251	atMeleeWeaponAttackSpeedBase	16	16										5	100											74473	10983	55582	75060	67805	0	0	0	0	0	0	0							唐门	内功	会心无双	帮贡								1	9	7												17	34772	17	30959	17	291	735	24	6	1		1	7	128		0	1			0				1	201911赛季帮贡装备		1	
