ID	Name	UiID	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	IconID	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	EquipCoolDownID	RecommendID	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	MaxStrengthLevel	CanApart	IgnoreBindMask	CanExterior	BelongForceMask	MapBanUseItemMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	RepairPriceRebate	AucMountRecommendMask
20936	横剑千岩·夜霜坠	118524	0					7	0	204	1260	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											20813	151	2402	2664	6214	0	0	0	0	0	0	0							通用	治疗	治疗御劲(PVP)	奇宝之争									4	3	7												736	9	17	5438	0	0	0	0	6	1	0		67108863				1							0		272632328
20937	横剑千岩·涤音戒	118525	0					5	0	170	1260	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14986	151	2754	22917	6214	0	0	0	0	0	0	0							通用	根骨	急速(PVP)	奇宝之争									4	2	7												736	6							6	1	0		67108863				1							0		136316224
20938	横剑千岩·栖绿戒	118526	0					5	0	170	1260	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14986	154	2754	22917	6214	0	0	0	0	0	0	0							通用	元气	急速(PVP)	奇宝之争									4	2	7												736	7							6	1	0		67108863				1							0		2214727685
20939	横剑千岩·共苍戒	118527	0					5	0	170	1260	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14986	157	3582	22917	6214	0	0	0	0	0	0	0							通用	力道	急速(PVP)	奇宝之争									4	2	7												736	4							6	1	0		67108863				1							0		545333264
20940	横剑千岩·瞥青戒	118528	0					5	0	170	1260	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14986	160	3582	22917	6214	0	0	0	0	0	0	0							通用	身法	急速(PVP)	奇宝之争									4	2	7												736	5							6	1	0		67108863				1							0		1124647040
20941	横剑千岩·夜霜戒	118529	0					5	0	170	1260	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14986	151	1556	20249	6214	0	0	0	0	0	0	0							通用	治疗	治疗急速(PVP)	奇宝之争									4	2	7												736	9							6	1	0		67108863				1							0		272632328
20942	无渊链	118585	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	5494	4750	4369	0	0	0	0	0	0	0	0							精简	外功	体质破防会心会效	活动									4	1	7												736	2	17	39961	0	0	0	0	4	1	0		67108863				1							1		1669980304
20943	无渊链	118586	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	14190	39966	4369	0	0	0	0	0	0	0	0							精简	内功	体质破防会心会效	活动									4	1	7												736	3	17	39961	0	0	0	0	4	1	0		67108863				1							1		2351043909
20944	无渊链	118587	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13254	1357	29642	38242	0	0	0	0	0	0	0	0							精简	防御	防御抗性命中	活动									4	1	7												736	8	17	72449	0	0	0	0	4	1	0		67108863				1							1		1310754
20945	无渊链	118588	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11748	4957	30908	0	0	0	0	0	0	0	0	0							精简	治疗	体质会心会效持续	活动									4	1	7												736	9	17	34770	0	0	0	0	4	1	0		67108863				1							1		272632328
20946	无渊坠	118589	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	6363	11719	0	0	0	0	0	0	0	0	0							精简	外功	体质攻击无双	活动									4	3	7												736	2	17	6060	0	0	0	0	4	1	0		67108863				1							1		1669980304
20947	无渊坠	118590	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	14144	11719	0	0	0	0	0	0	0	0	0							精简	内功	体质攻击无双	活动									4	3	7												736	3	17	30981	0	0	0	0	4	1	0		67108863				1							1		2351043909
20948	无渊坠	118591	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13254	1357	17834	38242	0	0	0	0	0	0	0	0							精简	防御	防御闪避命中	活动									4	3	7												736	8	17	72449	0	0	0	0	4	1	0		67108863				1							1		1310754
20949	无渊坠	118592	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11748	1443	30908	39938	0	0	0	0	0	0	0	0							精简	治疗	体质会心会效	活动									4	3	7												736	9	17	1433	0	0	0	0	4	1	0		67108863				1							1		272632328
20950	无渊链	118593	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	3358	6142	39900	6874	0	0	0	0	0	0	0							精简	外功	攻击命中破防	活动									4	1	7												736	2	17	30959	0	0	0	0	3	1	0		67108863				1							1		1669980304
20951	无渊链	118594	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	19205	15868	39900	6874	0	0	0	0	0	0	0							精简	内功	攻击命中破防	活动									4	1	7												736	3	17	31043	0	0	0	0	3	1	0		67108863				1							1		2351043909
20952	无渊链	118595	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	3358	6142	39900	6874	0	0	0	0	0	0	0							精简	外功	攻击命中破防无双	活动									4	1	7												736	2	17	30959	0	0	0	0	3	1	0		67108863				1							1		1669980304
20953	无渊链	118596	0					4	0	157	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	19205	15868	39900	6874	0	0	0	0	0	0	0							精简	内功	攻击命中破防无双	活动									4	1	7												736	3	17	31043	0	0	0	0	3	1	0		67108863				1							1		2351043909
20954	无渊坠	118597	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	3358	415	39900	6874	0	0	0	0	0	0	0							精简	外功	攻击命中会心	活动									4	3	7												736	2	17	34772	0	0	0	0	3	1	0		67108863				1							1		1669980304
20955	无渊坠	118598	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	19205	17660	39900	6874	0	0	0	0	0	0	0							精简	内功	攻击命中会心	活动									4	3	7												736	3	17	34770	0	0	0	0	3	1	0		67108863				1							1		2351043909
20956	无渊坠	118599	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	3358	415	39900	6874	0	0	0	0	0	0	0							精简	外功	攻击命中会心无双	活动									4	3	7												736	2	17	6060	0	0	0	0	3	1	0		67108863				1							1		1669980304
20957	无渊坠	118600	0					7	0	188	1160	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13261	19205	17660	39900	6874	0	0	0	0	0	0	0							精简	内功	攻击命中会心无双	活动									4	3	7												736	3	17	30981	0	0	0	0	3	1	0		67108863				1							1		2351043909
20958	无渊链	118621	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	7390	6265	2971	0	0	0	0	0	0	0	0							精简	外功	体质破防会心会效	活动									4	1	7												736	2	17	39961	0	0	0	0	4	1	0		67108863				1							1		1669980304
20959	无渊链	118622	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	2881	29674	2971	0	0	0	0	0	0	0	0							精简	内功	体质破防会心会效	活动									4	1	7												736	3	17	39961	0	0	0	0	4	1	0		67108863				1							1		2351043909
20960	无渊链	118623	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											19774	1031	18126	37993	0	0	0	0	0	0	0	0							精简	防御	防御抗性命中	活动									4	1	7												736	8	17	72449	0	0	0	0	4	1	0		67108863				1							1		1310754
20961	无渊链	118624	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13005	3042	30701	0	0	0	0	0	0	0	0	0							精简	治疗	体质会心会效持续	活动									4	1	7												736	9	17	34770	0	0	0	0	4	1	0		67108863				1							1		272632328
20962	无渊坠	118625	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	6494	23005	0	0	0	0	0	0	0	0	0							精简	外功	体质攻击无双	活动									4	3	7												736	2	17	6060	0	0	0	0	4	1	0		67108863				1							1		1669980304
20963	无渊坠	118626	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	14169	23005	0	0	0	0	0	0	0	0	0							精简	内功	体质攻击无双	活动									4	3	7												736	3	17	30981	0	0	0	0	4	1	0		67108863				1							1		2351043909
20964	无渊坠	118627	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											19774	1031	18989	37993	0	0	0	0	0	0	0	0							精简	防御	防御闪避命中	活动									4	3	7												736	8	17	72449	0	0	0	0	4	1	0		67108863				1							1		1310754
20965	无渊坠	118628	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13005	5230	30701	30915	0	0	0	0	0	0	0	0							精简	治疗	体质会心会效	活动									4	3	7												736	9	17	1433	0	0	0	0	4	1	0		67108863				1							1		272632328
20966	无渊链	118629	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	3532	6241	38144	4087	0	0	0	0	0	0	0							精简	外功	攻击命中破防	活动									4	1	7												736	2	17	30959	0	0	0	0	3	1	0		67108863				1							1		1669980304
20967	无渊链	118630	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	14072	15341	38144	4087	0	0	0	0	0	0	0							精简	内功	攻击命中破防	活动									4	1	7												736	3	17	31043	0	0	0	0	3	1	0		67108863				1							1		2351043909
20968	无渊链	118631	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	3532	6241	38144	4087	0	0	0	0	0	0	0							精简	外功	攻击命中破防无双	活动									4	1	7												736	2	17	30959	0	0	0	0	3	1	0		67108863				1							1		1669980304
20969	无渊链	118632	0					4	0	162	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	14072	15341	38144	4087	0	0	0	0	0	0	0							精简	内功	攻击命中破防无双	活动									4	1	7												736	3	17	31043	0	0	0	0	3	1	0		67108863				1							1		2351043909
20970	无渊坠	118633	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	3532	2642	38144	4087	0	0	0	0	0	0	0							精简	外功	攻击命中会心	活动									4	3	7												736	2	17	34772	0	0	0	0	3	1	0		67108863				1							1		1669980304
20971	无渊坠	118634	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	14072	24589	38144	4087	0	0	0	0	0	0	0							精简	内功	攻击命中会心	活动									4	3	7												736	3	17	34770	0	0	0	0	3	1	0		67108863				1							1		2351043909
20972	无渊坠	118635	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	3532	2642	38144	4087	0	0	0	0	0	0	0							精简	外功	攻击命中会心无双	活动									4	3	7												736	2	17	6060	0	0	0	0	3	1	0		67108863				1							1		1669980304
20973	无渊坠	118636	0					7	0	194	1200	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											14267	14072	24589	38144	4087	0	0	0	0	0	0	0							精简	内功	攻击命中会心无双	活动									4	3	7												736	3	17	30981	0	0	0	0	3	1	0		67108863				1							1		2351043909
20974	测试装备	118815	0					5	0	107	800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											8626	87	369	15341	2969	0	0	0	0	0	0	0							通用	根骨	破防无双	活动									4	2	7												736	6							6	1	0		4198512				1							1		
20975	测试装备	118816	0					5	0	107	800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											8626	156	369	15341	2969	0	0	0	0	0	0	0							通用	元气	破防无双	活动									4	2	7												736	7							6	1	0		35974				1							1		
20976	测试装备	118817	0					5	0	107	800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											8626	132	293	6241	2969	0	0	0	0	0	0	0							通用	力道	破防无双	活动									4	2	7												736	4							6	1	0		8397448				1							1		
20977	测试装备	118818	0					5	0	107	800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											8626	183	293	6241	2969	0	0	0	0	0	0	0							通用	身法	破防无双	活动									4	2	7												736	5							6	1	0		52445456				1							1		
20978	测试装备	118819	0					5	0	107	800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											8626	133	1458	19121	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	活动									4	2	7												736	9							6	1	0		4198500				1							1		
20979	测试装备	118820	0					5	0	107	800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											13203	2161	11960	2969	0	0	0	0	0	0	0	0							通用	防御	外防命中	活动									4	2	7												736	8							6	1	0		2098186				1							1		
20980	寻春链	118821	0					4	0	151	1120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	146	905	9069	4364	0	0	0	0	0	0	0							通用	根骨	会心命中	声望									4	1	7												736	6	17	30981	0	0	0	0	6	0	0		4198512				1							1		
20981	寒衣链	118822	0					4	0	151	1120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	126	905	22309	4364	0	0	0	0	0	0	0							通用	元气	会心命中	声望									4	1	7												736	7	17	30981	0	0	0	0	6	0	0		35974				1							1		
20982	秋砧链	118823	0					4	0	151	1120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	295	3831	6739	4364	0	0	0	0	0	0	0							通用	力道	会心命中	声望									4	1	7												736	4	17	6060	0	0	0	0	6	0	0		8397448				1							1		
20983	晚晖链	118824	0					4	0	151	1120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	116	3831	6739	4364	0	0	0	0	0	0	0							通用	身法	会心命中	声望									4	1	7												736	5	17	6060	0	0	0	0	6	0	0		52445456				1							1		
20984	菱舟链	118825	0					4	0	151	1120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	151	874	19091	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	声望									4	1	7												736	9	17	31042	0	0	0	0	6	0	0		4198500				1							1		
20985	渍水链	118826	0					4	0	151	1120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											18070	1238	2831	4364	0	0	0	0	0	0	0	0							通用	防御	外防命中	声望									4	1	7												736	8	17	5438	0	0	0	0	6	0	0		2098186				1							1		
20986	白云乡	118851	129					15	5	0	320	3	1750	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	4	atMoveSpeedPercent	1024	1024	atInvalid			atInvalid												5	1											25094	25100	25181	25204	0	0	0	0	0	0	0	0										活动									5	6	7												736								0	0	0		67108863				1							1		
20987	寻珍味·虎仔	118852	382					14	0	0	20	3							0		4																			5	1																											17508	1				活动									22	4	7																				0	0														1		
20988	寻珍味·虎仔	118853	382					14	0	0	20	3			7776000				0		4																			5	1																											17508	1				活动									22	4	7											3									0	0														1		
20989	暮雨戒	118854	0					5	0	151	1120	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	146	905	17781	4364	0	0	0	0	0	0	0							通用	根骨	破防无双	活动									4	2	7												736	6							6	1	0		67108863				1							1		136316224
20990	暮雨环	118855	0					5	0	151	1120	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	126	905	17781	4364	0	0	0	0	0	0	0							通用	元气	破防无双	活动									4	2	7												736	7							6	1	0		67108863				1							1		2214727685
20991	暮雨石	118856	0					5	0	151	1120	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	295	3831	5158	4364	0	0	0	0	0	0	0							通用	力道	破防无双	活动									4	2	7												736	4							6	1	0		67108863				1							1		545333264
20992	暮雨玉	118857	0					5	0	151	1120	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	116	3831	5158	4364	0	0	0	0	0	0	0							通用	身法	破防无双	活动									4	2	7												736	5							6	1	0		67108863				1							1		1124647040
20993	暮雨珠	118858	0					5	0	151	1120	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15968	151	874	9069	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	活动									4	2	7												736	9							6	1	0		67108863				1							1		272632328
20994	暮雨结	118859	0					5	0	151	1120	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											18070	2506	20898	38142	2831	4364	0	0	0	0	0	0							通用	防御	招架御劲	活动									4	2	7												736	8							6	1	0		67108863				1							1		1310754
20995	灵微秉幽	110428	271					11	0	0	95	3							0		4																			5	20																																									22	5	7																				0	0														1		
20996	仙踪链	119256	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	112	1911	38086	4087	0	0	0	0	0	0	0							通用	根骨	命中无双	副本									4	1	7												736	6	17	9072	0	0	0	0	6	1	4		4198512				1			1				1		
20997	仙迹链	119257	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	248	1911	38086	4087	0	0	0	0	0	0	0							通用	元气	命中无双	副本									4	1	7												736	7	17	9072	0	0	0	0	6	1	4		35974				1			1				1		
20998	仙影链	119258	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	296	3017	38086	4087	0	0	0	0	0	0	0							通用	力道	命中无双	副本									4	1	7												736	4	17	4979	0	0	0	0	6	1	4		8397448				1			1				1		
20999	仙梦链	119259	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	92	3017	38086	4087	0	0	0	0	0	0	0							通用	身法	命中无双	副本									4	1	7												736	5	17	4979	0	0	0	0	6	1	4		52445456				1			1				1		
21000	仙羽链	119260	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	146	1443	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	副本									4	1	7												736	9	17	144	0	0	0	0	6	1	4		4198500				1			1				1		
21001	仙缘链	119261	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15611	1948	2936	4087	0	0	0	0	0	0	0	0							通用	防御	外防命中	副本									4	1	7												736	8	17	5438	0	0	0	0	6	1	4		2098186				1			1				1		
21002	仙踪坠	119262	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	112	1911	38086	4087	0	0	0	0	0	0	0							通用	根骨	命中无双	副本									4	3	7												736	6	17	72452	0	0	0	0	6	1	4		4198512				1			1				1		
21003	仙迹坠	119263	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	248	1911	38086	4087	0	0	0	0	0	0	0							通用	元气	命中无双	副本									4	3	7												736	7	17	34770	0	0	0	0	6	1	4		35974				1			1				1		
21004	仙影坠	119264	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	296	3017	38086	4087	0	0	0	0	0	0	0							通用	力道	命中无双	副本									4	3	7												736	4	17	34772	0	0	0	0	6	1	4		8397448				1			1				1		
21005	仙梦坠	119265	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	92	3017	38086	4087	0	0	0	0	0	0	0							通用	身法	命中无双	副本									4	3	7												736	5	17	34772	0	0	0	0	6	1	4		52445456				1			1				1		
21006	仙羽坠	119266	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	146	1443	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	副本									4	3	7												736	9	17	1433	0	0	0	0	6	1	4		4198500				1			1				1		
21007	仙缘坠	119267	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15611	1948	2936	4087	0	0	0	0	0	0	0	0							通用	防御	外防急速命中	副本									4	3	7												736	8	17	2045	0	0	0	0	6	1	4		2098186				1			1				1		
21008	仙踪戒	119268	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	112	1911	20411	4087	0	0	0	0	0	0	0							通用	根骨	破防命中	副本									4	2	7												736	6							6	1	4		4198512				1			1				1		
21009	仙迹戒	119269	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	248	1911	20411	4087	0	0	0	0	0	0	0							通用	元气	破防命中	副本									4	2	7												736	7							6	1	4		35974				1			1				1		
21010	仙影戒	119270	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	296	3017	6993	4087	0	0	0	0	0	0	0							通用	力道	破防命中	副本									4	2	7												736	4							6	1	4		8397448				1			1				1		
21011	仙梦戒	119271	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	92	3017	6993	4087	0	0	0	0	0	0	0							通用	身法	破防命中	副本									4	2	7												736	5							6	1	4		52445456				1			1				1		
21012	仙羽戒	119272	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	146	1443	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	副本									4	2	7												736	9							6	1	4		4198500				1			1				1		
21013	仙缘戒	119273	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15611	38330	2936	4087	0	0	0	0	0	0	0	0							通用	防御	内防急速	副本									4	2	7												736	8							6	1	4		2098186				1			1				1		
21014	空色链	119322	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	112	1911	28719	4087	0	0	0	0	0	0	0							通用	根骨	会心命中	副本									4	1	7												736	6	17	30981	0	0	0	0	6	1	4		4198512				1			1				1		
21015	空心链	119323	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	248	1911	15481	4087	0	0	0	0	0	0	0							通用	元气	会心命中	副本									4	1	7												736	7	17	30981	0	0	0	0	6	1	4		35974				1			1				1		
21016	空尘链	119324	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	296	3017	2436	4087	0	0	0	0	0	0	0							通用	力道	会心命中	副本									4	1	7												736	4	17	6060	0	0	0	0	6	1	4		8397448				1			1				1		
21017	空嗔链	119325	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	92	3017	2436	4087	0	0	0	0	0	0	0							通用	身法	会心命中	副本									4	1	7												736	5	17	6060	0	0	0	0	6	1	4		52445456				1			1				1		
21018	空痴链	119326	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	146	936	28719	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	副本									4	1	7												736	9	17	31042	0	0	0	0	6	1	4		4198500				1			1				1		
21019	空情链	119327	0					4	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15611	38330	2936	4087	0	0	0	0	0	0	0	0							通用	防御	内防急速	副本									4	1	7												736	8	17	20103	0	0	0	0	6	1	4		2098186				1			1				1		
21020	空色坠	119328	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	112	1911	18033	4087	0	0	0	0	0	0	0							通用	根骨	急速命中	副本									4	3	7												736	6	17	144	0	0	0	0	6	1	4		4198512				1			1				1		
21021	空心坠	119329	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	248	1911	18033	4087	0	0	0	0	0	0	0							通用	元气	急速命中	副本									4	3	7												736	7	17	291	0	0	0	0	6	1	4		35974				1			1				1		
21022	空尘坠	119330	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	296	3017	18033	4087	0	0	0	0	0	0	0							通用	力道	急速命中	副本									4	3	7												736	4	17	729	0	0	0	0	6	1	4		8397448				1			1				1		
21023	空嗔坠	119331	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	92	3017	18033	4087	0	0	0	0	0	0	0							通用	身法	急速命中	副本									4	3	7												736	5	17	433	0	0	0	0	6	1	4		52445456				1			1				1		
21024	空痴坠	119332	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	146	936	28719	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	副本									4	3	7												736	9	17	144	0	0	0	0	6	1	4		4198500				1			1				1		
21025	空情坠	119333	0					7	0	161	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15611	38330	2936	4087	0	0	0	0	0	0	0	0							通用	防御	内防命中	副本									4	3	7												736	8	17	20103	0	0	0	0	6	1	4		2098186				1			1				1		
21026	空色戒	119334	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	112	1911	18033	4087	0	0	0	0	0	0	0							通用	根骨	急速无双	副本									4	2	7												736	6							6	1	4		4198512				1			1				1		
21027	空心戒	119335	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	248	1911	18033	4087	0	0	0	0	0	0	0							通用	元气	急速无双	副本									4	2	7												736	7							6	1	4		35974				1			1				1		
21028	空尘戒	119336	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	296	3017	18033	4087	0	0	0	0	0	0	0							通用	力道	急速无双	副本									4	2	7												736	4							6	1	4		8397448				1			1				1		
21029	空嗔戒	119337	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	92	3017	18033	4087	0	0	0	0	0	0	0							通用	身法	急速无双	副本									4	2	7												736	5							6	1	4		52445456				1			1				1		
21030	空痴戒	119338	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	146	936	18033	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	副本									4	2	7												736	9							6	1	4		4198500				1			1				1		
21031	空情戒	119339	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											15611	2390	18035	18413	2936	4087	0	0	0	0	0	0							通用	防御	招架急速	副本									4	2	7												736	8							6	1	4		2098186				1			1				1		
21032	墨书戒	119358	0					5	0	134	1000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	95											11393	112	1911	28719	4087	0	0	0	0	0	0	0							通用	根骨	会心无双	副本									4	2	7												736	6							6	1	4		4198512				1			1				1		
