ID	Duration	MinDuration	note	Usage	MaxCount	MaxDuration	CanBackup	MaxOverDraftCount	CanAccelerate	NeedSyncOB
968	110	110	南风吐月3分钟	2	1	110	1	0	1	1
969	5	5	飞花CD_95七秀门派事件	70	1	5		0	0	0
970	80	80	琴音共鸣1分半	69	1	80	1	0	1	1
971	30	30	转落七星	10	3	30	1	0	1	1
972	10	10	神机台_10秒	65	1	10		0	0	0
973	30	30	寒啸千军	68	1	30	1	0	1	1
974	1	0	唐门1秒GCD	10	1	1	1	0	1	0
975	70	70	蚀心蛊70s	9	1	70	1	0	1	1
976	70	70	摧星破月	10	1	70	1	0	1	0
977	30	30	治疗大招CD	9	1	30	1	0	1	1
978	90	90	平沙落雁90	69	1	90	1	0	1	1
979	0.5	0.5	鱼头轻功间隔	69	1	0.5	1	0	1	0
980	180	180	号令三军	1	1	180	1	0	1	1
981	30	30	破重围	1	1	30	1	0	1	1
982	18	18	二业依缘	5	1	18	1	0	1	1
983	48	48	道极承天	3	1	48	1	0	1	1
984	16	16	剑出鸿蒙	3	1	16	1	0	1	1
985	40	40	舍身弘法40s	5	1	40	1	0	1	1
986	180	180	杨胜沙场5分钟	68	1	180	1	0	1	1
987	1.5	0	疏影横斜1.5秒单独GCD	69	1	1.5	1	0	1	0
988	1.5	0	孤影化双1.5秒单独GCD	69	1	1.5	1	0	1	0
989	30	30	5号外装CD30秒	13	1	30		0	0	0
990	30	30	6号外装CD30秒	13	1	30		0	0	0
991	30	30	7号外装CD30秒	13	1	30		0	0	0
992	30	30	8号外装CD30秒	13	1	30		0	0	0
993	30	30	限量抢购道具1	42	1	30		0	0	0
994	30	30	限量抢购道具2	42	1	30		0	0	0
995	30	30	限量抢购道具3	42	1	30		0	0	0
996	30	30	限量抢购道具4	42	1	30		0	0	0
997	30	30	限量抢购道具5	42	1	30		0	0	0
998	30	30	限量抢购道具6	42	1	30		0	0	0
999	30	30	限量抢购道具7	42	1	30		0	0	0
1000	30	30	限量抢购道具8	42	1	30		0	0	0
1001	30	30	限量抢购道具9	42	1	30		0	0	0
1002	30	30	限量抢购道具10	42	1	30		0	0	0
1003	30	30	限量抢购道具11	42	1	30		0	0	0
1004	30	30	限量抢购道具12	42	1	30		0	0	0
1005	30	30	限量抢购道具13	42	1	30		0	0	0
1006	30	30	限量抢购道具14	42	1	30		0	0	0
1007	30	30	限量抢购道具15	42	1	30		0	0	0
1008	30	30	限量抢购道具16	42	1	30		0	0	0
1009	120	120	白鹿游仙2分钟	13	1	120		0	0	0
1010	20	20	烟花道具20秒	13	1	20		0	0	0
1011	7200	7200	背挂虎仔	13	1	7200		0	0	0
1012	120	120	鹤梅伞CD	13	1	120		0	0	0
1013	4	4	盾反	68	1	4	1	0	1	0
1014	30	30	鹤梅伞30秒CD	0	1	30		0	0	0
1015	3	3	鹤梅伞交互CD3秒	13	1	3		0	0	0
1016	1	1	明教_贪魔体关联CD	8	1	1		0	1	0
1017	30	30	扰乱CD_95少林门派事件	70	1	30		0	0	0
1018	15	15	唐门_机甲加速CD	70	1	15		0	0	0
1019	5	5	唐门_机甲减伤CD	70	1	5		0	0	0
1020	8	8	唐门_机甲打断CD	70	1	8		0	0	0
1021	10	10	唐门_连弩群体CD	70	1	10		0	0	0
1022	10	10	唐门_机甲群体攻击CD	70	1	10		0	0	0
1023	5	5	唐门_机甲击飞CD	70	1	5		0	0	0
1024	1	1	丐帮PQ_火雷	0	1	1		0	0	0
1025	360	360	熊猫背挂6分钟CD	0	1	360		0	0	0
1026	20	20	明教_灭火cd	70	1	20		0	0	0
1027	20	20	熊猫背挂吃竹子20秒CD	0	1	20		0	0	0
1028	180	180	如意金箍3分钟CD	42	1	180		0	0	0
1029	30	30	狼头披风30秒CD	13	1	30		0	0	0
1030	30	30	羽毛披风30秒CD	13	1	30		0	0	0
1031	30	30	画卷披风30秒CD	13	1	30		0	0	0
1032	30	30	荷叶披风30秒CD	13	1	30		0	0	0
1033	30	30	燕子披风30秒CD	13	1	30		0	0	0
1034	30	30	粉色披风30秒CD	13	1	30		0	0	0
1035	7200	7200	背挂小熊猫召唤	13	1	7200		0	0	0
1036	33	33	鸟翔碧空	10	1	33	1	0	1	1
1037	50	50	繁音急节充能CD	4	2	50	1	0	1	1
1038	12	12	银针通用随便用	64	1	12		0	0	0
1039	30	30	小熊猫挂件30秒CD	0	1	30		0	0	0
1040	10	10	小熊猫逗弄10秒CD	0	1	10		0	0	0
1041	30	30	9号外装30秒CD	13	1	30		0	0	0
1042	30	30	10号外装30秒CD	13	1	30		0	0	0
1043	60	60	运营扇子1分钟CD	0	1	60		0	0	0
1044	600	600	双人秋千召唤CD	13	1	600		0	0	0
1045	30	30	双人秋千交互30秒CD	13	1	30		0	0	0
1046	60	60	花灯CD-1分钟	46	1	60		0	0	0
1047	30	30	牡丹披风30秒CD	13	1	30		0	0	0
1048	30	30	血凤披风30秒CD	13	1	30		0	0	0
1049	30	30	刀片披风30秒CD	13	1	30		0	0	0
1050	30	30	双翼披风30秒CD	13	1	30		0	0	0
1051	30	30	蓝扇披风30秒CD	13	1	30		0	0	0
1052	30	30	紫樱披风30秒CD	13	1	30		0	0	0
1053	10	10	1儿童节_七彩风车挥舞cd	46	1	10		0	0	0
1054	60	60	端午节-苍竹龙曜CD	46	1	60		0	0	0
1055	60	60	方士_出魂	72	1	60		0	0	0
1056	15	15	方士_招魂	13	1	15		0	0	0
1057	60	60	方士_还魂	72	1	60		0	0	0
1058	20	20	捉影式充能	5	2	20	1	0	1	1
1059	5	5	方士_挖宝	13	1	5		0	0	0
1060	0.5	0.5	沉秋风子技能公共CD	71	1	0.5	1	0	1	0
1061	6	6	崩雪潮调息时间	71	1	6	1	0	1	0
1062	6	6	绝沧海调息时间	71	1	6	1	0	1	0
1063	60	60	驭兽_飞奔CD	13	1	60		0	0	0
1064	10	10	驭兽_特殊攻击CD	13	1	10		0	0	0
1065	120	120	绿林_初级陷阱	72	1	120		0	0	0
1066	180	180	绿林_击飞陷阱	72	1	180		0	0	0
1067	300	300	绿林_隐身陷阱	72	1	300		0	0	0
1068	20	20	镖师_投石问路	72	1	20		0	0	0
1069	2	2	驭兽_普攻CD	13	1	2		0	0	0
1070	30	30	11号外装30秒CD	13	1	30		0	0	0
1071	30	30	12号外装30秒CD	13	1	30		0	0	0
1072	300	300	艺人_座椅	72	1	300		0	0	0
1073	60	60	驭兽技能CD	13	1	60		0	0	0
1074	10	10	冰凝姿态调息时间	71	1	10	1	4	1	0
1075	10	10	雪意姿态调息时间	71	1	10	1	4	1	0
1076	10	10	风体姿态调息时间	71	1	10	1	4	1	0
1078	180	180	绿林_冻住不洗澡	72	1	180		0	0	0
1079	60	60	艺人_开始表演	72	1	60		0	0	0
1080	3	3	大刀状态崩雪潮	71	1	3	1	3	1	0
1081	3	3	大刀状态绝沧海	71	1	3	1	3	1	0
1082	3	3	大刀状态崩雪潮共调息	71	1	3	1	0	1	0
1083	3	3	大刀状态绝沧海共调息	71	1	3	1	0	1	0
1084	60	60	七夕-姻缘草	46	1	60	1	0	0	0
1085	60	60	缘缘召唤cd	46	1	60	1	0	0	0
1086	72000	72000	七夕外装加buff20小时CD	13	1	72000	0	0	0	0
1087	30	30	限量抢购道具17	42	1	30	0	0	0	0
1088	35	35	雷走风行调息时间	71	1	35	1	0	1	0
1089	25	25	延迟伤害调息时间	71	1	25	1	0	1	0
1090	20	20	828蓝白披风20秒CD	13	1	20	0	0	0	0
1091	20	20	828黑甲披风20秒CD	13	1	20	0	0	0	0
1098	20	20	踏宴扬旗调息时间	71	1	20	1	0	1	1
1099	12	12	沉秋风长CD	71	1	12	1	0	1	0
1100	2	2	长歌门特殊武器_萧琴剑CD	12	1	2	0	0	0	0
1101	15	15	苍云特殊武器任务CD_无畏城壁	12	1	15	0	0	0	0
1102	15	15	苍云特殊武器任务CD_寻首击山	12	1	15	0	0	0	0
1103	1	1	协助角色专注辅助CD	12	1	1	0	0	0	0
1104	1	1	协助角色自动运行CD	12	1	1	0	0	0	0
1105	1	1	协助角色集火攻击CD	12	1	1	0	0	0	0
1106	180	180	协助角色切换CD	12	1	180	0	0	0	0
1107	1	1	协助角色指定点移动CD	12	1	1	0	0	0	0
1108	1	1	协助角色终结技CD	12	1	1	0	0	0	0
1109	8	8	绝云逐电调息时间	71	1	8	1	0	1	0
1110	16	16	雷走风切调息时间	71	1	16	1	0	1	1
1111	18	18	割据秦宫调息时间	71	1	18	1	3	1	1
1112	9	9	破釜沉舟调息时间	71	1	9	1	0	1	1
1113	40	40	封渊震煞调息时间	71	1	40	1	3	1	1
1114	40	40	散流霞调息时间	71	1	40	1	3	1	1
1115	30	30	坚壁清野调息时间	71	1	30	1	0	1	1
1116	8	8	大刀绝云逐电调息时间	71	1	8	1	3	1	0
1117	16	16	大刀雷走风切调息时间	71	1	16	1	3	1	1
1118	20	20	大刀踏宴扬旗调息时间	71	1	20	1	3	1	1
1119	1	1	霸刀透支技能保护CD	71	1	1	1	0	1	0
1120	120	120	中秋背挂2分钟CD	13	1	120	0	0	0	0
1121	72000	72000	中秋外装加buff20小时CD	13	1	72000	1	0	0	0
1122	10	10	踏宴扬旗调息减半	71	1	10	1	0	1	1
1123	10	10	大刀踏宴扬旗调息减半	71	1	10	1	3	1	0
1124	4	4	醉斩白蛇触发六秒调息时间	71	1	4	1	0	1	0
1125	30	30	临渊蹈河调息时间	71	1	30	1	0	1	1
1126	18	18	上将军印调息时间	71	1	18	1	0	1	1
1127	0.1	0.1	上将军印内置调息	71	1	0.1	1	0	1	0
1128	12	12	流光充能	8	2	12	1	0	1	1
1129	1	1	流光囚影变充能后自身1秒CD	8	1	1	1	0	1	0
1130	10	10	擒王六式调息	71	1	10	1	0	1	1
1131	25	25	擒龙充能	5	3	25	1	0	1	1
1132	1.5	1.5	擒龙充能1秒自CD	5	1	1.5	1	0	1	0
1133	1	1	擒王六式触发CD	71	1	1	1	0	1	0
1135	6	6	醉斩白蛇首跳检查CD	71	1	6	1	0	1	0
1136	45	45	楚河汉界40秒调息	71	1	45	1	0	1	1
1137	50	50	西楚悲歌50秒调息	71	1	50	1	0	1	1
1138	3	3	双刀3秒调息	71	1	3	1	0	1	0
1139	0.5	0.5	双刀1秒主动	71	1	0.5	1	0	1	0
1140	3	3	大刀3秒调息	71	1	3	1	0	1	0
1141	0.5	0.5	大刀1秒主动	71	1	0.5	1	0	1	0
1142	3	3	鞘刀3秒调息	71	1	3	1	0	1	0
1143	0.5	0.5	鞘刀1秒主动	71	1	0.5	1	0	1	0
1144	1.5	1.5	封渊震煞1.5秒内置	71	1	1.5	1	0	1	0
1145	30	30	黄龙乘云30秒CD	13	1	30		0	0	0
1146	30	30	鎏金火凰30秒CD	13	1	30		0	0	0
1147	30	30	栩栩蝶翼30秒CD	13	1	30		0	0	0
1148	30	30	从云凋雪30秒CD	13	1	30		0	0	0
1149	30	30	从云真意30秒CD	13	1	30		0	0	0
1150	30	30	重缦轻罗30秒CD	13	1	30		0	0	0
1151	1	1	迴梦逐光内置1秒调息	69	1	1	1	0	1	0
1152	5	5	军阵-举盾	46	1	5	1	0	0	0
1153	30	30	军阵-箭雨	46	1	30	1	0	0	0
1154	30	30	军阵-刺击	46	1	30	1	0	0	0
1155	300	300	军阵-列阵	46	1	300	1	0	0	0
1156	5	5	军阵-卸盾	46	1	5	1	0	0	0
1157	9	9	破釜沉舟变透支	71	1	9	1	2	1	1
1158	1.5	1.5	大刀雷走风切1秒保护CD	71	1	1.5	1	0	1	1
1159	10	10	罗汉解控	5	1	10	1	0	1	0
1160	1	1	捉影充能内置1s	5	1	1	1	0	1	0
1161	30	30	13号外装30秒CD	13	1	30		0	0	0
1162	30	30	14号外装30秒CD	13	1	30		0	0	0
1163	3	3	霸刀狩猎投石CD	70	1	3	1	0	0	0
1164	30	30	霸刀狩猎陷阱CD	70	1	30	1	0	0	0
1165	10	10	霸刀狩猎云箭CD	70	1	10	1	0	0	0
1166	120	120	背挂花门2分钟CD	13	1	120	0	0	0	0
1167	3	3	峰值技能1	46	1	3	1	0	0	0
1168	5	5	峰值技能2	46	1	5	1	0	0	0
1169	15	15	峰值技能3	46	1	15	1	0	0	0
1170	30	30	峰值通用加速	46	1	30	1	0	0	0
1171	20	20	峰值通用加血	46	1	20	1	0	0	0
1172	5	5	峰值活动_安禄山_夜幕星河 10s	46	1	5	1	0	0	0
1173	1.5	1.5	冬至战傲油	46	1	1.5	0	0	0	0
1174	1	1	近聊1秒CD时间	13	1	1	1	0	0	1
1175	20	20	春节龙凤包身披风20秒CD	13	1	20	0	0	0	0
1176	72000	72000	元宵外装加buff20小时CD	13	1	72000	0	0	0	0
1177	600	600	秋千背挂使用CD	13	1	600		0	0	0
1178	30	30	15号外装30秒CD	13	1	30		0	0	0
1179	30	30	16号外装30秒CD	13	1	30		0	0	0
1180	30	30	秋千2交互CD	13	1	30		0	0	0
1181	30	30	表现77号30秒CD	13	1	30	0	0	0	0
1182	30	30	表现78号30秒CD	13	1	30	0	0	0	0
1183	30	30	表现79号30秒CD	13	1	30	0	0	0	0
1184	30	30	表现80号30秒CD	13	1	30	0	0	0	0
1185	30	30	表现81号30秒CD	13	1	30	0	0	0	0
1186	30	30	表现82号30秒CD	13	1	30	0	0	0	0
1187	30	30	滑竿加速30秒CD	13	1	30	0	0	0	0
1188	7200	7200	背挂寻珍味	13	1	7200	0	0	0	0
1189	30	30	梯云纵_独立CD	3	1	30	1	0	1	1
1190	45	45	楚河汉界充能	71	2	45	1	0	1	1
1191	1	1	楚河汉界充能保护	71	1	1	1	0	1	1
1192	30	30	烟雨行充能	7	2	30	1	0	1	1
1194	30	30	烟雨行子技能充能	7	2	30	1	0	1	1
1195	60	60	清明鸳鸯埙	46	1	60	0	0	0	0
1196	3	3	力拔山河	64	1	3	1	0	0	1
1197	0.5	0.5	飞星遁影_回保护CD	10	1	0.5	1	0	1	1
1198	15	15	玄门人剑	3	1	15	1	0	1	1
1199	1	1	竞技场获取战队配置	13	1	5	0	0	0	0
1200	120	120	瑞鹤仙灯2分钟	13	1	120	1	0	0	0
1201	6	6	防止松舍问霞重复读条	6	1	6	1	0	0	0
1202	0.5	0.5	普渡四方段数技能切换CD	5	1	0.5	1	0	1	1
1203	0.5	0.5	守缺式段数技能切换CD	5	1	0.5	1	0	1	1
1204	1	1	交易行模糊搜索查询物品CD	13	1	1	1	0	0	1
1205	0.5	0.5	三环套月两段切换表现	3	1	0.5	1	0	1	1
1206	20	20	518鹤影天青20秒CD	13	1	20	0	0	0	1
1207	600	600	桃花帐篷召唤CD	13	1	600	0	0	0	1
1208	30	30	包身之团扇30秒	0	1	30	0	0	0	1
1209	30	30	包身之折扇30秒	0	1	30	0	0	0	1
1210	30	30	包身之伞舞30秒	0	1	30	0	0	0	1
1211	5	5	端午_龙舟主炮	46	1	5	0	0	0	1
1212	10	10	端午_龙舟冲刺	46	1	10	0	0	0	1
1213	5	5	端午_龙舟撒网	46	1	5	0	0	0	1
1214	1.5	1.5	般若诀CD	5	1	1.5	1	0	1	1
1215	8	8	狼车的交互CD8秒	0	1	8	0	0	0	0
1216	1	1	定格功能CD1秒	0	1	1	0	0	0	0
1217	5	5	设定集鼓背挂CD30秒	0	1	30	0	0	0	0
1218	30	30	山秀屏深背挂CD30秒	0	1	30	0	0	0	0
1219	30	30	花马绘背挂CD30秒	0	1	30	0	0	0	0
1220	60	60	阵营士气条	72	1	60	0	0	0	1
1221	1	1	项王击鼎三段释放中监控Buff	71	1	1	1	0	1	1
1222	20	20	720阵营披风20秒CD	13	1	20	0	0	0	0
1223	120	120	720背挂青莲语瀑2分钟CD	13	1	120	0	0	0	0
1224	10800	10800	包青犬奇遇触发	72	1	10800	0	0	0	0
1225	65	65	无相反弹CD	5	1	65	1	0	1	1
1226	0.5	0.5	穿云一二段表现替换	1	1	0.5	1	0	1	1
1227	40	40	七秀-左旋右转	4	1	40	1	0	1	1
1228	35	35	余寒映日_云裳	4	1	35	1	0	1	1
1229	20	20	天穹掠影20秒CD	13	1	20	0	0	0	1
1230	20	20	北望天狼20秒CD	13	1	20	0	0	0	1
1231	10	10	逐星箭充能	10	2	10	1	0	1	1
1232	1	1	逐星箭充能保护	10	1	1	1	0	1	0
1233	8	8	千机变普通CD	10	1	8	1	0	1	1
1234	17	17	太阴指充能	2	2	17	1	0	1	1
1235	30	30	素心忘弦CD30秒	0	1	30	0	0	0	1
1236	30	30	山海间CD30秒	0	1	30	0	0	0	1
1237	30	30	七夕外装伞效果CD30秒	0	1	30	0	0	0	0
1238	40	40	明教_拉人大招CD	8	1	40	1	0	1	1
1239	90	90	莺鸣柳充能	6	3	90	1	0	1	1
1240	3	3	曲风切换公用CD	69	1	3	1	0	1	1
1241	16	16	蟾躁减CD	9	1	16	1	0	1	1
1242	30	30	面挂面具1号30秒	0	1	30	0	0	0	0
1243	30	30	面挂面具2号30秒	0	1	30	0	0	0	0
1244	30	30	面挂面具3号30秒	0	1	30	0	0	0	0
1245	50	50	挂件鱼头1号50秒	0	1	50	0	0	0	0
1246	30	30	挂件鱼头2号30秒	0	1	30	0	0	0	0
1247	30	30	挂件鱼头3号30秒	0	1	30	0	0	0	0
1248	30	30	挂件鱼头4号30秒	0	1	30	0	0	0	0
1249	30	30	挂件鱼头5号30秒	0	1	30	0	0	0	0
1250	30	30	挂件鱼头6号30秒	0	1	30	0	0	0	0
1251	30	30	挂件鱼头7号30秒	0	1	30	0	0	0	0
1252	30	30	挂件鱼头8号30秒	0	1	30	0	0	0	0
1253	30	30	挂件鱼头9号30秒	0	1	30	0	0	0	0
1254	30	30	挂件鱼头10号30秒	0	1	30	0	0	0	0
1255	0.5	0.5	莺鸣柳连续释放保护CD	6	1	0.5	1	0	1	1
1256	30	30	擂台CD	72	1	30	1	0	0	1
1257	600	600	擂台暂离	72	1	600	1	0	0	1
1258	3	3	剑·徵调息时间	69	1	3	1	0	1	1
1259	5	5	剑·角调息时间	69	1	5	1	0	1	1
1260	16	16	玉蟾_嘲讽-复制	9	1	16	1	0	1	1
1261	16	16	天蛛_拉人-复制	9	1	16	1	0	1	1
1262	0.5	0.5	高山流水独立调息	69	1	0.5	1	0	1	1
1263	0.5	0.5	回血飘摇保护CD	4	1	0.5	1	0	1	0
1264	20	20	圣蝎_减速-复制	9	1	20	1	0	1	1
1265	10	10	灵蛇_伤害-复制	9	1	10	1	0	1	1
1266	12	12	风蜈_加速-复制	9	1	12	1	0	1	1
1267	11	11	毒杀持续时间CD	10	1	11	1	0	1	1
1268	1	0	蝶弄足保护CD	4	1	1	1	0	1	0
1269	1	0	鹊踏枝保护CD	4	1	1	1	0	1	0
1270	90	90	雷霆充能	4	2	90	1	0	1	1
1271	11	11	王母充能	4	2	11	1	0	1	1
1272	35	35	新子母飞爪	10	1	35	1	0	1	1
1273	300	300	请求援助	13	1	300	1	0	0	1
1274	0.5	0.5	子母飞爪保护CD	10	1	0.5	1	0	1	0
1275	1	1	长歌琴平A调息	11	1	1	1	0	0	1
1276	20	20	披风切换_中秋澜云意CD20秒	13	1	20	0	0	0	0
1277	5	5	(1277) 中秋澜云意_提灯CD5秒	13	1	5	0	0	0	0
1278	30	30	佩囊切换CD30秒A	0	1	30	0	0	0	1
1279	30	30	佩囊切换CD30秒B	0	1	30	0	0	0	1
1280	20	20	五毒_万蛊真解_新蛊毒3层充能	9	3	20	1	0	1	1
1281	0.5	0.5	蛊毒3层充能保护CD	9	1	0.5	1	0	1	0
1282	50	50	水榭花盈1分钟	4	1	50	1	0	1	1
1283	40	40	水榭花盈40秒	4	1	40	1	0	1	1
1284	25	25	明教_日盈	8	1	25	1	0	1	1
1285	50	50	新狮子吼调息时间	5	1	50	1	0	1	1
1286	52	52	明教_暗步	8	1	52	1	0	1	1
1287	20	20	六合独尊增加CD	3	1	20	1	0	1	1
1288	25	25	百里追魂	10	1	25	1	0	1	1
1289	2.5	2.5	千秋万劫_伤害	10	1	2.5	1	0	1	1
1290	15	15	剑·弄影cd	69	1	15	1	0	1	1
1291	600	600	号角使用CD10分钟	13	1	600	1	0	0	1
1292	180	180	号角召唤CD3分钟	13	1	180	1	0	0	1
1293	10	10	10秒操作间隔壹	64	1	10	0	0	0	1
1294	10	10	10秒操作间隔贰	64	1	10	0	0	0	1
1295	10	10	10秒操作间隔叁	64	1	10	0	0	0	1
1296	35	35	剑·啸影35s	69	1	35	1	0	1	1
1297	1	1	潜龙勿用CD	7	1	1	1	0	1	0
1312	0.5	0.5	上将军印二段误操作CD	71	1	0.5	1	0	1	0
1314	0.5	0.5	紫气充能保护CD	3	1	0.5	1	0	1	1
1315	120	120	2018腊八背挂_2分钟CD	0	1	120	0	0	0	1
1316	120	120	吃鸡举报CD	13	1	120	0	0	0	0
1317	5	5	春节狗放汤圆CD	0	1	5		0	0	1
1319	150	150	清明镜子2min30sCD	13	1	150	0	0	0	0
1320	237	237	1儿童节-制造机6档237秒	46	1	237	1	0	0	0
1321	158	158	1儿童节-制造机7档158秒	46	1	158	1	0	0	0
1322	105	105	1儿童节-制造机8档105秒	46	1	105	1	0	0	0
1323	70	70	1儿童节-制造机9档70秒	46	1	70	1	0	0	0
1324	10	10	利针CD	2	1	10	1	0	1	1
1325	0.5	0.5	平沙落雁保护调息	69	1	0.5	1	0	1	1
1326	0.5	0.5	梅花三弄保护调息	69	1	0.5	1	0	1	1
1327	5	5	邮件发送CD5s	13	1	5		0	0	1
1328	120	120	吃鸡_定安散_2分钟	46	1	120	1	0	0	1
1329	15	15	儿童节_滑翔翼糖果盒_15秒	46	1	15	1	0	0	0
1330	1	1	儿童节_滑翔翼弩器_1秒	46	1	1	1	0	0	0
1331	30	30	儿童节_滑翔翼火箭加速_30秒	46	1	30	1	0	0	0
1332	2	2	商城个性化推荐2秒CD	13	1	2	1	0	0	0
1333	12	12	可乐_沸血针	0	1	12	1	0	0	0
1334	12	12	可乐_冰髓毒瓶	0	1	12	1	0	0	0
1335	12	12	可乐_飞刃	0	1	12	1	0	0	0
1336	12	12	可乐_暗器暴风雨	0	1	12	1	0	0	0
1337	12	12	可乐_重击	0	1	12	1	0	0	0
1338	12	12	可乐_冻结	0	1	12	1	0	0	0
1339	12	12	可乐_狂暴药剂	0	1	12	1	0	0	0
1340	6	6	可乐_公用	0	1	6	1	0	0	0
1341	12	12	可乐_点名	0	1	12	1	0	0	0
1342	12	12	可乐_召唤沉沦魔	0	1	12	1	0	0	0
1343	12	12	可乐_召唤盾牌兵	0	1	12	1	0	0	0
1344	12	12	可乐_召唤炮塔	0	1	12	1	0	0	0
1345	12	12	可乐_召唤伏击小怪	0	1	12	1	0	0	0
1346	12	12	可乐_重选牌	0	1	12	1	0	0	0
1347	12	12	可乐_点名驱散	0	1	12	1	0	0	0
1348	1.5	1.5	战士_大_公共CD	20	1	1.5	1	0	0	0
1349	1.5	1.5	战士_小_公共CD	20	1	1.5	1	0	0	0
1350	1.5	1.5	法师_大_公共CD	20	1	1.5	1	0	0	0
1351	1.5	1.5	法师_小_公共CD	20	1	1.5	1	0	0	0
1352	1	1	刺客_大_公共CD	20	1	1	1	0	0	0
1353	1	1	刺客_小_公共CD	20	1	1	1	0	0	0
1354	8	8	刺客_大_隐身	20	1	8	1	0	0	0
1355	8	8	刺客_小_隐身	20	1	8	1	0	0	0
1356	180	180	刺客_大_刺杀	20	2	180	1	0	0	0
1357	6	6	刺客_小_刺杀	20	1	6	1	0	0	0
1358	1.5	1.5	刺客_大_投掷飞刃	20	1	1.5	1	0	0	0
1359	1.5	1.5	刺客_小_投掷飞刃	20	1	1.5	1	0	0	0
1360	10	10	刺客_大_爆发	20	1	10	1	0	0	0
1361	10	10	刺客_小_爆发	20	1	10	1	0	0	0
1362	30	30	刺客_大_千刃	20	1	30	1	0	0	0
1363	10	10	通用_挣脱	20	2	10	1	0	0	0
1364	15	15	通用_腾跃	20	1	15	1	0	0	0
1365	180	180	战士_大_跳劈	20	2	180	1	0	0	0
1366	12	12	战士_小_跳劈	20	1	12	1	0	0	0
1367	10	10	战士_大_冲锋	20	1	10	1	0	0	0
1368	10	10	战士_小_冲锋	20	1	10	1	0	0	0
1369	12	12	战士_大_钩子	20	1	12	1	0	0	0
1370	12	12	战士_小_钩子	20	1	12	1	0	0	0
1371	10	10	战士_大_剑刃风暴	20	1	10	1	0	0	0
1372	10	10	战士_小_剑刃风暴	20	1	10	1	0	0	0
1373	30	30	战士_大_怒吼	20	1	30	1	0	0	0
1374	180	180	法师_大_尸毒入侵	20	2	180	1	0	0	0
1375	1.5	1.5	法师_小_尸毒入侵	20	1	1.5	1	0	0	0
1376	10	10	法师_大_瞬身	20	1	10	1	0	0	0
1377	10	10	法师_小_瞬身	20	1	10	1	0	0	0
1378	15	15	法师_大_毒池	20	3	15	1	0	0	0
1379	15	15	法师_小_毒池	20	3	15	1	0	0	0
1380	8	8	法师_大_毒爆	20	1	8	1	0	0	0
1381	8	8	法师_小_毒爆	20	1	8	1	0	0	0
1382	2.5	2.5	法师_大_感染传播	20	1	2.5	1	0	0	0
1383	1	1	艺人开启判断CD	72	1	1	0	0	0	0
1384	2	2	通用_普通攻击_2秒	20	1	2	1	0	0	0
1385	1.5	1.5	通用_普通攻击_1.5秒	20	1	1.5	1	0	0	0
1386	30	30	僵尸复活回母僵尸身边	20	1	30	1	0	0	0
1387	1.5	1.5	猎魔人_扇形Aoe	20	1	1.5	1	0	0	0
1388	10	10	猎魔人_旋转风车	20	1	10	1	0	0	0
1389	10	10	猎魔人_猛劈	20	1	10	1	0	0	0
1390	10	10	猎魔人_圣光区域	20	1	10	1	0	0	0
1391	20	20	猎魔人_移速暴增	20	1	20	1	0	0	0
1392	25	25	猎魔人_跳跃	20	1	25	1	0	0	0
1393	1	1	狼神殿_史思明_玩家变身_GCD	12	1	1	1	0	0	0
1394	10	10	狼神殿_史思明_玩家变身_控制	12	1	10	1	0	0	0
1395	6	6	狼神殿_史思明_玩家变身_突进	12	1	6	1	0	0	0
1396	2	2	龙泉府扔雪球	0	1	2	1	0	0	0
1397	5	5	木落雁归	73	1	5	1	0	1	1
1398	20	20	浮游天地	73	1	20	1	0	1	1
1399	5	5	镜泊湖_滑冰	12	1	5	1	0	0	0
1400	10	10	湛然若海	73	1	10	1	0	1	1
1401	40	40	驭羽骋风	73	1	40	1	0	1	1
1402	1	1	浮游天地保护CD	73	1	1	1	0	1	0
1403	2	2	雕系技能公共CD	73	1	2	1	0	1	0
1404	24	24	翼绝云天CD	73	1	24	1	0	1	1
1405	15	15	荡伞CD	73	2	15	1	0	1	1
1406	30	30	翔极碧落	73	1	30	1	0	1	1
1407	90	90	醉挑金盏技能CD90秒	0	1	90	0	0	0	0
1408	1	1	溅射状态机	13	1	1	0	0	0	0
1409	10	10	心法伞浮空	73	1	10	1	0	1	1
1410	20	20	定波砥澜	73	1	20	1	0	1	1
1411	25	25	屏宇掠空	73	1	25	1	0	1	1
1412	30	30	振翅图南	73	1	30	1	0	1	1
1413	600	600	跷跷板召唤CD	13	1	600	0	0	0	0
1414	20	20	跷跷板技能CD	13	1	20	0	0	0	0
1415	65	65	疾电叱羽	73	1	65	1	0	1	1
1416	12	12	逸尘步虚	73	2	12	1	0	1	1
1417	18	18	跃潮斩波	73	1	18	1	0	1	1
1418	40	40	驰风震域	73	1	40	1	0	1	1
1419	22	22	太阴指	2	1	22	1	0	1	1
1420	1.5	1.5	清新30秒CD	2	1	1.5	1	0	1	1
1421	0.5	0.5	荡伞保护CD	73	1	0.5	1	0	1	0
1422	0.85	0.85	逸尘步虚保护CD	73	1	0.85	1	0	1	0
1423	30	30	新飞竹雷霆充能30秒	4	2	30	1	0	1	1
1424	1.5	1.5	上天检查cd	73	1	1.5	1	0	1	0
1425	30	30	振翅图南充能	73	2	30	1	0	1	1
