ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
29775	0	atPhysicsAttackPowerBase	2265	2265	0	0	0	0	0	0	0	0	0	0	0	0
29776	0	atMagicAttackPowerBase	2717	2717	0	0	0	0	0	0	0	0	0	0	0	0
29777	0	atAllTypeCriticalStrike	565	565	0	0	0	0	0	0	0	0	0	0	0	0
29778	0	atAllTypeCriticalStrike	848	848	0	0	0	0	0	0	0	0	0	0	0	0
29779	0	atAllTypeCriticalStrike	1130	1130	0	0	0	0	0	0	0	0	0	0	0	0
29780	0	atAllTypeCriticalStrike	404	404	0	0	0	0	0	0	0	0	0	0	0	0
29781	0	atAllTypeCriticalStrike	606	606	0	0	0	0	0	0	0	0	0	0	0	0
29782	0	atMagicAttackPowerBase	1477	1477	0	0	0	0	0	0	0	0	0	0	0	0
29783	0	atPhysicsAttackPowerBase	1641	1641	0	0	0	0	0	0	0	0	0	0	0	0
29784	0	atToughnessBase	461	461	0	0	0	0	0	0	0	0	0	0	0	0
29785	0	atMagicShield	415	415	0	0	0	0	0	0	0	0	0	0	0	0
29786	0	atAllTypeCriticalStrike	646	646	0	0	0	0	0	0	0	0	0	0	0	0
29787	0	atMagicOvercome	646	646	0	0	0	0	0	0	0	0	0	0	0	0
29788	0	atToughnessBase	323	323	0	0	0	0	0	0	0	0	0	0	0	0
29789	0	atMagicShield	461	461	0	0	0	0	0	0	0	0	0	0	0	0
29790	0	atToughnessBase	692	692	0	0	0	0	0	0	0	0	0	0	0	0
29791	0	atPhysicsShieldBase	623	623	0	0	0	0	0	0	0	0	0	0	0	0
29792	0	atMagicShield	623	623	0	0	0	0	0	0	0	0	0	0	0	0
29793	0	atAllTypeCriticalStrike	969	969	0	0	0	0	0	0	0	0	0	0	0	0
29794	0	atPhysicsOvercomeBase	969	969	0	0	0	0	0	0	0	0	0	0	0	0
29795	0	atMagicOvercome	969	969	0	0	0	0	0	0	0	0	0	0	0	0
29796	0	atToughnessBase	484	484	0	0	0	0	0	0	0	0	0	0	0	0
29797	0	atPhysicsShieldBase	692	692	0	0	0	0	0	0	0	0	0	0	0	0
29798	0	atMagicShield	692	692	0	0	0	0	0	0	0	0	0	0	0	0
29799	0	atToughnessBase	923	923	0	0	0	0	0	0	0	0	0	0	0	0
29800	0	atMagicShield	830	830	0	0	0	0	0	0	0	0	0	0	0	0
29801	0	atAllTypeCriticalStrike	1292	1292	0	0	0	0	0	0	0	0	0	0	0	0
29802	0	atPhysicsOvercomeBase	1292	1292	0	0	0	0	0	0	0	0	0	0	0	0
29803	0	atMagicOvercome	1292	1292	0	0	0	0	0	0	0	0	0	0	0	0
29804	0	atToughnessBase	646	646	0	0	0	0	0	0	0	0	0	0	0	0
29805	0	atMagicShield	923	923	0	0	0	0	0	0	0	0	0	0	0	0
29806	0	atAllTypeCriticalStrike	461	461	0	0	0	0	0	0	0	0	0	0	0	0
29807	0	atMagicOvercome	692	692	0	0	0	0	0	0	0	0	0	0	0	0
29808	0	atAllTypeCriticalStrike	692	692	0	0	0	0	0	0	0	0	0	0	0	0
29809	0	atPhysicsOvercomeBase	923	923	0	0	0	0	0	0	0	0	0	0	0	0
29810	0	atMagicOvercome	923	923	0	0	0	0	0	0	0	0	0	0	0	0
29811	0	atAllTypeCriticalStrike	923	923	0	0	0	0	0	0	0	0	0	0	0	0
29812	0	atPhysicsAttackPowerBase	1387	1387	0	0	0	0	0	0	0	0	0	0	0	0
29813	0	atPhysicsAttackPowerBase	1849	1849	0	0	0	0	0	0	0	0	0	0	0	0
29814	0	atMagicAttackPowerBase	2219	2219	0	0	0	0	0	0	0	0	0	0	0	0
29815	0	atDecriticalDamagePowerBase	461	461	0	0	0	0	0	0	0	0	0	0	0	0
29816	0	atDecriticalDamagePowerBase	692	692	0	0	0	0	0	0	0	0	0	0	0	0
29817	0	atDecriticalDamagePowerBase	923	923	0	0	0	0	0	0	0	0	0	0	0	0
29818	0	atDecriticalDamagePowerBase	646	646	0	0	0	0	0	0	0	0	0	0	0	0
29819	0	atAllTypeCriticalStrike	727	727	0	0	0	0	0	0	0	0	0	0	0	0
29820	0	atMagicOvercome	727	727	0	0	0	0	0	0	0	0	0	0	0	0
29821	0	atAllTypeCriticalStrike	1090	1090	0	0	0	0	0	0	0	0	0	0	0	0
29822	0	atMagicOvercome	1090	1090	0	0	0	0	0	0	0	0	0	0	0	0
29823	0	atAllTypeCriticalStrike	1453	1453	0	0	0	0	0	0	0	0	0	0	0	0
29824	0	atPhysicsOvercomeBase	1453	1453	0	0	0	0	0	0	0	0	0	0	0	0
29825	0	atMagicOvercome	1453	1453	0	0	0	0	0	0	0	0	0	0	0	0
29826	0	atMagicOvercome	519	519	0	0	0	0	0	0	0	0	0	0	0	0
29827	0	atAllTypeCriticalStrike	519	519	0	0	0	0	0	0	0	0	0	0	0	0
29828	0	atPhysicsOvercomeBase	779	779	0	0	0	0	0	0	0	0	0	0	0	0
29829	0	atMagicOvercome	779	779	0	0	0	0	0	0	0	0	0	0	0	0
29830	0	atAllTypeCriticalStrike	779	779	0	0	0	0	0	0	0	0	0	0	0	0
29831	0	atPhysicsOvercomeBase	1038	1038	0	0	0	0	0	0	0	0	0	0	0	0
29832	0	atMagicOvercome	1038	1038	0	0	0	0	0	0	0	0	0	0	0	0
29833	0	atAllTypeCriticalStrike	1038	1038	0	0	0	0	0	0	0	0	0	0	0	0
29834	0	atPhysicsAttackPowerBase	1028	1028	0	0	0	0	0	0	0	0	0	0	0	0
29835	0	atPhysicsAttackPowerBase	1543	1543	0	0	0	0	0	0	0	0	0	0	0	0
29836	0	atMagicAttackPowerBase	1851	1851	0	0	0	0	0	0	0	0	0	0	0	0
29837	0	atPhysicsAttackPowerBase	2057	2057	0	0	0	0	0	0	0	0	0	0	0	0
29838	0	atMagicAttackPowerBase	2468	2468	0	0	0	0	0	0	0	0	0	0	0	0
29839	0	atSetEquipmentRecipe	4514	4514	1	1										
29840	0	atSetEquipmentRecipe	4517	4517	1	1										
29841	0	atParryValueBase	1538	1538	0	0	0	0	0	0	0	0	0	0	0	0
29842	0	atParryValueBase	1490	1490	0	0	0	0	0	0	0	0	0	0	0	0
29843	0	atMagicHitValue	166	166	0	0	0	0	0	0	0	0	0	0	0	0
29844	0	atMagicHitValue	160	160	0	0	0	0	0	0	0	0	0	0	0	0
29845	0	atAllTypeHitValue	160	160	0	0	0	0	0	0	0	0	0	0	0	0
29846	0	atMagicShield	178	178	0	0	0	0	0	0	0	0	0	0	0	0
29847	0	atAllTypeCriticalStrike	311	311	0	0	0	0	0	0	0	0	0	0	0	0
29848	0	atPhysicsCriticalStrike	311	311	0	0	0	0	0	0	0	0	0	0	0	0
29849	0	atMagicCriticalDamagePowerBase	124	124	0	0	0	0	0	0	0	0	0	0	0	0
29850	0	atAllTypeCriticalDamagePowerBase	137	137	0	0	0	0	0	0	0	0	0	0	0	0
29851	0	atMagicCriticalStrike	249	249	0	0	0	0	0	0	0	0	0	0	0	0
29852	0	atMagicOvercome	338	338	0	0	0	0	0	0	0	0	0	0	0	0
29853	0	atParryValueBase	1261	1261	0	0	0	0	0	0	0	0	0	0	0	0
29854	0	atMagicCriticalDamagePowerBase	88	88	0	0	0	0	0	0	0	0	0	0	0	0
29855	0	atMagicHitValue	175	175	0	0	0	0	0	0	0	0	0	0	0	0
29856	0	atDodge	214	214	0	0	0	0	0	0	0	0	0	0	0	0
29857	0	atActiveThreatCoefficient	0	0	127	127	0	0	0	0	0	0	0	0	0	0
29858	0	atMagicShield	219	219	0	0	0	0	0	0	0	0	0	0	0	0
29859	0	atParryValueBase	1802	1802	0	0	0	0	0	0	0	0	0	0	0	0
29860	0	atParryValueBase	1299	1299	0	0	0	0	0	0	0	0	0	0	0	0
29861	0	atSolarOvercomeBase	260	260	0	0	0	0	0	0	0	0	0	0	0	0
29862	0	atNeutralOvercomeBase	260	260	0	0	0	0	0	0	0	0	0	0	0	0
29863	0	atLunarOvercomeBase	260	260	0	0	0	0	0	0	0	0	0	0	0	0
29864	0	atPoisonOvercomeBase	260	260	0	0	0	0	0	0	0	0	0	0	0	0
29865	0	atParryValueBase	1855	1855	0	0	0	0	0	0	0	0	0	0	0	0
29866	0	atHasteBase	268	268	0	0	0	0	0	0	0	0	0	0	0	0
29867	0	atPoisonCriticalStrike	118	118	0	0	0	0	0	0	0	0	0	0	0	0
29868	0	atAllTypeCriticalStrike	179	179	0	0	0	0	0	0	0	0	0	0	0	0
29869	0	atMagicOvercome	306	306	0	0	0	0	0	0	0	0	0	0	0	0
29870	0	atAllTypeCriticalStrike	224	224	0	0	0	0	0	0	0	0	0	0	0	0
29871	0	atMagicCriticalStrike	266	266	0	0	0	0	0	0	0	0	0	0	0	0
29872	0	atAllTypeCriticalStrike	194	194	0	0	0	0	0	0	0	0	0	0	0	0
29873	0	atAllTypeCriticalStrike	231	231	0	0	0	0	0	0	0	0	0	0	0	0
29874	0	atMagicOvercome	325	325	0	0	0	0	0	0	0	0	0	0	0	0
29875	0	atParryValueBase	971	971	0	0	0	0	0	0	0	0	0	0	0	0
29876	0	atParryValueBase	863	863	0	0	0	0	0	0	0	0	0	0	0	0
29877	0	atParryValueBase	1164	1164	0	0	0	0	0	0	0	0	0	0	0	0
29878	0	atMagicShield	266	266	0	0	0	0	0	0	0	0	0	0	0	0
29879	0	atHasteBase	304	304	0	0	0	0	0	0	0	0	0	0	0	0
29880	0	atPoisonCriticalDamagePowerBase	95	95	0	0	0	0	0	0	0	0	0	0	0	0
29881	0	atParryValueBase	2737	2737	0	0	0	0	0	0	0	0	0	0	0	0
29882	0	atNeutralOvercomeBase	309	309	0	0	0	0	0	0	0	0	0	0	0	0
29883	0	atLunarAttackPowerBase	609	609	0	0	0	0	0	0	0	0	0	0	0	0
29884	0	atPoisonOvercomeBase	309	309	0	0	0	0	0	0	0	0	0	0	0	0
29885	0	atSolarAndLunarOvercomeBase	309	309	0	0	0	0	0	0	0	0	0	0	0	0
29886	0	atMagicShield	338	338	0	0	0	0	0	0	0	0	0	0	0	0
29887	0	atSolarAttackPowerBase	673	673	0	0	0	0	0	0	0	0	0	0	0	0
29888	0	atMagicShield	299	299	0	0	0	0	0	0	0	0	0	0	0	0
29889	0	atNeutralHitValue	213	213	0	0	0	0	0	0	0	0	0	0	0	0
29890	0	atLunarAttackPowerBase	673	673	0	0	0	0	0	0	0	0	0	0	0	0
29891	0	atLunarHitValue	213	213	0	0	0	0	0	0	0	0	0	0	0	0
29892	0	atPoisonHitValue	213	213	0	0	0	0	0	0	0	0	0	0	0	0
29893	0	atSolarHitValue	299	299	0	0	0	0	0	0	0	0	0	0	0	0
29894	0	atMagicShield	374	374	0	0	0	0	0	0	0	0	0	0	0	0
29895	0	atLunarOvercomeBase	341	341	0	0	0	0	0	0	0	0	0	0	0	0
29896	0	atParryBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
29897	0	atSolarAndLunarHitValue	299	299	0	0	0	0	0	0	0	0	0	0	0	0
29898	0	atDodge	374	374	0	0	0	0	0	0	0	0	0	0	0	0
29899	0	atParryValueBase	1081	1081	0	0	0	0	0	0	0	0	0	0	0	0
29900	0	atParryValueBase	1025	1025	0	0	0	0	0	0	0	0	0	0	0	0
29901	0	atParryValueBase	1057	1057	0	0	0	0	0	0	0	0	0	0	0	0
29902	0	atPhysicsCriticalStrike	256	256	0	0	0	0	0	0	0	0	0	0	0	0
29903	0	atLunarCriticalStrike	256	256	0	0	0	0	0	0	0	0	0	0	0	0
29904	0	atPoisonCriticalStrike	256	256	0	0	0	0	0	0	0	0	0	0	0	0
29905	0	atSolarAndLunarCriticalStrike	256	256	0	0	0	0	0	0	0	0	0	0	0	0
29906	0	atSolarOvercomeBase	357	357	0	0	0	0	0	0	0	0	0	0	0	0
29907	0	atNeutralOvercomeBase	357	357	0	0	0	0	0	0	0	0	0	0	0	0
29908	0	atLunarOvercomeBase	357	357	0	0	0	0	0	0	0	0	0	0	0	0
29909	0	atPoisonAttackPowerBase	512	512	0	0	0	0	0	0	0	0	0	0	0	0
29910	0	atPoisonOvercomeBase	357	357	0	0	0	0	0	0	0	0	0	0	0	0
29911	0	atSolarAndLunarAttackPowerBase	512	512	0	0	0	0	0	0	0	0	0	0	0	0
29912	0	atVitalityBase	515	515	0	0	0	0	0	0	0	0	0	0	0	0
29913	0	atNeutralAttackPowerBase	661	661	0	0	0	0	0	0	0	0	0	0	0	0
29914	0	atLunarAttackPowerBase	661	661	0	0	0	0	0	0	0	0	0	0	0	0
29915	0	atPoisonCriticalStrike	183	183	0	0	0	0	0	0	0	0	0	0	0	0
29916	0	atSolarAttackPowerBase	686	686	0	0	0	0	0	0	0	0	0	0	0	0
29917	0	atSolarOvercomeBase	250	250	0	0	0	0	0	0	0	0	0	0	0	0
29918	0	atParryValueBase	2742	2742	0	0	0	0	0	0	0	0	0	0	0	0
29919	0	atParryValueBase	1371	1371	0	0	0	0	0	0	0	0	0	0	0	0
29920	0	atLunarAttackPowerBase	686	686	0	0	0	0	0	0	0	0	0	0	0	0
29921	0	atPoisonOvercomeBase	250	250	0	0	0	0	0	0	0	0	0	0	0	0
29922	0	atPoisonCriticalStrike	190	190	0	0	0	0	0	0	0	0	0	0	0	0
29923	0	atLunarOvercomeBase	250	250	0	0	0	0	0	0	0	0	0	0	0	0
29924	0	atDodge	379	379	0	0	0	0	0	0	0	0	0	0	0	0
29925	0	atNeutralAttackPowerBase	683	683	0	0	0	0	0	0	0	0	0	0	0	0
29926	0	atPoisonAttackPowerBase	683	683	0	0	0	0	0	0	0	0	0	0	0	0
29927	0	atPoisonCriticalStrike	238	238	0	0	0	0	0	0	0	0	0	0	0	0
29928	0	atSolarAndLunarCriticalStrike	238	238	0	0	0	0	0	0	0	0	0	0	0	0
29929	0	atParryValueBase	3118	3118	0	0	0	0	0	0	0	0	0	0	0	0
29930	0	atParryValueBase	469	469	0	0	0	0	0	0	0	0	0	0	0	0
29931	0	atParryValueBase	1124	1124	0	0	0	0	0	0	0	0	0	0	0	0
29932	0	atParryValueBase	373	373	0	0	0	0	0	0	0	0	0	0	0	0
29933	0	atParryValueBase	1140	1140	0	0	0	0	0	0	0	0	0	0	0	0
29934	0	atDecriticalDamagePowerBase	525	525	0	0	0	0	0	0	0	0	0	0	0	0
29935	0	atMagicShield	472	472	0	0	0	0	0	0	0	0	0	0	0	0
29936	0	atAllTypeCriticalStrike	827	827	0	0	0	0	0	0	0	0	0	0	0	0
29937	0	atMagicOvercome	827	827	0	0	0	0	0	0	0	0	0	0	0	0
29938	0	atDecriticalDamagePowerBase	367	367	0	0	0	0	0	0	0	0	0	0	0	0
29939	0	atDecriticalDamagePowerBase	882	882	0	0	0	0	0	0	0	0	0	0	0	0
29940	0	atPhysicsShieldBase	794	794	0	0	0	0	0	0	0	0	0	0	0	0
29941	0	atMagicShield	794	794	0	0	0	0	0	0	0	0	0	0	0	0
29942	0	atAllTypeCriticalStrike	1390	1390	0	0	0	0	0	0	0	0	0	0	0	0
29943	0	atPhysicsOvercomeBase	1390	1390	0	0	0	0	0	0	0	0	0	0	0	0
29944	0	atMagicOvercome	1390	1390	0	0	0	0	0	0	0	0	0	0	0	0
29945	0	atDecriticalDamagePowerBase	618	618	0	0	0	0	0	0	0	0	0	0	0	0
29946	0	atMagicShield	882	882	0	0	0	0	0	0	0	0	0	0	0	0
29947	0	atMagicAttackPowerBase	1404	1404	0	0	0	0	0	0	0	0	0	0	0	0
29948	0	atPhysicsAttackPowerBase	1967	1967	0	0	0	0	0	0	0	0	0	0	0	0
29949	0	atMagicAttackPowerBase	2360	2360	0	0	0	0	0	0	0	0	0	0	0	0
29950	0	atMagicAttackPowerBase	1073	1073	0	0	0	0	0	0	0	0	0	0	0	0
29951	0	atPhysicsAttackPowerBase	900	900	0	0	0	0	0	0	0	0	0	0	0	0
29952	0	atMagicAttackPowerBase	1080	1080	0	0	0	0	0	0	0	0	0	0	0	0
29953	0	atMagicOvercome	590	590	0	0	0	0	0	0	0	0	0	0	0	0
29954	0	atAllTypeCriticalStrike	590	590	0	0	0	0	0	0	0	0	0	0	0	0
29955	0	atPhysicsOvercomeBase	993	993	0	0	0	0	0	0	0	0	0	0	0	0
29956	0	atMagicOvercome	993	993	0	0	0	0	0	0	0	0	0	0	0	0
29957	0	atAllTypeCriticalStrike	993	993	0	0	0	0	0	0	0	0	0	0	0	0
29958	0	atDecriticalDamagePowerBase	558	558	0	0	0	0	0	0	0	0	0	0	0	0
29959	0	atMagicShield	502	502	0	0	0	0	0	0	0	0	0	0	0	0
29960	0	atAllTypeCriticalStrike	781	781	0	0	0	0	0	0	0	0	0	0	0	0
29961	0	atMagicOvercome	781	781	0	0	0	0	0	0	0	0	0	0	0	0
29962	0	atDecriticalDamagePowerBase	390	390	0	0	0	0	0	0	0	0	0	0	0	0
29963	0	atMagicShield	558	558	0	0	0	0	0	0	0	0	0	0	0	0
29964	0	atDecriticalDamagePowerBase	735	735	0	0	0	0	0	0	0	0	0	0	0	0
29965	0	atMagicShield	662	662	0	0	0	0	0	0	0	0	0	0	0	0
29966	0	atAllTypeCriticalStrike	1029	1029	0	0	0	0	0	0	0	0	0	0	0	0
29967	0	atMagicOvercome	1029	1029	0	0	0	0	0	0	0	0	0	0	0	0
29968	0	atDecriticalDamagePowerBase	515	515	0	0	0	0	0	0	0	0	0	0	0	0
29969	0	atMagicShield	735	735	0	0	0	0	0	0	0	0	0	0	0	0
29970	0	atDecriticalDamagePowerBase	938	938	0	0	0	0	0	0	0	0	0	0	0	0
29971	0	atMagicShield	844	844	0	0	0	0	0	0	0	0	0	0	0	0
29972	0	atAllTypeCriticalStrike	1313	1313	0	0	0	0	0	0	0	0	0	0	0	0
29973	0	atPhysicsOvercomeBase	1313	1313	0	0	0	0	0	0	0	0	0	0	0	0
29974	0	atMagicOvercome	1313	1313	0	0	0	0	0	0	0	0	0	0	0	0
29975	0	atDecriticalDamagePowerBase	656	656	0	0	0	0	0	0	0	0	0	0	0	0
29976	0	atMagicShield	938	938	0	0	0	0	0	0	0	0	0	0	0	0
29977	0	atDecriticalDamagePowerBase	478	478	0	0	0	0	0	0	0	0	0	0	0	0
29978	0	atMagicShield	431	431	0	0	0	0	0	0	0	0	0	0	0	0
29979	0	atAllTypeCriticalStrike	670	670	0	0	0	0	0	0	0	0	0	0	0	0
29980	0	atMagicOvercome	670	670	0	0	0	0	0	0	0	0	0	0	0	0
29981	0	atDecriticalDamagePowerBase	596	596	0	0	0	0	0	0	0	0	0	0	0	0
29982	0	atMagicShield	536	536	0	0	0	0	0	0	0	0	0	0	0	0
29983	0	atAllTypeCriticalStrike	834	834	0	0	0	0	0	0	0	0	0	0	0	0
29984	0	atPhysicsOvercomeBase	834	834	0	0	0	0	0	0	0	0	0	0	0	0
29985	0	atMagicOvercome	834	834	0	0	0	0	0	0	0	0	0	0	0	0
29986	0	atDecriticalDamagePowerBase	417	417	0	0	0	0	0	0	0	0	0	0	0	0
29987	0	atMagicShield	596	596	0	0	0	0	0	0	0	0	0	0	0	0
29988	0	atDecriticalDamagePowerBase	745	745	0	0	0	0	0	0	0	0	0	0	0	0
29989	0	atMagicShield	670	670	0	0	0	0	0	0	0	0	0	0	0	0
29990	0	atAllTypeCriticalStrike	1042	1042	0	0	0	0	0	0	0	0	0	0	0	0
29991	0	atPhysicsOvercomeBase	1042	1042	0	0	0	0	0	0	0	0	0	0	0	0
29992	0	atMagicOvercome	1042	1042	0	0	0	0	0	0	0	0	0	0	0	0
29993	0	atDecriticalDamagePowerBase	521	521	0	0	0	0	0	0	0	0	0	0	0	0
29994	0	atMagicShield	745	745	0	0	0	0	0	0	0	0	0	0	0	0
29995	0	atDecriticalDamagePowerBase	378	378	0	0	0	0	0	0	0	0	0	0	0	0
29996	0	atMagicShield	341	341	0	0	0	0	0	0	0	0	0	0	0	0
29997	0	atAllTypeCriticalStrike	530	530	0	0	0	0	0	0	0	0	0	0	0	0
29998	0	atMagicOvercome	530	530	0	0	0	0	0	0	0	0	0	0	0	0
29999	0	atMagicShield	378	378	0	0	0	0	0	0	0	0	0	0	0	0
30000	0	atPhysicsAttackPowerBase	1191	1191	0	0	0	0	0	0	0	0	0	0	0	0
30001	0	atMagicAttackPowerBase	1429	1429	0	0	0	0	0	0	0	0	0	0	0	0
30002	0	atPhysicsAttackPowerBase	1483	1483	0	0	0	0	0	0	0	0	0	0	0	0
30003	0	atMagicAttackPowerBase	804	804	0	0	0	0	0	0	0	0	0	0	0	0
30004	0	atMagicOvercome	478	478	0	0	0	0	0	0	0	0	0	0	0	0
30005	0	atAllTypeCriticalStrike	478	478	0	0	0	0	0	0	0	0	0	0	0	0
30006	0	atMagicOvercome	596	596	0	0	0	0	0	0	0	0	0	0	0	0
30007	0	atAllTypeCriticalStrike	596	596	0	0	0	0	0	0	0	0	0	0	0	0
30008	0	atPhysicsOvercomeBase	745	745	0	0	0	0	0	0	0	0	0	0	0	0
30009	0	atMagicOvercome	745	745	0	0	0	0	0	0	0	0	0	0	0	0
30010	0	atAllTypeCriticalStrike	745	745	0	0	0	0	0	0	0	0	0	0	0	0
30011	0	atMagicOvercome	487	487	0	0	0	0	0	0	0	0	0	0	0	0
30012	0	atAllTypeCriticalStrike	487	487	0	0	0	0	0	0	0	0	0	0	0	0
30013	0	atNeutralOvercomeBase	299	299	0	0	0	0	0	0	0	0	0	0	0	0
30014	0	atLunarOvercomeBase	299	299	0	0	0	0	0	0	0	0	0	0	0	0
30015	0	atPoisonOvercomeBase	299	299	0	0	0	0	0	0	0	0	0	0	0	0
30016	0	atSolarAndLunarOvercomeBase	299	299	0	0	0	0	0	0	0	0	0	0	0	0
30017	0	atSolarAndLunarHitValue	262	262	0	0	0	0	0	0	0	0	0	0	0	0
30018	0	atParryValueBase	2692	2692	0	0	0	0	0	0	0	0	0	0	0	0
30019	0	atLunarAttackPowerBase	538	538	0	0	0	0	0	0	0	0	0	0	0	0
30020	0	atPoisonAttackPowerBase	538	538	0	0	0	0	0	0	0	0	0	0	0	0
30021	0	atSolarAttackPowerBase	448	448	0	0	0	0	0	0	0	0	0	0	0	0
30022	0	atNeutralAttackPowerBase	448	448	0	0	0	0	0	0	0	0	0	0	0	0
30023	0	atLunarAttackPowerBase	448	448	0	0	0	0	0	0	0	0	0	0	0	0
30024	0	atSolarAndLunarAttackPowerBase	448	448	0	0	0	0	0	0	0	0	0	0	0	0
30025	0	atVitalityBase	582	582	0	0	0	0	0	0	0	0	0	0	0	0
30026	0	atVitalityBase	560	560	0	0	0	0	0	0	0	0	0	0	0	0
30027	0	atParryValueBase	921	921	0	0	0	0	0	0	0	0	0	0	0	0
30028	0	atSkillEventHandler	1504	1504												
30029	0	atSkillEventHandler	1505	1505												
30030	0	atSkillEventHandler	1506	1506												
30031	0	atSkillEventHandler	1507	1507												
30032	0	atSkillEventHandler	1508	1508												
30033	0	atDamageToLifeForSelf	102	102												
30034	0	atLifeReplenishExt	940	940												
30035	0	atDecriticalDamagePowerBase	766	766	0	0	0	0	0	0	0	0	0	0	0	0
30036	0	atPhysicsAttackPowerBase	1035	1035	0	0	0	0	0	0	0	0	0	0	0	0
30037	0	atAllTypeCriticalStrike	1072	1072	0	0	0	0	0	0	0	0	0	0	0	0
30038	0	atPhysicsOvercomeBase	1072	1072	0	0	0	0	0	0	0	0	0	0	0	0
30039	0	atMagicOvercome	1072	1072	0	0	0	0	0	0	0	0	0	0	0	0
30040	0	atDecriticalDamagePowerBase	536	536	0	0	0	0	0	0	0	0	0	0	0	0
30041	0	atPhysicsAttackPowerBase	1526	1526	0	0	0	0	0	0	0	0	0	0	0	0
30042	0	atMagicHitValue	246	246	0	0	0	0	0	0	0	0	0	0	0	0
30043	0	atAllTypeHitValue	246	246	0	0	0	0	0	0	0	0	0	0	0	0
30044	0	atPhysicsHitValue	246	246	0	0	0	0	0	0	0	0	0	0	0	0
30045	0	atLunarCriticalStrike	232	232	0	0	0	0	0	0	0	0	0	0	0	0
30046	0	atPoisonCriticalStrike	232	232	0	0	0	0	0	0	0	0	0	0	0	0
30047	0	atSolarAndLunarCriticalStrike	232	232	0	0	0	0	0	0	0	0	0	0	0	0
30048	0	atMoveSpeedPercent	30	30	0	0	0	0	0	0	0	0	0	0	0	0
30049	0	atSetEquipmentRecipe	4602	4602	1	1	0	0	0	0	0	0	0	0	0	0
30050	0	atAddHorseSprintPowerMax	3500	3500	0	0	0	0	0	0	0	0	0	0	0	0
30051	0	atDropDefence	25	25	0	0	0	0	0	0	0	0	0	0	0	0
30052	0	atParryValueBase	2094	2094	0	0	0	0	0	0	0	0	0	0	0	0
30053	0	atParryValueBase	2543	2543	0	0	0	0	0	0	0	0	0	0	0	0
30054	0	atParryValueBase	1271	1271	0	0	0	0	0	0	0	0	0	0	0	0
30055	0	atSolarOvercomeBase	245	245	0	0	0	0	0	0	0	0	0	0	0	0
30056	0	atParryValueBase	1346	1346	0	0	0	0	0	0	0	0	0	0	0	0
30057	0	atLunarAttackPowerBase	674	674	0	0	0	0	0	0	0	0	0	0	0	0
30058	0	atLunarCriticalDamagePowerBase	105	105	0	0	0	0	0	0	0	0	0	0	0	0
30059	0	atPoisonOvercomeBase	245	245	0	0	0	0	0	0	0	0	0	0	0	0
30060	0	atSolarAndLunarAttackPowerBase	674	674	0	0	0	0	0	0	0	0	0	0	0	0
30061	0	atLunarOvercomeBase	245	245	0	0	0	0	0	0	0	0	0	0	0	0
30062	0	atMagicOvercome	965	965	0	0	0	0	0	0	0	0	0	0	0	0
30063	0	atMagicAttackPowerBase	690	690	0	0	0	0	0	0	0	0	0	0	0	0
30064	0	atMagicOvercome	378	378	0	0	0	0	0	0	0	0	0	0	0	0
30065	0	atAllTypeCriticalStrike	378	378	0	0	0	0	0	0	0	0	0	0	0	0
30066	0	atAllTypeCriticalStrike	411	411	0	0	0	0	0	0	0	0	0	0	0	0
30067	0	atAllTypeCriticalStrike	512	512	0	0	0	0	0	0	0	0	0	0	0	0
30068	0	atAllTypeCriticalStrike	640	640	0	0	0	0	0	0	0	0	0	0	0	0
30069	0	atAllTypeCriticalStrike	659	659	0	0	0	0	0	0	0	0	0	0	0	0
30070	0	atAllTypeCriticalStrike	493	493	0	0	0	0	0	0	0	0	0	0	0	0
30071	0	atAllTypeCriticalStrike	615	615	0	0	0	0	0	0	0	0	0	0	0	0
30072	0	atAllTypeCriticalStrike	768	768	0	0	0	0	0	0	0	0	0	0	0	0
30073	0	atAllTypeCriticalStrike	790	790	0	0	0	0	0	0	0	0	0	0	0	0
30074	0	atMagicShield	766	766	0	0	0	0	0	0	0	0	0	0	0	0
30075	0	atNeutralHitValue	210	210	0	0	0	0	0	0	0	0	0	0	0	0
30076	0	atTherapyPowerBase	962	962	0	0	0	0	0	0	0	0	0	0	0	0
30077	0	atLunarHitValue	210	210	0	0	0	0	0	0	0	0	0	0	0	0
30078	0	atPoisonHitValue	210	210	0	0	0	0	0	0	0	0	0	0	0	0
30079	0	atSolarAndLunarAttackPowerBase	777	777	0	0	0	0	0	0	0	0	0	0	0	0
30080	0	atParryBase	368	368	0	0	0	0	0	0	0	0	0	0	0	0
30081	0	atParryValueBase	3029	3029	0	0	0	0	0	0	0	0	0	0	0	0
30082	0	atSolarCriticalDamagePowerBase	105	105	0	0	0	0	0	0	0	0	0	0	0	0
30083	0	atMagicCriticalStrike	231	231	0	0	0	0	0	0	0	0	0	0	0	0
30084	0	atPoisonCriticalStrike	231	231	0	0	0	0	0	0	0	0	0	0	0	0
30085	0	atSolarAttackPowerBase	742	742	0	0	0	0	0	0	0	0	0	0	0	0
30086	0	atSolarCriticalDamagePowerBase	118	118	0	0	0	0	0	0	0	0	0	0	0	0
