ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask	BelongSchoolMask
27683	怒鳞翻江·鸾觞双剑	176065		2525	2				0	4	3099	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	564	564	atMeleeWeaponDamageRand	376	376	atMeleeWeaponAttackSpeedBase	21	21										5	110											104832	13466	90131	76360	59469	0	0	0	0	0	0	0							七秀	治疗	治疗御劲(PVP)	威望								1	5	4												17	144	17	1433	17	5356	735	21	6	1		0	2	32		0	1			0				0	202104赛季战阶8-14套装		1		32
27684	怒鳞翻江·泣木笛	176066		1959	2				0	10	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	13466	46092	76360	59469	0	0	0	0	0	0	0							五毒	内功	御劲(PVP)	威望								1	8	4												17	5356	17	24845	17	12226	735	16	6	1		0	6	64		0	1			0				0	202104赛季战阶8-14套装		1		256
27685	怒鳞翻江·蜀烟笛	176067		1959	2				0	10	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	13466	90131	76360	59469	0	0	0	0	0	0	0							五毒	治疗	治疗御劲(PVP)	威望								1	8	4												17	144	17	1433	17	5356	735	17	6	1		0	6	64		0	1			0				0	202104赛季战阶8-14套装		1		256
27686	怒鳞翻江·废红弩	176068		2235	2				0	11	2695	5600	3	4800	539		0	1				4	atMeleeWeaponDamageBase	868	868	atMeleeWeaponDamageRand	579	579	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	23124	46092	76360	59469	0	0	0	0	0	0	0							唐门	内功	御劲(PVP)	威望								1	9	4												17	5356	17	24845	17	12226	735	24	6	1		0	7	128		0	1			0				0	202104赛季战阶8-14套装		1		512
27687	怒鳞翻江·黄泉弩	176069		2235	2				0	11	2695	5600	3	4800	539		0	1				4	atMeleeWeaponDamageBase	868	868	atMeleeWeaponDamageRand	579	579	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	23125	89954	76360	59469	0	0	0	0	0	0	0							唐门	外功	御劲(PVP)	威望								1	9	4												17	5356	17	6060	17	4979	735	23	6	1		0	7	128		0	1			0				0	202104赛季战阶8-14套装		1		512
27688	怒鳞翻江·碎月轻剑	176070		2454	2				0	2	1549	5600	3	4800	607		0	1				4	atMeleeWeaponDamageBase	1128	1128	atMeleeWeaponDamageRand	752	752	atMeleeWeaponAttackSpeedBase	21	21										5	110	6	8									104832	23126	89954	76360	59469	0	0	0	0	0	0	0							藏剑	外功	御劲(PVP)	威望								1	3	4												17	5356	17	6060	17	4979	735	22	6	1		0	12	256		0	1			0				0	202104赛季战阶8-14套装		1		192
27689	怒鳞翻江·碎月重剑	176071		348	2				0	9	2021	5600	3	4800	742		0	1				4	atMeleeWeaponDamageBase	1736	1736	atMeleeWeaponDamageRand	1157	1157	atMeleeWeaponAttackSpeedBase	32	32										5	110											104832	23126	89954	76360	59469	0	0	0	0	0	0	0							藏剑	外功	御劲(PVP)	威望								1	7	4												17	5356	17	6060	17	4979	735	22	6	1		0	5	256		0	1			0				0	202104赛季战阶8-14套装		1		192
27690	怒鳞翻江·饮歌棒	176072		2619	2				0	13	3638	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1476	1476	atMeleeWeaponDamageRand	984	984	atMeleeWeaponAttackSpeedBase	27	27										5	110											104832	23125	89954	76360	59469	0	0	0	0	0	0	0							丐帮	外功	御劲(PVP)	威望								1	11	4												17	5356	17	6060	17	4979	735	27	6	1		0	9	512		0	1			0				0	202104赛季战阶8-14套装		1		2048
27691	怒鳞翻江·大相刀	176073		2135	2				0	12	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	868	868	atMeleeWeaponDamageRand	579	579	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	23124	46094	76360	59469	0	0	0	0	0	0	0							明教	内功	御劲(PVP)	威望								1	10	4												17	5356	17	21580	17	16471	735	25	6	1		0	10	1024		0	1			0				0	202104赛季战阶8-14套装		1		1024
27692	怒鳞翻江·怀沙盾刀	176074		2908	2				0	14	3368	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1302	1302	atMeleeWeaponDamageRand	868	868	atMeleeWeaponAttackSpeedBase	24	24										5	110											104832	23126	89954	76360	59469	0	0	0	0	0	0	0							苍云	外功	御劲(PVP)	威望								1	12	4												17	5356	17	6060	17	4979	735	30	6	1		0	13	2097152		0	1			0				0	202104赛季战阶8-14套装		1		4096
27693	怒鳞翻江·获麟琴	176075		2720	2				0	15	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	13466	46090	76360	59469	0	0	0	0	0	0	0							长歌	内功	御劲(PVP)	威望								1	13	4												17	5356	17	24844	17	3815	735	32	6	1		0	14	4194304		0	1			0				0	202104赛季战阶8-14套装		1		8192
27694	怒鳞翻江·有鹿琴	176076		2720	2				0	15	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	13466	90131	76360	59469	0	0	0	0	0	0	0							长歌	治疗	治疗御劲(PVP)	威望								1	13	4												17	144	17	1433	17	5356	735	33	6	1		0	14	4194304		0	1			0				0	202104赛季战阶8-14套装		1		8192
27695	怒鳞翻江·鸣匣刀	176077		2076	2				0	16	3368	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1302	1302	atMeleeWeaponDamageRand	868	868	atMeleeWeaponAttackSpeedBase	24	24										5	110											104832	23125	89954	76360	59469	0	0	0	0	0	0	0							霸刀	外功	御劲(PVP)	威望								1	14	4												17	5356	17	6060	17	4979	735	34	6	1		0	15	8388608		0	1			0				0	202104赛季战阶8-14套装		1		16384
27696	怒鳞翻江·飞尘伞	176078		2350	2				0	17	3368	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1302	1302	atMeleeWeaponDamageRand	868	868	atMeleeWeaponAttackSpeedBase	24	24										5	110											104832	23126	89954	76360	59469	0	0	0	0	0	0	0							蓬莱	外功	御劲(PVP)	威望								1	15	4												17	5356	17	6060	17	4979	735	35	6	1		0	16	16777216		0	1			0				0	202104赛季战阶8-14套装		1		32768
27697	怒鳞翻江·碧秋链刃	176079		2841	2				0	18	3368	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1302	1302	atMeleeWeaponDamageRand	868	868	atMeleeWeaponAttackSpeedBase	24	24										5	110											104832	23126	89954	76360	59469	0	0	0	0	0	0	0							凌雪	外功	御劲(PVP)	威望								1	16	4												17	5356	17	6060	17	4979	735	38	6	1		0	17	33554432		0	1			0				0	202104赛季战阶8-14套装		1		65536
27698	怒鳞翻江·贪狼魂灯	176080		3004	2				0	19	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	868	868	atMeleeWeaponDamageRand	579	579	atMeleeWeaponAttackSpeedBase	16	16										5	110											104832	23124	46085	76360	59469	0	0	0	0	0	0	0							衍天	内功	御劲(PVP)	威望								1	17	4												17	5356	17	24841	17	4999	735	39	6	1		0	18	2048		0	1			0				0	202104赛季战阶8-14套装		1		131072
27699	万里奔流·溪山囊	176213							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	9392	7688	40754	4354	0	0	0	0	0	0	0							少林	内功	破防(PVP)	竞技场								2	1	7												17	291	0	0	0	0	735	12	6	1		0	0	2		0	1			0				0	202104赛季竞技场6-12段套装		1		8
27700	万里奔流·斜星囊	176214							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	9392	11319	70197	4354	0	0	0	0	0	0	0							万花	内功	急速(PVP)	竞技场								2	1	7												17	5438	0	0	0	0	735	14	6	1		0	0	4		0	1			0				0	202104赛季竞技场6-12段套装		1		16
27701	万里奔流·凋荣囊	176215							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	15120	42024	4354	0	0	0	0	0	0	0							万花	治疗	治疗急速(PVP)	竞技场								2	1	7												17	5084	0	0	0	0	735	15	6	1		0	0	4		0	1			0				0	202104赛季竞技场6-12段套装		1		16
27702	万里奔流·征尘囊	176216							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	11801	4312	4462	4354	0	0	0	0	0	0	0							天策	外功	破防(PVP)	竞技场								2	1	7												17	729	0	0	0	0	735	10	6	1		0	0	8		0	1			0				0	202104赛季竞技场6-12段套装		1		2
27703	万里奔流·霁雪囊	176217							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	18616	40763	4354	0	0	0	0	0	0	0							纯阳	内功	破防(PVP)	竞技场								2	1	7												17	144	0	0	0	0	735	19	6	1		0	0	16		0	1			0				0	202104赛季竞技场6-12段套装		1		4
27704	万里奔流·出尘囊	176218							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	14522	4312	4462	4354	0	0	0	0	0	0	0							纯阳	外功	破防(PVP)	竞技场								2	1	7												17	433	0	0	0	0	735	18	6	1		0	0	16		0	1			0				0	202104赛季竞技场6-12段套装		1		4
27705	万里奔流·燕来囊	176219							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	11388	70197	4354	0	0	0	0	0	0	0							七秀	内功	急速(PVP)	竞技场								2	1	7												17	5438	0	0	0	0	735	20	6	1		0	0	32		0	1			0				0	202104赛季竞技场6-12段套装		1		32
27706	万里奔流·春明囊	176220							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	15120	42024	4354	0	0	0	0	0	0	0							七秀	治疗	治疗急速(PVP)	竞技场								2	1	7												17	30960	0	0	0	0	735	21	6	1		0	0	32		0	1			0				0	202104赛季竞技场6-12段套装		1		32
27707	万里奔流·蒙茸囊	176221							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	16958	70197	4354	0	0	0	0	0	0	0							五毒	内功	急速(PVP)	竞技场								2	1	7												17	5438	0	0	0	0	735	16	6	1		0	0	64		0	1			0				0	202104赛季竞技场6-12段套装		1		256
27708	万里奔流·薄暮囊	176222							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	15120	42024	4354	0	0	0	0	0	0	0							五毒	治疗	治疗急速(PVP)	竞技场								2	1	7												17	11923	0	0	0	0	735	17	6	1		0	0	64		0	1			0				0	202104赛季竞技场6-12段套装		1		256
27709	万里奔流·风竹囊	176223							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	9392	18634	104833	4354	0	0	0	0	0	0	0							唐门	内功	破防(PVP)	竞技场								2	1	7												17	291	0	0	0	0	735	24	6	1		0	0	128		0	1			0				0	202104赛季竞技场6-12段套装		1		512
27710	万里奔流·照幽囊	176224							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	11801	4312	4462	4354	0	0	0	0	0	0	0							唐门	外功	破防(PVP)	竞技场								2	1	7												17	729	0	0	0	0	735	23	6	1		0	0	128		0	1			0				0	202104赛季竞技场6-12段套装		1		512
27711	万里奔流·碧山囊	176225							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	14522	4312	4462	4354	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	竞技场								2	1	7												17	433	0	0	0	0	735	22	6	1		0	0	256		0	1			0				0	202104赛季竞技场6-12段套装		1		192
27712	万里奔流·醉渡囊	176226							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	11801	4312	4462	4354	0	0	0	0	0	0	0							丐帮	外功	破防(PVP)	竞技场								2	1	7												17	729	0	0	0	0	735	27	6	1		0	0	512		0	1			0				0	202104赛季竞技场6-12段套装		1		2048
27713	万里奔流·思归囊	176227							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	9392	18834	104834	4354	0	0	0	0	0	0	0							明教	内功	破防(PVP)	竞技场								2	1	7												17	291	0	0	0	0	735	25	6	1		0	0	1024		0	1			0				0	202104赛季竞技场6-12段套装		1		1024
27714	万里奔流·西风囊	176228							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	14522	4312	4462	4354	0	0	0	0	0	0	0							苍云	外功	破防(PVP)	竞技场								2	1	7												17	433	0	0	0	0	735	30	6	1		0	0	2097152		0	1			0				0	202104赛季竞技场6-12段套装		1		4096
27715	万里奔流·江岸囊	176229							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	11388	70197	4354	0	0	0	0	0	0	0							长歌	内功	急速(PVP)	竞技场								2	1	7												17	5438	0	0	0	0	735	32	6	1		0	0	4194304		0	1			0				0	202104赛季竞技场6-12段套装		1		8192
27716	万里奔流·孤云囊	176230							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	521	521	atRangeWeaponDamageRand	347	347	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	3112	15120	42024	4354	0	0	0	0	0	0	0							长歌	治疗	治疗急速(PVP)	竞技场								2	1	7												17	30960	0	0	0	0	735	33	6	1		0	0	4194304		0	1			0				0	202104赛季竞技场6-12段套装		1		8192
27717	万里奔流·千古囊	176231							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	11801	4312	4462	4354	0	0	0	0	0	0	0							霸刀	外功	破防(PVP)	竞技场								2	1	7												17	729	0	0	0	0	735	34	6	1		0	0	8388608		0	1			0				0	202104赛季竞技场6-12段套装		1		16384
27718	万里奔流·离情囊	176232							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	14522	4312	4462	4354	0	0	0	0	0	0	0							蓬莱	外功	破防(PVP)	竞技场								2	1	7												17	433	0	0	0	0	735	35	6	1		0	0	16777216		0	1			0				0	202104赛季竞技场6-12段套装		1		32768
27719	万里奔流·登楼囊	176233							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	14522	4312	4462	4354	0	0	0	0	0	0	0							凌雪	外功	破防(PVP)	竞技场								2	1	7												17	433	0	0	0	0	735	38	6	1		0	0	33554432		0	1			0				0	202104赛季竞技场6-12段套装		1		65536
27720	万里奔流·阆风囊	176234							1	6	1684	5600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1042	1042	atRangeWeaponDamageRand	694	694	atRangeWeaponAttackSpeedBase	24	24										5	110											80240	9392	18616	40763	4354	0	0	0	0	0	0	0							衍天	内功	破防(PVP)	竞技场								2	1	7												17	291	0	0	0	0	735	39	6	1		0	0	2048		0	1			0				0	202104赛季竞技场6-12段套装		1		131072
27721	万里奔流·溪山杖	176235		3106					0	0	3638	5600	3	4800	674		0	1				4	atMeleeWeaponDamageBase	1476	1476	atMeleeWeaponDamageRand	984	984	atMeleeWeaponAttackSpeedBase	27	27										5	110											104835	23124	80994	104836	59469	0	0	0	0	0	0	0							少林	内功	破防(PVP)	竞技场								1	1	7												17	291	17	5438	17	7465	735	12	6	1		0	11	2		0	1			0				0	202104赛季竞技场6-12段套装		1		8
27722	万里奔流·斜星笔	176236		3305					0	5	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	23124	80996	104837	59469	0	0	0	0	0	0	0							万花	内功	破防(PVP)	竞技场								1	6	7												17	291	17	5438	17	7465	735	14	6	1		0	4	4		0	1			0				0	202104赛季竞技场6-12段套装		1		16
27723	万里奔流·凋荣笔	176237		3305					0	5	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	13466	104838	59469	0	0	0	0	0	0	0	0							万花	治疗	治疗量(PVP)	竞技场								1	6	7												17	72449	17	144	17	7465	735	15	6	1		0	4	4		0	1			0				0	202104赛季竞技场6-12段套装		1		16
27724	万里奔流·征尘枪	176238		3206					0	1	3638	5600	3	4800	674		0	1				4	atMeleeWeaponDamageBase	1476	1476	atMeleeWeaponDamageRand	984	984	atMeleeWeaponAttackSpeedBase	27	27										5	110											104835	23125	21648	43454	59469	0	0	0	0	0	0	0							天策	外功	破防(PVP)	竞技场								1	2	7												17	729	17	5438	17	7465	735	10	6	1		0	3	8		0	1			0				0	202104赛季竞技场6-12段套装		1		2
27725	万里奔流·霁雪剑	176239		2461					0	2	3099	5600	3	4800	607		0	1				4	atMeleeWeaponDamageBase	564	564	atMeleeWeaponDamageRand	376	376	atMeleeWeaponAttackSpeedBase	21	21										5	110											104835	13466	80996	104837	59469	0	0	0	0	0	0	0							纯阳	内功	破防(PVP)	竞技场								1	3	7												17	144	17	5438	17	7465	735	19	6	1		0	12	16		0	1			0				0	202104赛季竞技场6-12段套装		1		4
27726	万里奔流·出尘剑	176240		2461					0	2	3099	5600	3	4800	607		0	1				4	atMeleeWeaponDamageBase	1128	1128	atMeleeWeaponDamageRand	752	752	atMeleeWeaponAttackSpeedBase	21	21										5	110	6	4									104835	23126	21648	43454	59469	0	0	0	0	0	0	0							纯阳	外功	破防(PVP)	竞技场								1	3	7												17	433	17	5438	17	7465	735	18	6	1		0	12	16		0	1			0				0	202104赛季竞技场6-12段套装		1		4
27727	万里奔流·燕来双剑	176241		2532					0	4	3099	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	564	564	atMeleeWeaponDamageRand	376	376	atMeleeWeaponAttackSpeedBase	21	21										5	110											104835	13466	80999	104839	59469	0	0	0	0	0	0	0							七秀	内功	破防(PVP)	竞技场								1	5	7												17	144	17	5438	17	7465	735	20	6	1		0	2	32		0	1			0				0	202104赛季竞技场6-12段套装		1		32
27728	万里奔流·春明双剑	176242		2532					0	4	3099	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	564	564	atMeleeWeaponDamageRand	376	376	atMeleeWeaponAttackSpeedBase	21	21										5	110											104835	13466	104838	59469	0	0	0	0	0	0	0	0							七秀	治疗	治疗量(PVP)	竞技场								1	5	7												17	72449	17	144	17	7465	735	21	6	1		0	2	32		0	1			0				0	202104赛季竞技场6-12段套装		1		32
27729	万里奔流·蒙茸笛	176243		1966					0	10	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	13466	81001	104840	59469	0	0	0	0	0	0	0							五毒	内功	破防(PVP)	竞技场								1	8	7												17	144	17	5438	17	7465	735	16	6	1		0	6	64		0	1			0				0	202104赛季竞技场6-12段套装		1		256
27730	万里奔流·薄暮笛	176244		1966					0	10	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	13466	104838	59469	0	0	0	0	0	0	0	0							五毒	治疗	治疗量(PVP)	竞技场								1	8	7												17	72449	17	144	17	7465	735	17	6	1		0	6	64		0	1			0				0	202104赛季竞技场6-12段套装		1		256
27731	万里奔流·风竹弩	176245		2242					0	11	2695	5600	3	4800	539		0	1				4	atMeleeWeaponDamageBase	868	868	atMeleeWeaponDamageRand	579	579	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	23124	81001	104840	59469	0	0	0	0	0	0	0							唐门	内功	破防(PVP)	竞技场								1	9	7												17	291	17	5438	17	7465	735	24	6	1		0	7	128		0	1			0				0	202104赛季竞技场6-12段套装		1		512
27732	万里奔流·照幽弩	176246		2242					0	11	2695	5600	3	4800	539		0	1				4	atMeleeWeaponDamageBase	868	868	atMeleeWeaponDamageRand	579	579	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	23125	21648	43454	59469	0	0	0	0	0	0	0							唐门	外功	破防(PVP)	竞技场								1	9	7												17	729	17	5438	17	7465	735	23	6	1		0	7	128		0	1			0				0	202104赛季竞技场6-12段套装		1		512
27733	万里奔流·碧山轻剑	176247		2464					0	2	1549	5600	3	4800	607		0	1				4	atMeleeWeaponDamageBase	1128	1128	atMeleeWeaponDamageRand	752	752	atMeleeWeaponAttackSpeedBase	21	21										5	110	6	8									104835	23126	21648	43454	59469	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	竞技场								1	3	7												17	433	17	5438	17	7465	735	22	6	1		0	12	256		0	1			0				0	202104赛季竞技场6-12段套装		1		192
27734	万里奔流·碧山重剑	176248		353					0	9	2021	5600	3	4800	742		0	1				4	atMeleeWeaponDamageBase	1736	1736	atMeleeWeaponDamageRand	1157	1157	atMeleeWeaponAttackSpeedBase	32	32										5	110											104835	23126	21648	43454	59469	0	0	0	0	0	0	0							藏剑	外功	破防(PVP)	竞技场								1	7	7												17	433	17	5438	17	7465	735	22	6	1		0	5	256		0	1			0				0	202104赛季竞技场6-12段套装		1		192
27735	万里奔流·醉渡棒	176249		2635					0	13	3638	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1476	1476	atMeleeWeaponDamageRand	984	984	atMeleeWeaponAttackSpeedBase	27	27										5	110											104835	23125	21648	43454	59469	0	0	0	0	0	0	0							丐帮	外功	破防(PVP)	竞技场								1	11	7												17	729	17	5438	17	7465	735	27	6	1		0	9	512		0	1			0				0	202104赛季竞技场6-12段套装		1		2048
27736	万里奔流·思归双刀	176250		2142					0	12	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	868	868	atMeleeWeaponDamageRand	579	579	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	23124	81003	104841	59469	0	0	0	0	0	0	0							明教	内功	破防(PVP)	竞技场								1	10	7												17	291	17	5438	17	7465	735	25	6	1		0	10	1024		0	1			0				0	202104赛季竞技场6-12段套装		1		1024
27737	万里奔流·西风盾刀	176251		2915					0	14	3368	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1302	1302	atMeleeWeaponDamageRand	868	868	atMeleeWeaponAttackSpeedBase	24	24										5	110											104835	23126	21648	43454	59469	0	0	0	0	0	0	0							苍云	外功	破防(PVP)	竞技场								1	12	7												17	433	17	5438	17	7465	735	30	6	1		0	13	2097152		0	1			0				0	202104赛季竞技场6-12段套装		1		4096
27738	万里奔流·江岸琴	176252		2727					0	15	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	13466	80999	104839	59469	0	0	0	0	0	0	0							长歌	内功	破防(PVP)	竞技场								1	13	7												17	144	17	5438	17	7465	735	32	6	1		0	14	4194304		0	1			0				0	202104赛季竞技场6-12段套装		1		8192
27739	万里奔流·孤云琴	176253		2727					0	15	2695	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	434	434	atMeleeWeaponDamageRand	289	289	atMeleeWeaponAttackSpeedBase	16	16										5	110											104835	13466	104838	59469	0	0	0	0	0	0	0	0							长歌	治疗	治疗量(PVP)	竞技场								1	13	7												17	72449	17	144	17	7465	735	33	6	1		0	14	4194304		0	1			0				0	202104赛季竞技场6-12段套装		1		8192
27740	万里奔流·千古刀	176254		2082					0	16	3368	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1302	1302	atMeleeWeaponDamageRand	868	868	atMeleeWeaponAttackSpeedBase	24	24										5	110											104835	23125	21648	43454	59469	0	0	0	0	0	0	0							霸刀	外功	破防(PVP)	竞技场								1	14	7												17	729	17	5438	17	7465	735	34	6	1		0	15	8388608		0	1			0				0	202104赛季竞技场6-12段套装		1		16384
27741	万里奔流·离情伞	176255		2357					0	17	3368	5600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1302	1302	atMeleeWeaponDamageRand	868	868	atMeleeWeaponAttackSpeedBase	24	24										5	110											104835	23126	21648	43454	59469	0	0	0	0	0	0	0							蓬莱	外功	破防(PVP)	竞技场								1	15	7												17	433	17	5438	17	7465	735	35	6	1		0	16	16777216		0	1			0				0	202104赛季竞技场6-12段套装		1		32768
