SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	RecipeTagMask	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	UseEarlyWarningScript	TargetFollowTypeRequest	IgnoreSilence	LongRange	AOE	AbradeEquipRate	UseSkillCoefficient	RangePutOpti	IgnoreSelectCheck	BelongDynamicGroupID	PlatformType	SkillCoefficient	DotCoefficient	SurplusCoefficient	NeedCheckSkillSlot
移动端_隐龙诀_奇穴1_2	101325	测试技能	直接伤害技能	1	None	Normal	1	101323	22	CasterSingle	0	0	Invalid	0	22	101173	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_隐龙诀_奇穴2_1	101326	测试技能	直接伤害技能	1	None	Normal	1	101323	22	CasterSingle	0	0	Invalid	0	22	101173	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_隐龙诀_奇穴2_2	101327	测试技能	直接伤害技能	1	None	Normal	1	101323	22	CasterSingle	0	0	Invalid	0	22	101173	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_隐龙诀_奇穴3_1	101328	测试技能	直接伤害技能	1	None	Normal	1	101323	22	CasterSingle	0	0	Invalid	0	22	101173	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_隐龙诀_奇穴3_2	101329	测试技能	直接伤害技能	1	None	Normal	1	101323	22	CasterSingle	0	0	Invalid	0	22	101173	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_孤影化双_贰式	101330	测试技能	直接伤害技能	1	LunarMagic	Normal	1	101126	19	CasterSingle	15	0	Invalid	0	19	101124	0	0	0	0	1	1	0	0	0	0	0	1	0	524288	0	0	1	0	1	1	0	0	NotHorse	1	1	0	1	1	0	0	0	0	0	Any	1	0	0	None	0	AniAndSfx	长歌\移动端_莫问_技能\移动端_孤影化双_贰式.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	192			0
移动端_疏影横斜_贰式	101331	测试技能	直接伤害技能	1	LunarMagic	Normal	1	101126	19	CasterSingle	15	0	Invalid	0	19	101124	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	长歌\移动端_莫问_技能\移动端_疏影横斜_贰式.lua		Neutral	0	0	0	2621341438	2621341438	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	192			0
移动端_江逐月天_贰式	101332	测试技能	直接伤害技能	1	LunarMagic	Normal	1	101126	19	CasterArea	15	0	Invalid	0	19	101124	0	0	0	0	1	1	0	0	0	0	0	1	17	524288	0	1	1	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	None	0	AniAndSfx	长歌\移动端_莫问_技能\移动端_江逐月天_贰式.lua		Harmful	0	0	0	2214609150	2684256254	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any			1		1				2	192			0
移动端_清绝影歌_贰式	101333	测试技能	直接伤害技能	1	LunarMagic	Normal	1	101126	19	CasterSingle	15	0	Invalid	0	19	101124	0	0	0	0	1	1	0	0	0	0	0	0	0	524288	0	1	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	长歌\移动端_莫问_技能\移动端_清绝影歌_贰式.lua		Beneficial	0	0	0	2621341438	2621341438			0	1	0	0	0	0	0	0		NotInSprint	Any				0	60		63		0	0				Any					1				2	192			0
浮游天地二段降落伤害	101334	测试技能	直接伤害技能	1	Physics	Normal	1	101095	37	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	移动端_蓬莱\子技能\二段降落伤害.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	1	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
空中切浮空状态	101335	测试技能	直接伤害技能	1	Physics	Normal	1	101095	37	CasterSingle	0	0	Invalid	0	21	101090	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	移动端_蓬莱\子技能\蓬莱_子技能_空中切伞浮空.lua		Beneficial	0	0	0	2617278206	2617278206	101102		0	1	0	0	0	0	0	0	132606	NotInSprint	Any				0	63		63			0				Any					1				2	160			
移动端_铁骨_奇穴1_招架回血	101336	测试技能	直接伤害技能	1	Physics	Normal	1	101027	18	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	苍云\移动端_苍云_子技能\移动端_铁骨_奇穴1_招架回血.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					0				2	160			
移动端_铁骨_奇穴2_被击加招架	101337	测试技能	直接伤害技能	1	Physics	Normal	1	101027	18	CasterSingle	0	0	Invalid	0	0	101025	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	苍云\移动端_苍云_子技能\移动端_铁骨_奇穴2_被击加招架.lua		Beneficial	0	0	0	2684256254	2684256254	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					0				2	160			
移动端_铁骨_奇穴2_招架后不叠	101338	测试技能	直接伤害技能	1	Physics	Normal	1	101027	18	CasterSingle	0	0	Invalid	0	0	101025	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	苍云\移动端_苍云_子技能\移动端_铁骨_奇穴2_招架后不叠.lua		Beneficial	0	0	0	2684256254	2684256254	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					0				2	160			
移动端_盾挡	101339	测试技能	直接伤害技能	1	Physics	Normal	1	101026	18	CasterSingle	14	0	Invalid	0	18	101025	0	0	0	0	1	1	0	0	0	0	0	0	0	524288	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	苍云\移动端_苍云_技能\移动端_盾挡.lua		Beneficial	0	0	0	2214609150	2214609150	0	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	2		0				Any					1				2		0		1
移动端_盾挡断篇_提升破防	101340	测试技能	直接伤害技能	1	None	Normal	1	101027	18	CasterArea	14	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	苍云\移动端_苍云_子技能\移动端_盾挡断篇_提升破防.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any			1		1				2	192			
移动端_乱天狼_伤害	101341	测试技能	直接伤害技能	1	Physics	Normal	1	101175	22	Sector	0	0	Invalid	0	22	101173	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	凌雪阁\移动端_隐龙诀_技能\移动端_乱天狼_伤害.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	1		1		1		0		2	132	0	504	
移动端_盾猛_秘籍_击退	101342	测试技能	直接伤害技能	1	Physics	Normal	1	101027	18	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	苍云\移动端_苍云_子技能\移动端_盾猛_秘籍_击退.lua		Harmful	0	0	0	2214740222	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63	0		0				Any			0		1				2	160			
移动端_撼地_击晕	101343	测试技能	直接伤害技能	1	Physics	Damage	1	101027	18	CasterArea	0	0	Invalid	0	18	0	0	0	0	0	0	0	0	1	0	0	0	1	519	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	苍云\移动端_苍云_子技能\移动端_撼地_击晕.lua		Harmful	0	0	0	2684256254	2684256254			0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0	1	0				Any			1		1				2	380	0	1456	
移动端_寒啸千军	101344	测试技能	直接伤害技能	1	Physics	Normal	1	101026	18	CasterArea	14	0	Invalid	0	18	101025	0	0	0	0	1	1	0	0	0	0	0	0	0	524288	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	1	0	0	0	1	1	Any	1	0	0	Invalid	0	AniAndSfx	苍云\移动端_苍云_技能\移动端_寒啸千军.lua		Beneficial	0	0	0	2214609150	2621341694	0	16	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any			1		1				2		0		
移动端_铁骨_奇穴1	101345	测试技能	直接伤害技能	1	Physics	Normal	1	101028	18	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	Default.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	160			
移动端_铁骨_奇穴2	101346	测试技能	直接伤害技能	1	Physics	Normal	1	101028	18	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	苍云\移动端_苍云_奇穴\移动端_铁骨_奇穴2.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	160			
移动端_铁骨_奇穴3	101347	测试技能	直接伤害技能	1	Physics	Normal	1	101028	18	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	苍云\移动端_苍云_奇穴\移动端_铁骨_奇穴3.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	160			
移动端_铁骨_奇穴4	101348	测试技能	直接伤害技能	1	Physics	Normal	1	101028	18	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	苍云\移动端_苍云_奇穴\移动端_铁骨_奇穴4.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	160			
移动端_铁骨_奇穴5	101349	测试技能	直接伤害技能	1	Physics	Normal	1	101028	18	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	Default.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	160			
移动端_铁骨_奇穴6	101350	测试技能	直接伤害技能	1	Physics	Normal	1	101028	18	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	Default.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	160			
移动端_飞刃回转_伤害	101351	测试技能	直接伤害技能	1	Physics	Normal	1	101175	22	PointArea	0	0	Invalid	0	22	101173	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	凌雪阁\移动端_隐龙诀_技能\移动端_飞刃回转_伤害.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1		1		0		2	186	0	713	
移动端_彼岸花_伤害	101352	测试技能	直接伤害技能	1	Physics	Normal	1	101175	22	PointArea	18	0	Invalid	0	22	101173	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	凌雪阁\移动端_隐龙诀_技能\移动端_彼岸花_伤害.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1		1		0		2	160			
物化天行二段上天	101353	测试技能	直接伤害技能	1	Physics	Normal	1	101093	37	CasterSingle	0	0	Invalid	0	21	0	0	0	0	0	1	1	0	0	0	0	0	0	0	524288	0	0	1	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	移动端_蓬莱\技能\蓬莱_九霄踏云步_物化天行二段.lua		Neutral	0	0	0	2617278206	2617278206	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any				0	63		63			0				Any	1				1				2	160			
物化天行下落冲刺	101354	测试技能	直接伤害技能	2	Physics	Normal	1	101095	37	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	蓬莱\套路及子技能\蓬莱_子技能_荡伞下落冲刺.lua		Neutral	0	0	0	2214740222	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any			1		1				2	160			
移动端_无方_心法	101355	测试技能	直接伤害技能	13	Physics	Normal	2	0	24	TargetSingle	0	0	Invalid	0	0	0	24	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	北天药宗\移动端_无方_心法.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_无方_技能	101356	测试技能	直接伤害技能	1	Physics	Normal	1	0	24	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_钩吻断肠	101357	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	Column	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	1	256	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	北天药宗\移动端_无方_技能\移动端_钩吻断肠.lua		Harmful	0	0	0	2214609150	2621341694	101357	1	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0	0	1	1024	1		0		2	252	0	0	1
移动端_钩吻断肠_追加技1	101358	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	Column	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	1	256	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	北天药宗\移动端_无方_技能\移动端_钩吻断肠_追加技1.lua		Harmful	0	0	0	2214609150	2621341694	101357	1	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	308	0	0	
移动端_飞叶满襟	101359	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	Sector	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	1	256	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	北天药宗\移动端_无方_技能\移动端_飞叶满襟.lua		Harmful	0	0	0	2214609150	2621341694	101359	1	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	283		0	1
移动端_飞叶满襟_追加技1	101360	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	CasterArea	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	1	256	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	北天药宗\移动端_无方_技能\移动端_飞叶满襟_追加技1.lua		Harmful	0	0	0	2214609150	2621341694	101359	1	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	346		1106	
移动端_川乌射罔	101361	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	Column	20	0	Invalid	0	24	101355	0	0	0	1	1	0	0	0	1	0	0	1	32768	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_川乌射罔.lua		Harmful	0	0	0	2214609150	2621341694	101361	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	192			1
移动端_沾衣未妨	101362	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	PointArea	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_沾衣未妨.lua		Harmful	0	0	0	2214609150	2621341694	101362	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	192			1
移动端_且待时休	101363	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	CasterArea	20	0	Invalid	0	24	101355	0	0	0	1	1	0	0	0	1	0	0	1	32768	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_且待时休.lua		Harmful	0	0	0	2214609150	2621341694	101363	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	192			1
移动端_回风微澜	101364	测试技能	直接伤害技能	1	Poison	Normal	1	101356	24	CasterSingle	20	0	Invalid	0	24	101355	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_回风微澜.lua		Beneficial	0	0	0	2214592766	2214592766	101364	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	192			1
移动端_紫叶沉疴	101365	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	PointArea	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	1	0	1	256	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	北天药宗\移动端_无方_技能\移动端_紫叶沉疴.lua		Harmful	0	0	0	2214609150	2621341694	101365	68	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	448	0	1432	1
移动端_绿野蔓生	101366	测试技能	直接伤害技能	1	Poison	Normal	1	101356	24	CasterSingle	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_绿野蔓生.lua		Neutral	0	0	0	2621341438	2621341438	101366	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	192			1
移动端_青圃着尘	101367	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	Column	20	0	Invalid	0	24	101355	0	0	0	1	1	0	0	0	1	0	0	1	32768	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_青圃着尘.lua		Harmful	0	0	0	2214609150	2621341694	101367	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	192			1
移动端_并蒂夺株	101368	测试技能	直接伤害技能	10	Poison	Normal	1	101356	24	PointArea	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_并蒂夺株.lua		Neutral	0	0	0	2214609150	2621341694	101368	64	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	192			1
移动端_凌然天风	101369	测试技能	直接伤害技能	1	Leap	Normal	1	101356	24	CasterSingle	0	0	Invalid	0	24	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_凌然天风.lua		Beneficial	0	0	0	2214592766	2214592766	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	192			1
移动端_苍棘缚地	101370	测试技能	直接伤害技能	1	Poison	Normal	1	101356	24	PointArea	20	0	Invalid	0	24	101355	0	0	0	0	1	0	0	0	1	0	0	1	1024	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	北天药宗\移动端_无方_技能\移动端_苍棘缚地.lua		Neutral	0	0	0	2214609150	2621341694	0	16	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0		2	192			
