ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
3596	彩·大化·月华·激流(伍)	33167		atDecriticalDamagePowerBase	122	122	0	5	3	13	45	atMagicCriticalDamagePowerBase	488	488	5	3	14	75	atMagicAttackPowerBase	524	524	5	3	16	90									5	15168			
3597	彩·大化·月华·激流(陆)	33168		atDecriticalDamagePowerBase	146	146	0	5	3	14	50	atMagicCriticalDamagePowerBase	585	585	5	3	16	90	atMagicAttackPowerBase	629	629	5	3	18	108									5	0			
3598	彩·大化·月华·灭气(壹)	33169		atDecriticalDamagePowerBase	24	24	0	5	3	5	10	atMagicCriticalDamagePowerBase	98	98	5	3	6	45	atMagicOvercome	195	195	5	3	8	57									5	15170			
3599	彩·大化·月华·灭气(贰)	33170		atDecriticalDamagePowerBase	49	49	0	5	3	7	20	atMagicCriticalDamagePowerBase	195	195	5	3	8	50	atMagicOvercome	390	390	5	3	10	62									5	15171			
3600	彩·大化·月华·灭气(叁)	33171		atDecriticalDamagePowerBase	73	73	0	5	3	9	30	atMagicCriticalDamagePowerBase	293	293	5	3	10	55	atMagicOvercome	585	585	5	3	12	67									5	15172			
3601	彩·大化·月华·灭气(肆)	33172		atDecriticalDamagePowerBase	98	98	0	5	3	11	40	atMagicCriticalDamagePowerBase	390	390	5	3	12	60	atMagicOvercome	780	780	5	3	14	72									5	15173			
3602	彩·大化·月华·灭气(伍)	33173		atDecriticalDamagePowerBase	122	122	0	5	3	13	45	atMagicCriticalDamagePowerBase	488	488	5	3	14	75	atMagicOvercome	975	975	5	3	16	90									5	15174			
3603	彩·大化·月华·灭气(陆)	33174		atDecriticalDamagePowerBase	146	146	0	5	3	14	50	atMagicCriticalDamagePowerBase	585	585	5	3	16	90	atMagicOvercome	1170	1170	5	3	18	108									5	0			
3604	彩·灵根·海纳·浴火(壹)	33175		atSpiritBase	11	11	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atSolarCriticalDamagePowerBase	195	195	5	3	8	57									5	15176			
3605	彩·灵根·海纳·浴火(贰)	33176		atSpiritBase	22	22	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atSolarCriticalDamagePowerBase	390	390	5	3	10	62									5	15177			
3606	彩·灵根·海纳·浴火(叁)	33177		atSpiritBase	33	33	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atSolarCriticalDamagePowerBase	585	585	5	3	12	67									5	15178			
3607	彩·灵根·海纳·浴火(肆)	33178		atSpiritBase	44	44	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atSolarCriticalDamagePowerBase	780	780	5	3	14	72									5	15179			
3608	彩·灵根·海纳·浴火(伍)	33179		atSpiritBase	55	55	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atSolarCriticalDamagePowerBase	975	975	5	3	16	90									5	15180			
3609	彩·灵根·海纳·浴火(陆)	33180		atSpiritBase	66	66	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atSolarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3610	彩·灵根·海纳·霹雳(壹)	33181		atSpiritBase	11	11	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atNeutralCriticalDamagePowerBase	195	195	5	3	8	57									5	15182			
3611	彩·灵根·海纳·霹雳(贰)	33182		atSpiritBase	22	22	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atNeutralCriticalDamagePowerBase	390	390	5	3	10	62									5	15183			
3612	彩·灵根·海纳·霹雳(叁)	33183		atSpiritBase	33	33	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atNeutralCriticalDamagePowerBase	585	585	5	3	12	67									5	15184			
3613	彩·灵根·海纳·霹雳(肆)	33184		atSpiritBase	44	44	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atNeutralCriticalDamagePowerBase	780	780	5	3	14	72									5	15185			
3614	彩·灵根·海纳·霹雳(伍)	33185		atSpiritBase	55	55	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atNeutralCriticalDamagePowerBase	975	975	5	3	16	90									5	15186			
3615	彩·灵根·海纳·霹雳(陆)	33186		atSpiritBase	66	66	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atNeutralCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3616	彩·灵根·海纳·杯雪(壹)	33187		atSpiritBase	11	11	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	15188			
3617	彩·灵根·海纳·杯雪(贰)	33188		atSpiritBase	22	22	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	15189			
3618	彩·灵根·海纳·杯雪(叁)	33189		atSpiritBase	33	33	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	15190			
3619	彩·灵根·海纳·杯雪(肆)	33190		atSpiritBase	44	44	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	15191			
3620	彩·灵根·海纳·杯雪(伍)	33191		atSpiritBase	55	55	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	15192			
3621	彩·灵根·海纳·杯雪(陆)	33192		atSpiritBase	66	66	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3622	彩·灵根·海纳·穿石(壹)	33193		atSpiritBase	11	11	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atPoisonCriticalDamagePowerBase	195	195	5	3	8	57									5	15194			
3623	彩·灵根·海纳·穿石(贰)	33194		atSpiritBase	22	22	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atPoisonCriticalDamagePowerBase	390	390	5	3	10	62									5	15195			
3624	彩·灵根·海纳·穿石(叁)	33195		atSpiritBase	33	33	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atPoisonCriticalDamagePowerBase	585	585	5	3	12	67									5	15196			
3625	彩·灵根·海纳·穿石(肆)	33196		atSpiritBase	44	44	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atPoisonCriticalDamagePowerBase	780	780	5	3	14	72									5	15197			
3626	彩·灵根·海纳·穿石(伍)	33197		atSpiritBase	55	55	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atPoisonCriticalDamagePowerBase	975	975	5	3	16	90									5	15198			
3627	彩·灵根·海纳·穿石(陆)	33198		atSpiritBase	66	66	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atPoisonCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3628	彩·灵根·海纳·月华(壹)	33199		atSpiritBase	11	11	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atMagicCriticalDamagePowerBase	195	195	5	3	8	57									5	15200			
3629	彩·灵根·海纳·月华(贰)	33200		atSpiritBase	22	22	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atMagicCriticalDamagePowerBase	390	390	5	3	10	62									5	15201			
3630	彩·灵根·海纳·月华(叁)	33201		atSpiritBase	33	33	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atMagicCriticalDamagePowerBase	585	585	5	3	12	67									5	15202			
3631	彩·灵根·海纳·月华(肆)	33202		atSpiritBase	44	44	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atMagicCriticalDamagePowerBase	780	780	5	3	14	72									5	15203			
3632	彩·灵根·海纳·月华(伍)	33203		atSpiritBase	55	55	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atMagicCriticalDamagePowerBase	975	975	5	3	16	90									5	15204			
3633	彩·灵根·海纳·月华(陆)	33204		atSpiritBase	66	66	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atMagicCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3634	彩·灵根·浴火·海纳(壹)	33205		atSpiritBase	11	11	0	5	3	5	10	atSolarCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15206			
3635	彩·灵根·浴火·海纳(贰)	33206		atSpiritBase	22	22	0	5	3	7	20	atSolarCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15207			
3636	彩·灵根·浴火·海纳(叁)	33207		atSpiritBase	33	33	0	5	3	9	30	atSolarCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15208			
3637	彩·灵根·浴火·海纳(肆)	33208		atSpiritBase	44	44	0	5	3	11	40	atSolarCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15209			
3638	彩·灵根·浴火·海纳(伍)	33209		atSpiritBase	55	55	0	5	3	13	45	atSolarCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15210			
3639	彩·灵根·浴火·海纳(陆)	33210		atSpiritBase	66	66	0	5	3	14	50	atSolarCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3640	彩·灵根·霹雳·海纳(壹)	33211		atSpiritBase	11	11	0	5	3	5	10	atNeutralCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15212			
3641	彩·灵根·霹雳·海纳(贰)	33212		atSpiritBase	22	22	0	5	3	7	20	atNeutralCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15213			
3642	彩·灵根·霹雳·海纳(叁)	33213		atSpiritBase	33	33	0	5	3	9	30	atNeutralCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15214			
3643	彩·灵根·霹雳·海纳(肆)	33214		atSpiritBase	44	44	0	5	3	11	40	atNeutralCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15215			
3644	彩·灵根·霹雳·海纳(伍)	33215		atSpiritBase	55	55	0	5	3	13	45	atNeutralCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15216			
3645	彩·灵根·霹雳·海纳(陆)	33216		atSpiritBase	66	66	0	5	3	14	50	atNeutralCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3646	彩·灵根·杯雪·海纳(壹)	33217		atSpiritBase	11	11	0	5	3	5	10	atLunarCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15218			
3647	彩·灵根·杯雪·海纳(贰)	33218		atSpiritBase	22	22	0	5	3	7	20	atLunarCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15219			
3648	彩·灵根·杯雪·海纳(叁)	33219		atSpiritBase	33	33	0	5	3	9	30	atLunarCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15220			
3649	彩·灵根·杯雪·海纳(肆)	33220		atSpiritBase	44	44	0	5	3	11	40	atLunarCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15221			
3650	彩·灵根·杯雪·海纳(伍)	33221		atSpiritBase	55	55	0	5	3	13	45	atLunarCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15222			
3651	彩·灵根·杯雪·海纳(陆)	33222		atSpiritBase	66	66	0	5	3	14	50	atLunarCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3652	彩·灵根·穿石·海纳(壹)	33223		atSpiritBase	11	11	0	5	3	5	10	atPoisonCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15224			
3653	彩·灵根·穿石·海纳(贰)	33224		atSpiritBase	22	22	0	5	3	7	20	atPoisonCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15225			
3654	彩·灵根·穿石·海纳(叁)	33225		atSpiritBase	33	33	0	5	3	9	30	atPoisonCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15226			
3655	彩·灵根·穿石·海纳(肆)	33226		atSpiritBase	44	44	0	5	3	11	40	atPoisonCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15227			
3656	彩·灵根·穿石·海纳(伍)	33227		atSpiritBase	55	55	0	5	3	13	45	atPoisonCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15228			
3657	彩·灵根·穿石·海纳(陆)	33228		atSpiritBase	66	66	0	5	3	14	50	atPoisonCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3658	彩·灵根·月华·海纳(壹)	33229		atSpiritBase	11	11	0	5	3	5	10	atMagicCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15230			
3659	彩·灵根·月华·海纳(贰)	33230		atSpiritBase	22	22	0	5	3	7	20	atMagicCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15231			
3660	彩·灵根·月华·海纳(叁)	33231		atSpiritBase	33	33	0	5	3	9	30	atMagicCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15232			
3661	彩·灵根·月华·海纳(肆)	33232		atSpiritBase	44	44	0	5	3	11	40	atMagicCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15233			
3662	彩·灵根·月华·海纳(伍)	33233		atSpiritBase	55	55	0	5	3	13	45	atMagicCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15234			
3663	彩·灵根·月华·海纳(陆)	33234		atSpiritBase	66	66	0	5	3	14	50	atMagicCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3664	彩·灵根·大化·海纳(壹)	33235		atSpiritBase	11	11	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15236			
3665	彩·灵根·大化·海纳(贰)	33236		atSpiritBase	22	22	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15237			
3666	彩·灵根·大化·海纳(叁)	33237		atSpiritBase	33	33	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15238			
3667	彩·灵根·大化·海纳(肆)	33238		atSpiritBase	44	44	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15239			
3668	彩·灵根·大化·海纳(伍)	33239		atSpiritBase	55	55	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15240			
3669	彩·灵根·大化·海纳(陆)	33240		atSpiritBase	66	66	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3670	彩·海纳·大化·浴火(壹)	33241		atTherapyPowerBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atSolarCriticalDamagePowerBase	195	195	5	3	8	57									5	15242			
3671	彩·海纳·大化·浴火(贰)	33242		atTherapyPowerBase	47	47	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atSolarCriticalDamagePowerBase	390	390	5	3	10	62									5	15243			
3672	彩·海纳·大化·浴火(叁)	33243		atTherapyPowerBase	71	71	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atSolarCriticalDamagePowerBase	585	585	5	3	12	67									5	15244			
3673	彩·海纳·大化·浴火(肆)	33244		atTherapyPowerBase	94	94	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atSolarCriticalDamagePowerBase	780	780	5	3	14	72									5	15245			
3674	彩·海纳·大化·浴火(伍)	33245		atTherapyPowerBase	118	118	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atSolarCriticalDamagePowerBase	975	975	5	3	16	90									5	15246			
3675	彩·海纳·大化·浴火(陆)	33246		atTherapyPowerBase	142	142	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atSolarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3676	彩·海纳·大化·霹雳(壹)	33247		atTherapyPowerBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atNeutralCriticalDamagePowerBase	195	195	5	3	8	57									5	15248			
3677	彩·海纳·大化·霹雳(贰)	33248		atTherapyPowerBase	47	47	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atNeutralCriticalDamagePowerBase	390	390	5	3	10	62									5	15249			
3678	彩·海纳·大化·霹雳(叁)	33249		atTherapyPowerBase	71	71	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atNeutralCriticalDamagePowerBase	585	585	5	3	12	67									5	15250			
3679	彩·海纳·大化·霹雳(肆)	33250		atTherapyPowerBase	94	94	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atNeutralCriticalDamagePowerBase	780	780	5	3	14	72									5	15251			
3680	彩·海纳·大化·霹雳(伍)	33251		atTherapyPowerBase	118	118	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atNeutralCriticalDamagePowerBase	975	975	5	3	16	90									5	15252			
3681	彩·海纳·大化·霹雳(陆)	33252		atTherapyPowerBase	142	142	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atNeutralCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3682	彩·海纳·大化·杯雪(壹)	33253		atTherapyPowerBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	15254			
3683	彩·海纳·大化·杯雪(贰)	33254		atTherapyPowerBase	47	47	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	15255			
3684	彩·海纳·大化·杯雪(叁)	33255		atTherapyPowerBase	71	71	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	15256			
3685	彩·海纳·大化·杯雪(肆)	33256		atTherapyPowerBase	94	94	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	15257			
3686	彩·海纳·大化·杯雪(伍)	33257		atTherapyPowerBase	118	118	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	15258			
3687	彩·海纳·大化·杯雪(陆)	33258		atTherapyPowerBase	142	142	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3688	彩·海纳·大化·穿石(壹)	33259		atTherapyPowerBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atPoisonCriticalDamagePowerBase	195	195	5	3	8	57									5	15260			
3689	彩·海纳·大化·穿石(贰)	33260		atTherapyPowerBase	47	47	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atPoisonCriticalDamagePowerBase	390	390	5	3	10	62									5	15261			
3690	彩·海纳·大化·穿石(叁)	33261		atTherapyPowerBase	71	71	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atPoisonCriticalDamagePowerBase	585	585	5	3	12	67									5	15262			
3691	彩·海纳·大化·穿石(肆)	33262		atTherapyPowerBase	94	94	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atPoisonCriticalDamagePowerBase	780	780	5	3	14	72									5	15263			
3692	彩·海纳·大化·穿石(伍)	33263		atTherapyPowerBase	118	118	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atPoisonCriticalDamagePowerBase	975	975	5	3	16	90									5	15264			
3693	彩·海纳·大化·穿石(陆)	33264		atTherapyPowerBase	142	142	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atPoisonCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3694	彩·海纳·大化·月华(壹)	33265		atTherapyPowerBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atMagicCriticalDamagePowerBase	195	195	5	3	8	57									5	15266			
3695	彩·海纳·大化·月华(贰)	33266		atTherapyPowerBase	47	47	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atMagicCriticalDamagePowerBase	390	390	5	3	10	62									5	15267			
3696	彩·海纳·大化·月华(叁)	33267		atTherapyPowerBase	71	71	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atMagicCriticalDamagePowerBase	585	585	5	3	12	67									5	15268			
3697	彩·海纳·大化·月华(肆)	33268		atTherapyPowerBase	94	94	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atMagicCriticalDamagePowerBase	780	780	5	3	14	72									5	15269			
3698	彩·海纳·大化·月华(伍)	33269		atTherapyPowerBase	118	118	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atMagicCriticalDamagePowerBase	975	975	5	3	16	90									5	15270			
3699	彩·海纳·大化·月华(陆)	33270		atTherapyPowerBase	142	142	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atMagicCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3700	彩·燎原·海纳·浴火(壹)	33271		atSolarCriticalStrike	49	49	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atSolarCriticalDamagePowerBase	195	195	5	3	8	57									5	15272			
3701	彩·燎原·海纳·浴火(贰)	33272		atSolarCriticalStrike	98	98	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atSolarCriticalDamagePowerBase	390	390	5	3	10	62									5	15273			
3702	彩·燎原·海纳·浴火(叁)	33273		atSolarCriticalStrike	146	146	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atSolarCriticalDamagePowerBase	585	585	5	3	12	67									5	15274			
3703	彩·燎原·海纳·浴火(肆)	33274		atSolarCriticalStrike	195	195	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atSolarCriticalDamagePowerBase	780	780	5	3	14	72									5	15275			
3704	彩·燎原·海纳·浴火(伍)	33275		atSolarCriticalStrike	244	244	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atSolarCriticalDamagePowerBase	975	975	5	3	16	90									5	15276			
3705	彩·燎原·海纳·浴火(陆)	33276		atSolarCriticalStrike	293	293	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atSolarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3706	彩·燎原·浴火·海纳(壹)	33277		atSolarCriticalStrike	49	49	0	5	3	5	10	atSolarCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15278			
3707	彩·燎原·浴火·海纳(贰)	33278		atSolarCriticalStrike	98	98	0	5	3	7	20	atSolarCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15279			
3708	彩·燎原·浴火·海纳(叁)	33279		atSolarCriticalStrike	146	146	0	5	3	9	30	atSolarCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15280			
3709	彩·燎原·浴火·海纳(肆)	33280		atSolarCriticalStrike	195	195	0	5	3	11	40	atSolarCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15281			
3710	彩·燎原·浴火·海纳(伍)	33281		atSolarCriticalStrike	244	244	0	5	3	13	45	atSolarCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15282			
3711	彩·燎原·浴火·海纳(陆)	33282		atSolarCriticalStrike	293	293	0	5	3	14	50	atSolarCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3712	彩·燎原·大化·海纳(壹)	33283		atSolarCriticalStrike	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15284			
3713	彩·燎原·大化·海纳(贰)	33284		atSolarCriticalStrike	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15285			
3714	彩·燎原·大化·海纳(叁)	33285		atSolarCriticalStrike	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15286			
3715	彩·燎原·大化·海纳(肆)	33286		atSolarCriticalStrike	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15287			
3716	彩·燎原·大化·海纳(伍)	33287		atSolarCriticalStrike	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15288			
3717	彩·燎原·大化·海纳(陆)	33288		atSolarCriticalStrike	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3718	彩·融天·海纳·霹雳(壹)	33289		atNeutralCriticalStrike	49	49	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atNeutralCriticalDamagePowerBase	195	195	5	3	8	57									5	15290			
3719	彩·融天·海纳·霹雳(贰)	33290		atNeutralCriticalStrike	98	98	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atNeutralCriticalDamagePowerBase	390	390	5	3	10	62									5	15291			
3720	彩·融天·海纳·霹雳(叁)	33291		atNeutralCriticalStrike	146	146	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atNeutralCriticalDamagePowerBase	585	585	5	3	12	67									5	15292			
3721	彩·融天·海纳·霹雳(肆)	33292		atNeutralCriticalStrike	195	195	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atNeutralCriticalDamagePowerBase	780	780	5	3	14	72									5	15293			
3722	彩·融天·海纳·霹雳(伍)	33293		atNeutralCriticalStrike	244	244	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atNeutralCriticalDamagePowerBase	975	975	5	3	16	90									5	15294			
