ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
27198	0	atLunarCriticalDamagePowerBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
27199	0	atPoisonAttackPowerBase	1608	1608	0	0	0	0	0	0	0	0	0	0	0	0
27200	0	atPoisonCriticalDamagePowerBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
27201	0	atSolarAndLunarAttackPowerBase	1608	1608	0	0	0	0	0	0	0	0	0	0	0	0
27202	0	atSolarAndLunarCriticalStrike	373	373	0	0	0	0	0	0	0	0	0	0	0	0
27203	0	atSolarAndLunarCriticalDamagePowerBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
27204	0	atDodge	593	593	0	0	0	0	0	0	0	0	0	0	0	0
27205	0	atSolarOvercomeBase	542	542	0	0	0	0	0	0	0	0	0	0	0	0
27206	0	atSolarHitValue	474	474	0	0	0	0	0	0	0	0	0	0	0	0
27207	0	atNeutralOvercomeBase	542	542	0	0	0	0	0	0	0	0	0	0	0	0
27208	0	atPhysicsHitValue	474	474	0	0	0	0	0	0	0	0	0	0	0	0
27209	0	atLunarOvercomeBase	542	542	0	0	0	0	0	0	0	0	0	0	0	0
27210	0	atPoisonOvercomeBase	542	542	0	0	0	0	0	0	0	0	0	0	0	0
27211	0	atSolarAndLunarOvercomeBase	542	542	0	0	0	0	0	0	0	0	0	0	0	0
27212	0	atSolarAndLunarHitValue	474	474	0	0	0	0	0	0	0	0	0	0	0	0
27213	0	atMagicOvercome	302	302	0	0	0	0	0	0	0	0	0	0	0	0
27214	0	atMagicHitValue	189	189	0	0	0	0	0	0	0	0	0	0	0	0
27215	0	atMagicCriticalDamagePowerBase	94	94	0	0	0	0	0	0	0	0	0	0	0	0
27216	0	atSolarAttackPowerBase	1793	1793	0	0	0	0	0	0	0	0	0	0	0	0
27217	0	atSolarOvercomeBase	604	604	0	0	0	0	0	0	0	0	0	0	0	0
27218	0	atSolarHitValue	378	378	0	0	0	0	0	0	0	0	0	0	0	0
27219	0	atMagicShield	793	793	0	0	0	0	0	0	0	0	0	0	0	0
27220	0	atNeutralAttackPowerBase	1793	1793	0	0	0	0	0	0	0	0	0	0	0	0
27221	0	atNeutralOvercomeBase	604	604	0	0	0	0	0	0	0	0	0	0	0	0
27222	0	atNeutralHitValue	378	378	0	0	0	0	0	0	0	0	0	0	0	0
27223	0	atPhysicsAttackPowerBase	1494	1494	0	0	0	0	0	0	0	0	0	0	0	0
27224	0	atPhysicsHitValue	378	378	0	0	0	0	0	0	0	0	0	0	0	0
27225	0	atParryBase	397	397	0	0	0	0	0	0	0	0	0	0	0	0
27226	0	atLunarAttackPowerBase	1793	1793	0	0	0	0	0	0	0	0	0	0	0	0
27227	0	atLunarOvercomeBase	604	604	0	0	0	0	0	0	0	0	0	0	0	0
27228	0	atLunarHitValue	378	378	0	0	0	0	0	0	0	0	0	0	0	0
27229	0	atPoisonAttackPowerBase	1793	1793	0	0	0	0	0	0	0	0	0	0	0	0
27230	0	atPoisonOvercomeBase	604	604	0	0	0	0	0	0	0	0	0	0	0	0
27231	0	atPoisonHitValue	378	378	0	0	0	0	0	0	0	0	0	0	0	0
27232	0	atSolarAndLunarAttackPowerBase	1793	1793	0	0	0	0	0	0	0	0	0	0	0	0
27233	0	atSolarAndLunarOvercomeBase	604	604	0	0	0	0	0	0	0	0	0	0	0	0
27234	0	atDodge	397	397	0	0	0	0	0	0	0	0	0	0	0	0
27235	0	atSolarCriticalDamagePowerBase	189	189	0	0	0	0	0	0	0	0	0	0	0	0
27236	0	atStrainBase	378	378	0	0	0	0	0	0	0	0	0	0	0	0
27237	0	atHasteBase	529	529	0	0	0	0	0	0	0	0	0	0	0	0
27238	0	atNeutralCriticalDamagePowerBase	189	189	0	0	0	0	0	0	0	0	0	0	0	0
27239	0	atPhysicsCriticalStrike	415	415	0	0	0	0	0	0	0	0	0	0	0	0
27240	0	atLunarCriticalStrike	415	415	0	0	0	0	0	0	0	0	0	0	0	0
27241	0	atLunarCriticalDamagePowerBase	189	189	0	0	0	0	0	0	0	0	0	0	0	0
27242	0	atPoisonCriticalStrike	415	415	0	0	0	0	0	0	0	0	0	0	0	0
27243	0	atPoisonCriticalDamagePowerBase	189	189	0	0	0	0	0	0	0	0	0	0	0	0
27244	0	atSolarAndLunarCriticalStrike	415	415	0	0	0	0	0	0	0	0	0	0	0	0
27245	0	atSolarAndLunarCriticalDamagePowerBase	189	189	0	0	0	0	0	0	0	0	0	0	0	0
27246	0	atSolarCriticalStrike	222	222	0	0	0	0	0	0	0	0	0	0	0	0
27247	0	atPoisonCriticalStrike	222	222	0	0	0	0	0	0	0	0	0	0	0	0
27248	0	atSolarAndLunarCriticalStrike	222	222	0	0	0	0	0	0	0	0	0	0	0	0
27249	0	atVitalityBase	999	999	0	0	0	0	0	0	0	0	0	0	0	0
27250	0	atHasteBase	318	318	0	0	0	0	0	0	0	0	0	0	0	0
27251	0	atSolarAndLunarOvercomeBase	318	318	0	0	0	0	0	0	0	0	0	0	0	0
27252	0	atVitalityBase	878	878	0	0	0	0	0	0	0	0	0	0	0	0
27253	0	atSolarAttackPowerBase	1420	1420	0	0	0	0	0	0	0	0	0	0	0	0
27254	0	atSolarOvercomeBase	635	635	0	0	0	0	0	0	0	0	0	0	0	0
27255	0	atNeutralAttackPowerBase	1420	1420	0	0	0	0	0	0	0	0	0	0	0	0
27256	0	atNeutralOvercomeBase	635	635	0	0	0	0	0	0	0	0	0	0	0	0
27257	0	atPhysicsAttackPowerBase	1183	1183	0	0	0	0	0	0	0	0	0	0	0	0
27258	0	atLunarAttackPowerBase	1420	1420	0	0	0	0	0	0	0	0	0	0	0	0
27259	0	atLunarOvercomeBase	635	635	0	0	0	0	0	0	0	0	0	0	0	0
27260	0	atPoisonAttackPowerBase	1420	1420	0	0	0	0	0	0	0	0	0	0	0	0
27261	0	atPoisonOvercomeBase	635	635	0	0	0	0	0	0	0	0	0	0	0	0
27262	0	atSolarAndLunarAttackPowerBase	1420	1420	0	0	0	0	0	0	0	0	0	0	0	0
27263	0	atSolarAndLunarOvercomeBase	635	635	0	0	0	0	0	0	0	0	0	0	0	0
27264	0	atParryBase	661	661	0	0	0	0	0	0	0	0	0	0	0	0
27265	0	atParryValueBase	3285	3285	0	0	0	0	0	0	0	0	0	0	0	0
27266	0	atSolarAndLunarHitValue	529	529	0	0	0	0	0	0	0	0	0	0	0	0
27267	0	atVitalityBase	887	887	0	0	0	0	0	0	0	0	0	0	0	0
27268	0	atNeutralCriticalStrike	453	453	0	0	0	0	0	0	0	0	0	0	0	0
27269	0	atPhysicsAttackPowerBase	1195	1195	0	0	0	0	0	0	0	0	0	0	0	0
27270	0	atPhysicsCriticalStrike	453	453	0	0	0	0	0	0	0	0	0	0	0	0
27271	0	atLunarAttackPowerBase	1435	1435	0	0	0	0	0	0	0	0	0	0	0	0
27272	0	atLunarCriticalStrike	453	453	0	0	0	0	0	0	0	0	0	0	0	0
27273	0	atPoisonCriticalStrike	453	453	0	0	0	0	0	0	0	0	0	0	0	0
27274	0	atSolarAndLunarAttackPowerBase	1435	1435	0	0	0	0	0	0	0	0	0	0	0	0
27275	0	atSolarAndLunarCriticalStrike	453	453	0	0	0	0	0	0	0	0	0	0	0	0
27276	0	atHasteBase	321	321	0	0	0	0	0	0	0	0	0	0	0	0
27277	0	atVitalityBase	713	713	0	0	0	0	0	0	0	0	0	0	0	0
27278	0	atSolarAttackPowerBase	1830	1830	0	0	0	0	0	0	0	0	0	0	0	0
27279	0	atSolarOvercomeBase	617	617	0	0	0	0	0	0	0	0	0	0	0	0
27280	0	atStrainBase	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27281	0	atNeutralAttackPowerBase	1830	1830	0	0	0	0	0	0	0	0	0	0	0	0
27282	0	atNeutralOvercomeBase	617	617	0	0	0	0	0	0	0	0	0	0	0	0
27283	0	atPhysicsAttackPowerBase	1525	1525	0	0	0	0	0	0	0	0	0	0	0	0
27284	0	atLunarAttackPowerBase	1830	1830	0	0	0	0	0	0	0	0	0	0	0	0
27285	0	atLunarOvercomeBase	617	617	0	0	0	0	0	0	0	0	0	0	0	0
27286	0	atPoisonAttackPowerBase	1830	1830	0	0	0	0	0	0	0	0	0	0	0	0
27287	0	atPoisonOvercomeBase	617	617	0	0	0	0	0	0	0	0	0	0	0	0
27288	0	atSolarAndLunarAttackPowerBase	1830	1830	0	0	0	0	0	0	0	0	0	0	0	0
27289	0	atSolarAndLunarOvercomeBase	617	617	0	0	0	0	0	0	0	0	0	0	0	0
27290	0	atSolarAttackPowerBase	1840	1840	0	0	0	0	0	0	0	0	0	0	0	0
27291	0	atSolarHitValue	331	331	0	0	0	0	0	0	0	0	0	0	0	0
27292	0	atMagicShield	579	579	0	0	0	0	0	0	0	0	0	0	0	0
27293	0	atSolarHitValue	463	463	0	0	0	0	0	0	0	0	0	0	0	0
27294	0	atNeutralAttackPowerBase	1840	1840	0	0	0	0	0	0	0	0	0	0	0	0
27295	0	atNeutralHitValue	331	331	0	0	0	0	0	0	0	0	0	0	0	0
27296	0	atPhysicsAttackPowerBase	1533	1533	0	0	0	0	0	0	0	0	0	0	0	0
27297	0	atPhysicsHitValue	331	331	0	0	0	0	0	0	0	0	0	0	0	0
27298	0	atParryBase	579	579	0	0	0	0	0	0	0	0	0	0	0	0
27299	0	atPhysicsHitValue	463	463	0	0	0	0	0	0	0	0	0	0	0	0
27300	0	atLunarAttackPowerBase	1840	1840	0	0	0	0	0	0	0	0	0	0	0	0
27301	0	atLunarHitValue	331	331	0	0	0	0	0	0	0	0	0	0	0	0
27302	0	atPoisonAttackPowerBase	1840	1840	0	0	0	0	0	0	0	0	0	0	0	0
27303	0	atPoisonHitValue	331	331	0	0	0	0	0	0	0	0	0	0	0	0
27304	0	atSolarAndLunarAttackPowerBase	1840	1840	0	0	0	0	0	0	0	0	0	0	0	0
27305	0	atSolarAndLunarHitValue	331	331	0	0	0	0	0	0	0	0	0	0	0	0
27306	0	atHasteBase	296	296	0	0	0	0	0	0	0	0	0	0	0	0
27307	0	atMagicCriticalDamagePowerBase	92	92	0	0	0	0	0	0	0	0	0	0	0	0
27308	0	atMagicHitValue	185	185	0	0	0	0	0	0	0	0	0	0	0	0
27309	0	atAllTypeCriticalStrike	203	203	0	0	0	0	0	0	0	0	0	0	0	0
27310	0	atAllTypeCriticalDamagePowerBase	92	92	0	0	0	0	0	0	0	0	0	0	0	0
27311	0	atSolarAttackPowerBase	1756	1756	0	0	0	0	0	0	0	0	0	0	0	0
27312	0	atSolarCriticalStrike	407	407	0	0	0	0	0	0	0	0	0	0	0	0
27313	0	atSolarCriticalDamagePowerBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
27314	0	atStrainBase	370	370	0	0	0	0	0	0	0	0	0	0	0	0
27315	0	atMagicShield	648	648	0	0	0	0	0	0	0	0	0	0	0	0
27316	0	atHasteBase	518	518	0	0	0	0	0	0	0	0	0	0	0	0
27317	0	atNeutralAttackPowerBase	1756	1756	0	0	0	0	0	0	0	0	0	0	0	0
27318	0	atNeutralCriticalDamagePowerBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
27319	0	atPhysicsAttackPowerBase	1463	1463	0	0	0	0	0	0	0	0	0	0	0	0
27320	0	atParryBase	648	648	0	0	0	0	0	0	0	0	0	0	0	0
27321	0	atLunarAttackPowerBase	1756	1756	0	0	0	0	0	0	0	0	0	0	0	0
27322	0	atLunarCriticalDamagePowerBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
27323	0	atPoisonAttackPowerBase	1756	1756	0	0	0	0	0	0	0	0	0	0	0	0
27324	0	atPoisonCriticalStrike	407	407	0	0	0	0	0	0	0	0	0	0	0	0
27325	0	atPoisonCriticalDamagePowerBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
27326	0	atSolarAndLunarAttackPowerBase	1756	1756	0	0	0	0	0	0	0	0	0	0	0	0
27327	0	atSolarAndLunarCriticalStrike	407	407	0	0	0	0	0	0	0	0	0	0	0	0
27328	0	atSolarAndLunarCriticalDamagePowerBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
27329	0	atDodge	648	648	0	0	0	0	0	0	0	0	0	0	0	0
27330	0	atSolarOvercomeBase	592	592	0	0	0	0	0	0	0	0	0	0	0	0
27331	0	atSolarHitValue	518	518	0	0	0	0	0	0	0	0	0	0	0	0
27332	0	atNeutralOvercomeBase	592	592	0	0	0	0	0	0	0	0	0	0	0	0
27333	0	atPhysicsHitValue	518	518	0	0	0	0	0	0	0	0	0	0	0	0
27334	0	atLunarOvercomeBase	592	592	0	0	0	0	0	0	0	0	0	0	0	0
27335	0	atPoisonOvercomeBase	592	592	0	0	0	0	0	0	0	0	0	0	0	0
27336	0	atSolarAndLunarOvercomeBase	592	592	0	0	0	0	0	0	0	0	0	0	0	0
27337	0	atSolarAndLunarHitValue	518	518	0	0	0	0	0	0	0	0	0	0	0	0
27338	0	atMagicAttackPowerBase	471	471	0	0	0	0	0	0	0	0	0	0	0	0
27339	0	atMagicHitValue	204	204	0	0	0	0	0	0	0	0	0	0	0	0
27340	0	atAllTypeHitValue	204	204	0	0	0	0	0	0	0	0	0	0	0	0
27341	0	atMagicCriticalStrike	225	225	0	0	0	0	0	0	0	0	0	0	0	0
27342	0	atMagicCriticalDamagePowerBase	102	102	0	0	0	0	0	0	0	0	0	0	0	0
27343	0	atSolarAttackPowerBase	1941	1941	0	0	0	0	0	0	0	0	0	0	0	0
27344	0	atSolarOvercomeBase	654	654	0	0	0	0	0	0	0	0	0	0	0	0
27345	0	atSolarHitValue	409	409	0	0	0	0	0	0	0	0	0	0	0	0
27346	0	atMagicShield	859	859	0	0	0	0	0	0	0	0	0	0	0	0
27347	0	atNeutralAttackPowerBase	1941	1941	0	0	0	0	0	0	0	0	0	0	0	0
27348	0	atNeutralOvercomeBase	654	654	0	0	0	0	0	0	0	0	0	0	0	0
27349	0	atNeutralHitValue	409	409	0	0	0	0	0	0	0	0	0	0	0	0
27350	0	atPhysicsAttackPowerBase	1617	1617	0	0	0	0	0	0	0	0	0	0	0	0
27351	0	atPhysicsHitValue	409	409	0	0	0	0	0	0	0	0	0	0	0	0
27352	0	atParryBase	429	429	0	0	0	0	0	0	0	0	0	0	0	0
27353	0	atLunarAttackPowerBase	1941	1941	0	0	0	0	0	0	0	0	0	0	0	0
27354	0	atLunarOvercomeBase	654	654	0	0	0	0	0	0	0	0	0	0	0	0
27355	0	atLunarHitValue	409	409	0	0	0	0	0	0	0	0	0	0	0	0
27356	0	atPoisonAttackPowerBase	1941	1941	0	0	0	0	0	0	0	0	0	0	0	0
27357	0	atPoisonOvercomeBase	654	654	0	0	0	0	0	0	0	0	0	0	0	0
27358	0	atPoisonHitValue	409	409	0	0	0	0	0	0	0	0	0	0	0	0
27359	0	atSolarAndLunarAttackPowerBase	1941	1941	0	0	0	0	0	0	0	0	0	0	0	0
27360	0	atSolarAndLunarOvercomeBase	654	654	0	0	0	0	0	0	0	0	0	0	0	0
27361	0	atSolarAndLunarHitValue	409	409	0	0	0	0	0	0	0	0	0	0	0	0
27362	0	atDodge	429	429	0	0	0	0	0	0	0	0	0	0	0	0
27363	0	atSolarCriticalStrike	450	450	0	0	0	0	0	0	0	0	0	0	0	0
27364	0	atSolarCriticalDamagePowerBase	204	204	0	0	0	0	0	0	0	0	0	0	0	0
27365	0	atStrainBase	409	409	0	0	0	0	0	0	0	0	0	0	0	0
27366	0	atPhysicsShieldBase	859	859	0	0	0	0	0	0	0	0	0	0	0	0
27367	0	atHasteBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
27368	0	atPhysicsCriticalStrike	450	450	0	0	0	0	0	0	0	0	0	0	0	0
27369	0	atLunarCriticalDamagePowerBase	204	204	0	0	0	0	0	0	0	0	0	0	0	0
27370	0	atPoisonCriticalStrike	450	450	0	0	0	0	0	0	0	0	0	0	0	0
27371	0	atPoisonCriticalDamagePowerBase	204	204	0	0	0	0	0	0	0	0	0	0	0	0
27372	0	atSolarAndLunarCriticalStrike	450	450	0	0	0	0	0	0	0	0	0	0	0	0
27373	0	atSolarAndLunarCriticalDamagePowerBase	204	204	0	0	0	0	0	0	0	0	0	0	0	0
27374	0	atSpunkBase	313	313	0	0	0	0	0	0	0	0	0	0	0	0
27375	0	atSolarAttackPowerBase	1978	1978	0	0	0	0	0	0	0	0	0	0	0	0
27376	0	atSolarOvercomeBase	666	666	0	0	0	0	0	0	0	0	0	0	0	0
27377	0	atStrainBase	417	417	0	0	0	0	0	0	0	0	0	0	0	0
27378	0	atPhysicsShieldBase	875	875	0	0	0	0	0	0	0	0	0	0	0	0
27379	0	atHasteBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
27380	0	atSolarHitValue	292	292	0	0	0	0	0	0	0	0	0	0	0	0
27381	0	atNeutralAttackPowerBase	1978	1978	0	0	0	0	0	0	0	0	0	0	0	0
27382	0	atNeutralOvercomeBase	666	666	0	0	0	0	0	0	0	0	0	0	0	0
27383	0	atStrengthBase	313	313	0	0	0	0	0	0	0	0	0	0	0	0
27384	0	atPhysicsAttackPowerBase	1648	1648	0	0	0	0	0	0	0	0	0	0	0	0
27385	0	atAgilityBase	313	313	0	0	0	0	0	0	0	0	0	0	0	0
27386	0	atLunarAttackPowerBase	1978	1978	0	0	0	0	0	0	0	0	0	0	0	0
27387	0	atLunarOvercomeBase	666	666	0	0	0	0	0	0	0	0	0	0	0	0
27388	0	atPoisonAttackPowerBase	1978	1978	0	0	0	0	0	0	0	0	0	0	0	0
27389	0	atPoisonOvercomeBase	666	666	0	0	0	0	0	0	0	0	0	0	0	0
27390	0	atSolarAndLunarAttackPowerBase	1978	1978	0	0	0	0	0	0	0	0	0	0	0	0
27391	0	atSolarAndLunarOvercomeBase	666	666	0	0	0	0	0	0	0	0	0	0	0	0
27392	0	atMagicCriticalStrike	199	199	0	0	0	0	0	0	0	0	0	0	0	0
27393	0	atAllTypeHitValue	181	181	0	0	0	0	0	0	0	0	0	0	0	0
27394	0	atSolarAndLunarCriticalStrike	241	241	0	0	0	0	0	0	0	0	0	0	0	0
27395	0	atSolarAndLunarCriticalDamagePowerBase	100	100	0	0	0	0	0	0	0	0	0	0	0	0
27396	0	atSolarOvercomeBase	341	341	0	0	0	0	0	0	0	0	0	0	0	0
27397	0	atNeutralOvercomeBase	341	341	0	0	0	0	0	0	0	0	0	0	0	0
27398	0	atPoisonOvercomeBase	341	341	0	0	0	0	0	0	0	0	0	0	0	0
27399	0	atSolarAndLunarOvercomeBase	341	341	0	0	0	0	0	0	0	0	0	0	0	0
27400	0	atParryBase	716	716	0	0	0	0	0	0	0	0	0	0	0	0
27401	0	atParryValueBase	3556	3556	0	0	0	0	0	0	0	0	0	0	0	0
27402	0	atSolarAndLunarHitValue	573	573	0	0	0	0	0	0	0	0	0	0	0	0
27403	0	atVitalityBase	961	961	0	0	0	0	0	0	0	0	0	0	0	0
27404	0	atSolarAttackPowerBase	1553	1553	0	0	0	0	0	0	0	0	0	0	0	0
27405	0	atSolarCriticalStrike	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27406	0	atNeutralAttackPowerBase	1553	1553	0	0	0	0	0	0	0	0	0	0	0	0
27407	0	atNeutralCriticalStrike	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27408	0	atPhysicsCriticalStrike	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27409	0	atLunarAttackPowerBase	1553	1553	0	0	0	0	0	0	0	0	0	0	0	0
27410	0	atLunarCriticalStrike	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27411	0	atPoisonAttackPowerBase	1553	1553	0	0	0	0	0	0	0	0	0	0	0	0
27412	0	atPoisonCriticalStrike	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27413	0	atSolarAndLunarAttackPowerBase	1553	1553	0	0	0	0	0	0	0	0	0	0	0	0
27414	0	atSolarAndLunarCriticalStrike	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27415	0	atTherapyPowerBase	4202	4202	0	0	0	0	0	0	0	0	0	0	0	0
27416	0	atMagicCriticalStrike	245	245	0	0	0	0	0	0	0	0	0	0	0	0
27417	0	atMagicCriticalDamagePowerBase	245	245	0	0	0	0	0	0	0	0	0	0	0	0
27418	0	atPhysicsShieldBase	830	830	0	0	0	0	0	0	0	0	0	0	0	0
27419	0	atSolarAttackPowerBase	1719	1719	0	0	0	0	0	0	0	0	0	0	0	0
27420	0	atSolarCriticalStrike	398	398	0	0	0	0	0	0	0	0	0	0	0	0
27421	0	atSolarHitValue	362	362	0	0	0	0	0	0	0	0	0	0	0	0
27422	0	atVitalityBase	996	996	0	0	0	0	0	0	0	0	0	0	0	0
27423	0	atMagicShield	761	761	0	0	0	0	0	0	0	0	0	0	0	0
27424	0	atNeutralAttackPowerBase	1719	1719	0	0	0	0	0	0	0	0	0	0	0	0
27425	0	atNeutralCriticalDamagePowerBase	181	181	0	0	0	0	0	0	0	0	0	0	0	0
27426	0	atNeutralHitValue	362	362	0	0	0	0	0	0	0	0	0	0	0	0
27427	0	atPhysicsAttackPowerBase	1432	1432	0	0	0	0	0	0	0	0	0	0	0	0
27428	0	atPhysicsCriticalStrike	398	398	0	0	0	0	0	0	0	0	0	0	0	0
27429	0	atPhysicsHitValue	362	362	0	0	0	0	0	0	0	0	0	0	0	0
27430	0	atParryBase	380	380	0	0	0	0	0	0	0	0	0	0	0	0
27431	0	atParryValueBase	4725	4725	0	0	0	0	0	0	0	0	0	0	0	0
27432	0	atLunarAttackPowerBase	1719	1719	0	0	0	0	0	0	0	0	0	0	0	0
27433	0	atLunarCriticalStrike	398	398	0	0	0	0	0	0	0	0	0	0	0	0
27434	0	atLunarCriticalDamagePowerBase	181	181	0	0	0	0	0	0	0	0	0	0	0	0
27435	0	atLunarHitValue	362	362	0	0	0	0	0	0	0	0	0	0	0	0
27436	0	atPoisonAttackPowerBase	1719	1719	0	0	0	0	0	0	0	0	0	0	0	0
27437	0	atPoisonCriticalStrike	398	398	0	0	0	0	0	0	0	0	0	0	0	0
27438	0	atPoisonCriticalDamagePowerBase	181	181	0	0	0	0	0	0	0	0	0	0	0	0
27439	0	atPoisonHitValue	362	362	0	0	0	0	0	0	0	0	0	0	0	0
27440	0	atSolarAndLunarAttackPowerBase	1719	1719	0	0	0	0	0	0	0	0	0	0	0	0
27441	0	atSolarAndLunarCriticalStrike	398	398	0	0	0	0	0	0	0	0	0	0	0	0
27442	0	atSolarAndLunarCriticalDamagePowerBase	181	181	0	0	0	0	0	0	0	0	0	0	0	0
27443	0	atSolarAndLunarHitValue	362	362	0	0	0	0	0	0	0	0	0	0	0	0
27444	0	atDodge	380	380	0	0	0	0	0	0	0	0	0	0	0	0
27445	0	atTherapyPowerBase	1640	1640	0	0	0	0	0	0	0	0	0	0	0	0
27446	0	atMagicCriticalDamagePowerBase	153	153	0	0	0	0	0	0	0	0	0	0	0	0
27447	0	atSolarAttackPowerBase	1663	1663	0	0	0	0	0	0	0	0	0	0	0	0
27448	0	atSolarCriticalStrike	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27449	0	atSolarCriticalDamagePowerBase	175	175	0	0	0	0	0	0	0	0	0	0	0	0
27450	0	atHasteBase	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27451	0	atNeutralAttackPowerBase	1663	1663	0	0	0	0	0	0	0	0	0	0	0	0
27452	0	atNeutralHitValue	350	350	0	0	0	0	0	0	0	0	0	0	0	0
27453	0	atPhysicsCriticalStrike	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27454	0	atPhysicsHitValue	350	350	0	0	0	0	0	0	0	0	0	0	0	0
27455	0	atMagicShield	736	736	0	0	0	0	0	0	0	0	0	0	0	0
27456	0	atLunarAttackPowerBase	1663	1663	0	0	0	0	0	0	0	0	0	0	0	0
27457	0	atLunarCriticalStrike	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27458	0	atLunarHitValue	350	350	0	0	0	0	0	0	0	0	0	0	0	0
27459	0	atPoisonAttackPowerBase	1663	1663	0	0	0	0	0	0	0	0	0	0	0	0
27460	0	atPoisonCriticalStrike	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27461	0	atPoisonCriticalDamagePowerBase	175	175	0	0	0	0	0	0	0	0	0	0	0	0
27462	0	atPoisonHitValue	350	350	0	0	0	0	0	0	0	0	0	0	0	0
27463	0	atSolarAndLunarAttackPowerBase	1663	1663	0	0	0	0	0	0	0	0	0	0	0	0
27464	0	atSolarAndLunarCriticalStrike	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27465	0	atSolarAndLunarHitValue	350	350	0	0	0	0	0	0	0	0	0	0	0	0
27466	0	atParryBase	613	613	0	0	0	0	0	0	0	0	0	0	0	0
27467	0	atParryValueBase	3048	3048	0	0	0	0	0	0	0	0	0	0	0	0
27468	0	atSolarAndLunarHitValue	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27469	0	atPhysicsHitValue	442	442	0	0	0	0	0	0	0	0	0	0	0	0
27470	0	atPhysicsHitValue	496	496	0	0	0	0	0	0	0	0	0	0	0	0
27471	0	atPhysicsHitValue	425	425	0	0	0	0	0	0	0	0	0	0	0	0
27472	0	atPhysicsHitValue	421	421	0	0	0	0	0	0	0	0	0	0	0	0
27473	0	atPhysicsHitValue	485	485	0	0	0	0	0	0	0	0	0	0	0	0
27474	0	atPhysicsHitValue	529	529	0	0	0	0	0	0	0	0	0	0	0	0
27475	0	atPhysicsHitValue	573	573	0	0	0	0	0	0	0	0	0	0	0	0
27476	0	atPhysicsHitValue	491	491	0	0	0	0	0	0	0	0	0	0	0	0
27477	0	atMagicHitValue	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27478	0	atAllTypeCriticalStrike	216	216	0	0	0	0	0	0	0	0	0	0	0	0
27479	0	atAllTypeCriticalDamagePowerBase	98	98	0	0	0	0	0	0	0	0	0	0	0	0
27480	0	atAllTypeHitValue	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27481	0	atMagicShield	295	295	0	0	0	0	0	0	0	0	0	0	0	0
27482	0	atMagicCriticalStrike	221	221	0	0	0	0	0	0	0	0	0	0	0	0
27483	0	atMagicCriticalDamagePowerBase	100	100	0	0	0	0	0	0	0	0	0	0	0	0
27484	0	atAllTypeCriticalStrike	221	221	0	0	0	0	0	0	0	0	0	0	0	0
27485	0	atAllTypeCriticalDamagePowerBase	100	100	0	0	0	0	0	0	0	0	0	0	0	0
27486	0	atSolarAttackPowerBase	1904	1904	0	0	0	0	0	0	0	0	0	0	0	0
27487	0	atSolarCriticalDamagePowerBase	200	200	0	0	0	0	0	0	0	0	0	0	0	0
27488	0	atStrainBase	401	401	0	0	0	0	0	0	0	0	0	0	0	0
27489	0	atMagicShield	702	702	0	0	0	0	0	0	0	0	0	0	0	0
27490	0	atHasteBase	562	562	0	0	0	0	0	0	0	0	0	0	0	0
27491	0	atNeutralAttackPowerBase	1904	1904	0	0	0	0	0	0	0	0	0	0	0	0
27492	0	atNeutralCriticalStrike	441	441	0	0	0	0	0	0	0	0	0	0	0	0
27493	0	atNeutralCriticalDamagePowerBase	200	200	0	0	0	0	0	0	0	0	0	0	0	0
27494	0	atPhysicsAttackPowerBase	1586	1586	0	0	0	0	0	0	0	0	0	0	0	0
27495	0	atPhysicsCriticalStrike	441	441	0	0	0	0	0	0	0	0	0	0	0	0
27496	0	atParryBase	702	702	0	0	0	0	0	0	0	0	0	0	0	0
27497	0	atLunarAttackPowerBase	1904	1904	0	0	0	0	0	0	0	0	0	0	0	0
27498	0	atLunarCriticalStrike	441	441	0	0	0	0	0	0	0	0	0	0	0	0
